rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C9H14O4	[M - H2O - H]-	C9H12O3	90.3806773657111	85.07200844127864	5.308668924432447	13	0.9210442534224769	2.356918218113924	2.709777080290341	-107799.42070326378	
2	C7H12N3O3	[M - H2O - H]-	C7H10N3O2	25.879613254829735	23.094314070920497	2.7852991839092365	8	0.3664997375599095	0.6793885816136348	2.9203554364390043	-107791.3841297447	
