rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09198465739482514	-78.38271088312567	C8H12O6	[M - H]-	RELOUZXRECEARZ	InChI=1S/C8H12O6/c9-3-1-4(7(11)12)6(10)5(2-3)8(13)14/h3-6,9-10H,1-2H2,(H,11,12)(H,13,14)	2,5-dihydroxycyclohexane-1,3-dicarboxylic acid	C1C(CC(C(C1C(=O)O)O)C(=O)O)O	-0.899999976	20078607	PubChem:(20078607)	2
2	1	N/A	-80.16822363910006	C8H12O6	[M - H]-	HSFRERUAMMYUJU	InChI=1S/C8H12O6/c1-4(8(13)14)5(2-6(9)10)3-7(11)12/h4-5H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	3-(carboxymethyl)-2-methylpentanedioic acid	CC(C(CC(=O)O)CC(=O)O)C(=O)O	-0.5	19931614	PubChem:(19931614)	2
3	1	N/A	-82.53968011756717	C8H12O6	[M - H]-	XLCDXXYCLGCXPX	InChI=1S/C8H12O6/c1-4(2-6(9)10)5(8(13)14)3-7(11)12/h4-5H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	3-methylbutane-1,2,4-tricarboxylic acid	CC(CC(=O)O)C(CC(=O)O)C(=O)O	-0.5	19931622	PubChem:(19931622)	2
4	1	N/A	-82.91640668106918	C8H12O6	[M - H]-	KHENIPLAAZKGOA	InChI=1S/C8H12O6/c1-2-8(7(13)14,3-5(9)10)4-6(11)12/h2-4H2,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CCC(CC(=O)O)(CC(=O)O)C(=O)O	-0.5	88420500	PubChem:(88420500)	2
5	1	N/A	-85.76162904622727	C8H12O6	[M - H]-	FJCKALMJGRZUPD	InChI=1S/C8H12O6/c1-2-4-3-13-5(7(9)10)6(14-4)8(11)12/h4-6H,2-3H2,1H3,(H,9,10)(H,11,12)	null	CCC1COC(C(O1)C(=O)O)C(=O)O	-0.100000001	123177733	PubChem:(123177733)	2
6	1	N/A	-85.86833951606597	C8H12O6	[M - H]-	DGKFCAHROKDYDX	InChI=1S/C8H12O6/c9-5-1-3(7(11)12)6(10)2-4(5)8(13)14/h3-6,9-10H,1-2H2,(H,11,12)(H,13,14)	null	C1C(C(CC(C1O)C(=O)O)O)C(=O)O	-0.400000006	68228978	PubChem:(68228978)	2
7	1	N/A	-88.80490193096614	C8H12O6	[M - H]-	IMRVRTDYOOJNHM	InChI=1S/C8H12O6/c9-5-1-3(7(11)12)4(8(13)14)2-6(5)10/h3-6,9-10H,1-2H2,(H,11,12)(H,13,14)	1,2-Cyclohexanedicarboxylic acid, 4,5-dihydroxy-	C1C(C(CC(C1O)O)C(=O)O)C(=O)O	-1.5	10910619;58697247;68769055;68905410;68905476;70376094;70376119;90932592;130801149;131090465;131119143	PubChem:(10910619 58697247 68769055 68905410 68905476 70376094 70376119 90932592 130801149 131090465 131119143);PubMed	66
8	1	N/A	-90.62201060732465	C8H12O6	[M - H]-	ROTJZTYLACIJIG	InChI=1S/C8H12O6/c9-6(10)3-1-5(8(13)14)2-4-7(11)12/h5H,1-4H2,(H,9,10)(H,11,12)(H,13,14)	Octric acid	C(CC(=O)O)C(CCC(=O)O)C(=O)O	-0.5	1551080;96220	NORMAN:(NS00036843);PubChem class - safety and toxic;PubChem:(1551080 96220);PubMed;ZINC bio:(ZINC01690029)	67379266
9	1	N/A	-90.99836303056185	C8H12O6	[M - H]-	PMXFSNUZIUTEFI	InChI=1S/C8H12O6/c9-5(10)7(13)3-1-2-4-8(7,14)6(11)12/h13-14H,1-4H2,(H,9,10)(H,11,12)	1,2-dihydroxycyclohexane-1,2-dicarboxylic acid	C1CCC(C(C1)(C(=O)O)O)(C(=O)O)O	0.100000001	17785649;130831274;131143034	PubChem:(17785649 130831274 131143034)	2
10	1	N/A	-92.11758752951101	C8H12O6	[M - H]-	XDWDUONJACOKNN	InChI=1S/C8H12O6/c9-7(10)5-6(8(11)12)14-4-2-1-3-13-5/h5-6H,1-4H2,(H,9,10)(H,11,12)	null	C1CCOC(C(OC1)C(=O)O)C(=O)O	-0.300000012	123765985	PubChem:(123765985)	2
