"id","foldernumber","Carcinogenicity_predicted","predform","predion","exactMass"
"LimoneneNegative","371","Inactive","C18H30O8","C18H30O8_[M-H]-",374.19406786
"LimoneneNegative","371","Inactive","C18H30O8","C18H30O8_[M-H2O-H]-",374.19406786
"LimoneneNegative","372","Inactive","C12H18O5","C12H18O5_[M-H]-",242.11542364
"LimoneneNegative","373","Active","C20H32O8","C20H32O8_[M-H]-",400.20971792
"LimoneneNegative","374","Inactive","C10H18O3","C10H18O3_[M-H]-",186.1255944
"LimoneneNegative","375","Active","C17H28O7","C17H28O7_[M-H]-",344.18350318
"LimoneneNegative","376","Active","C20H32O8","C20H32O8_[M-H]-",400.20971792
"LimoneneNegative","377","Inactive","C21H36O11","C21H36O11_[M-H]-",464.2257619
"LimoneneNegative","378","Inactive","C9H16O4","C9H16O4_[M-H]-",188.10485896
"LimoneneNegative","379","Inactive","C17H24O8","C17H24O8_[M-H]-",356.14711768
"LimoneneNegative","38","Inactive","C7H12O4","C7H12O4_[M-H]-",160.07355884
"LimoneneNegative","380","Active","C19H28O8","C19H28O8_[M-H]-",384.1784178
"LimoneneNegative","381","Inactive","C20H30O8","C20H30O8_[M-H2O-H]-",398.19406786
"LimoneneNegative","382","Inactive","C19H32O9","C19H32O9_[M-H]-",404.20463254
"LimoneneNegative","383","Active","C17H26O7","C17H26O7_[M-H]-",342.16785312
"LimoneneNegative","383","Inactive","C17H26O7","C17H26O7_[M-H2O-H]-",342.16785312
"LimoneneNegative","384","Inactive","C20H32O8","C20H32O8_[M-H]-",400.20971792
"LimoneneNegative","385","Inactive","C19H34O8","C19H34O8_[M-H]-",390.22536798
"LimoneneNegative","386","Inactive","C21H36O11","C21H36O11_[M-H]-",464.2257619
"LimoneneNegative","387","Active","C18H28O6","C18H28O6_[M-H]-",340.18858856
"LimoneneNegative","388","Active","C20H32O8","C20H32O8_[M-H]-",400.20971792
"LimoneneNegative","389","Active","C18H26O8","C18H26O8_[M-H]-",370.16276774
"LimoneneNegative","39","Inactive","C7H10O5","C7H10O5_[M-H]-",174.0528234
"LimoneneNegative","390","Active","C18H28O6","C18H28O6_[M-H]-",340.18858856
"LimoneneNegative","391","Inactive","C19H32O7","C19H32O7_[M-H]-",372.2148033
"LimoneneNegative","392","Active","C19H32O8","C19H32O8_[M-H]-",388.20971792
"LimoneneNegative","393","Inactive","C19H34O8","C19H34O8_[M-H]-",390.22536798
"LimoneneNegative","394","Active","C17H26O7","C17H26O7_[M-H]-",342.16785312
"LimoneneNegative","395","Inactive","C20H30O10","C20H30O10_[M-H2O-H]-",430.1838971
"LimoneneNegative","396","Inactive","C20H30O8","C20H30O8_[M-H2O-H]-",398.19406786
"LimoneneNegative","397","Active","C20H30O8","C20H30O8_[M-H2O-H]-",398.19406786
"LimoneneNegative","398","Active","C18H26O8","C18H26O8_[M-H]-",370.16276774
"LimoneneNegative","399","Inactive","C21H36O11","C21H36O11_[M-H]-",464.2257619
"LimoneneNegative","4","Inactive","C6H10O5","C6H10O5_[M-H]-",162.0528234
"LimoneneNegative","40","Inactive","C9H14O6","C9H14O6_[M-H]-",218.07903814
"LimoneneNegative","400","Active","C18H26O7","C18H26O7_[M-H2O-H]-",354.16785312
"LimoneneNegative","401","Inactive","C8H8O3","C8H8O3_[M-H2O-H]-",152.0473441
"LimoneneNegative","402","Active","C19H30O6","C19H30O6_[M-H]-",354.20423862
"LimoneneNegative","403","Active","C19H28O7","C19H28O7_[M-H2O-H]-",368.18350318
"LimoneneNegative","404","Inactive","C19H32O9","C19H32O9_[M-H]-",404.20463254
"LimoneneNegative","405","Active","C20H30O7","C20H30O7_[M-H2O-H]-",382.19915324
"LimoneneNegative","406","Active","C11H18O3","C11H18O3_[M-H]-",198.1255944
"LimoneneNegative","407","Active","C19H28O7","C19H28O7_[M-H]-",368.18350318
"LimoneneNegative","408","Active","C20H32O7","C20H32O7_[M-H]-",384.2148033
"LimoneneNegative","409","Active","C20H30O8","C20H30O8_[M-H2O-H]-",398.19406786
"LimoneneNegative","41","Inactive","C10H14O7","C10H14O7_[M-H]-",246.07395276
"LimoneneNegative","410","Active","C18H28O6","C18H28O6_[M-H2O-H]-",340.18858856
"LimoneneNegative","411","Active","C14H22O4","C14H22O4_[M-H]-",254.15180914
"LimoneneNegative","412","Active","C19H32O7","C19H32O7_[M-H]-",372.2148033
"LimoneneNegative","412","Active","C19H32O7","C19H32O7_[M-H2O-H]-",372.2148033
"LimoneneNegative","413","Inactive","C19H35O9P","C19H35O9P_[M-H]-",438.20186963
"LimoneneNegative","414","Inactive","C21H38O10","C21H38O10_[M-H]-",450.24649734
"LimoneneNegative","415","Inactive","C19H28O7","C19H28O7_[M-H2O-H]-",368.18350318
"LimoneneNegative","416","Active","C19H30O6","C19H30O6_[M-H2O-H]-",354.20423862
"LimoneneNegative","417","Active","C19H32O7","C19H32O7_[M-H]-",372.2148033
"LimoneneNegative","418","Active","C19H28O6","C19H28O6_[M-H]-",352.18858856
"LimoneneNegative","418","Active","C19H28O6","C19H28O6_[M-H2O-H]-",352.18858856
"LimoneneNegative","419","Active","C20H32O7","C20H32O7_[M-H]-",384.2148033
"LimoneneNegative","419","Active","C20H32O7","C20H32O7_[M-H2O-H]-",384.2148033
"LimoneneNegative","42","Inactive","C10H18O7","C10H18O7_[M-H]-",250.10525288
"LimoneneNegative","420","Active","C20H35ClO8","C20H35ClO8_[M-H]-",438.20204569
"LimoneneNegative","421","Inactive","C21H36O10","C21H36O10_[M-H]-",448.23084728
"LimoneneNegative","423","Active","C18H28O6","C18H28O6_[M-H2O-H]-",340.18858856
"LimoneneNegative","424","Active","C21H36O7","C21H36O7_[M-H]-",400.24610342
"LimoneneNegative","425","Inactive","C8H14O","C8H14O_[M-H]-",126.10446504
"LimoneneNegative","426","Inactive","C9H14O3","C9H14O3_[M-H]-",170.09429428
"LimoneneNegative","427","Active","C12H14O5","C12H14O5_[M-H]-",238.08412352
"LimoneneNegative","428","Active","C15H24O5","C15H24O5_[M-H]-",284.16237382
"LimoneneNegative","429","Active","C21H36O7","C21H36O7_[M-H]-",400.24610342
"LimoneneNegative","43","Inactive","C7H8O2","C7H8O2_[M-H2O-H]-",124.05242948
"LimoneneNegative","430","Active","C15H24O4","C15H24O4_[M-H]-",268.1674592
"LimoneneNegative","431","Active","C20H35ClO8","C20H35ClO8_[M-H]-",438.20204569
"LimoneneNegative","432","Inactive","C12H23NO3","C12H23NO3_[M-H]-",229.16779355
"LimoneneNegative","433","Inactive","C8H14O","C8H14O_[M-H]-",126.10446504
"LimoneneNegative","434","Inactive","C9H14O3","C9H14O3_[M-H]-",170.09429428
"LimoneneNegative","435","Inactive","C12H14O5","C12H14O5_[M-H]-",238.08412352
"LimoneneNegative","436","Active","C20H30O7","C20H30O7_[M-H2O-H]-",382.19915324
"LimoneneNegative","437","Inactive","C9H16O2","C9H16O2_[M-H]-",156.11502972
"LimoneneNegative","438","Inactive","C10H16O4","C10H16O4_[M-H]-",200.10485896
"LimoneneNegative","438","Inactive","C10H16O4","C10H16O4_[M-H2O-H]-",200.10485896
"LimoneneNegative","439","Inactive","C21H34O10","C21H34O10_[M-H]-",446.21519722
"LimoneneNegative","44","Inactive","C8H10O5","C8H10O5_[M-H2O-H]-",186.0528234
"LimoneneNegative","440","Inactive","C19H28N6O8","C19H28N6O8_[M-H]-",468.1968618
"LimoneneNegative","441","Inactive","C11H20O4","C11H20O4_[M-H]-",216.13615908
"LimoneneNegative","442","Active","C19H30O5","C19H30O5_[M-H]-",338.209324
"LimoneneNegative","443","Active","C19H30O5","C19H30O5_[M-H2O-H]-",338.209324
"LimoneneNegative","444","Active","C20H32O6","C20H32O6_[M-H2O-H]-",368.21988868
"LimoneneNegative","445","Active","C21H36O7","C21H36O7_[M-H]-",400.24610342
"LimoneneNegative","447","Active","C21H36O6","C21H36O6_[M-H]-",384.2511888
"LimoneneNegative","448","Active","C19H28O6","C19H28O6_[M-H2O-H]-",352.18858856
"LimoneneNegative","449","Active","C19H30O6","C19H30O6_[M-H2O-H]-",354.20423862
"LimoneneNegative","45","Inactive","C6H10O4","C6H10O4_[M-H]-",146.05790878
"LimoneneNegative","450","Active","C19H30O7","C19H30O7_[M-H]-",370.19915324
"LimoneneNegative","450","Active","C19H30O7","C19H30O7_[M-H2O-H]-",370.19915324
"LimoneneNegative","451","Inactive","C17H24O6","C17H24O6_[M-H]-",324.15728844
"LimoneneNegative","452","Active","C21H36O6","C21H36O6_[M-H]-",384.2511888
"LimoneneNegative","453","Inactive","C13H25NO3","C13H25NO3_[M-H]-",243.18344361
"LimoneneNegative","454","Active","C18H28O5","C18H28O5_[M-H]-",324.19367394
"LimoneneNegative","455","Active","C21H36O9","C21H36O9_[M-H]-",432.23593266
"LimoneneNegative","456","Active","C20H32O6","C20H32O6_[M-H]-",368.21988868
"LimoneneNegative","457","Active","C18H28O5","C18H28O5_[M-H]-",324.19367394
"LimoneneNegative","458","Active","C17H26O4","C17H26O4_[M-H]-",294.18310926
"LimoneneNegative","46","Inactive","C8H16O5","C8H16O5_[M-H]-",192.09977358
"LimoneneNegative","460","Active","C20H32O6","C20H32O6_[M-H]-",368.21988868
"LimoneneNegative","461","Inactive","C17H24O6","C17H24O6_[M-H]-",324.15728844
"LimoneneNegative","462","Active","C19H30O5","C19H30O5_[M-H]-",338.209324
"LimoneneNegative","465","Inactive","C12H26O3S","C12H26O3S_[M-H]-",250.16026581
"LimoneneNegative","467","Inactive","C12H26O4S","C12H26O4S_[M-H]-",266.15518043
"LimoneneNegative","469","Inactive","C16H26O3S","C16H26O3S_[M-H]-",298.16026581
"LimoneneNegative","47","Inactive","C9H10O5","C9H10O5_[M-H2O-H]-",198.0528234
"LimoneneNegative","471","Inactive","C16H26O3S","C16H26O3S_[M-H]-",298.16026581
"LimoneneNegative","473","Inactive","C14H30O5S","C14H30O5S_[M-H]-",310.18139517
"LimoneneNegative","475","Inactive","C15H30O5S","C15H30O5S_[M-H]-",322.18139517
"LimoneneNegative","476","Inactive","C13H28O4S","C13H28O4S_[M-H]-",280.17083049
"LimoneneNegative","477","Inactive","C12H16N4O23P2","C12H16N4O23P2_[M-H]-",645.96805674
"LimoneneNegative","478","Inactive","C17H28O3S","C17H28O3S_[M-H]-",312.17591587
"LimoneneNegative","48","Inactive","C6H8O4","C6H8O4_[M-H]-",144.04225872
"LimoneneNegative","48","Inactive","C6H8O4","C6H8O4_[M-H2O-H]-",144.04225872
"LimoneneNegative","480","Inactive","C12H24N6O8","C12H24N6O8_[M-H]-",380.16556168
"LimoneneNegative","483","Inactive","C17H28O3S","C17H28O3S_[M-H]-",312.17591587
"LimoneneNegative","484","Inactive","C12H24N6O8","C12H24N6O8_[M-H]-",380.16556168
"LimoneneNegative","485","Active","C16H30O3","C16H30O3_[M-H2O-H]-",270.21949476
"LimoneneNegative","487","Inactive","C16H30O3","C16H30O3_[M-H]-",270.21949476
"LimoneneNegative","489","Inactive","C18H30O3S","C18H30O3S_[M-H]-",326.19156593
"LimoneneNegative","49","Inactive","C6H10O5","C6H10O5_[M-H]-",162.0528234
"LimoneneNegative","490","Inactive","C13H26N6O8","C13H26N6O8_[M-H]-",394.18121174
"LimoneneNegative","491","Inactive","C14H30O4S","C14H30O4S_[M-H]-",294.18648055
"LimoneneNegative","492","Inactive","C16H32O3","C16H32O3_[M-H]-",272.23514482
"LimoneneNegative","493","Active","C17H32O4","C17H32O4_[M-H]-",300.23005944
"LimoneneNegative","494","Inactive","C16H30O3","C16H30O3_[M-H]-",270.21949476
"LimoneneNegative","495","Inactive","C18H30O3S","C18H30O3S_[M-H]-",326.19156593
"LimoneneNegative","496","Inactive","C13H26N6O8","C13H26N6O8_[M-H]-",394.18121174
"LimoneneNegative","498","Inactive","C16H34O5S","C16H34O5S_[M-H]-",338.21269529
"LimoneneNegative","499","Inactive","C16H30O3","C16H30O3_[M-H]-",270.21949476
"LimoneneNegative","5","Inactive","C5H8O4","C5H8O4_[M-H]-",132.04225872
"LimoneneNegative","50","Inactive","C7H12O4","C7H12O4_[M-H]-",160.07355884
"LimoneneNegative","502","Inactive","C18H36O3","C18H36O3_[M-H]-",300.26644494
"LimoneneNegative","51","Inactive","C8H12O6","C8H12O6_[M-H]-",204.06338808
"LimoneneNegative","52","Active","C9H12O7","C9H12O7_[M-H]-",232.0583027
"LimoneneNegative","53","Inactive","C5H8O3","C5H8O3_[M-H]-",116.0473441
"LimoneneNegative","54","Inactive","C7H10O4","C7H10O4_[M-H]-",158.05790878
"LimoneneNegative","55","Inactive","C8H14O5","C8H14O5_[M-H]-",190.08412352
"LimoneneNegative","56","Inactive","C6H8O2","C6H8O2_[M-H2O-H]-",112.05242948
"LimoneneNegative","57","Inactive","C6H10O3","C6H10O3_[M-H]-",130.06299416
"LimoneneNegative","58","Inactive","C6H8O4","C6H8O4_[M-H]-",144.04225872
"LimoneneNegative","59","Inactive","C7H10O5","C7H10O5_[M-H]-",174.0528234
"LimoneneNegative","6","Inactive","C5H8O5","C5H8O5_[M-H]-",148.03717334
"LimoneneNegative","60","Inactive","C8H16O5","C8H16O5_[M-H]-",192.09977358
"LimoneneNegative","61","Inactive","C9H12O6","C9H12O6_[M-H]-",216.06338808
"LimoneneNegative","63","Inactive","C7H10O2","C7H10O2_[M-H]-",126.06807954
"LimoneneNegative","64","Inactive","C7H10O3","C7H10O3_[M-H]-",142.06299416
"LimoneneNegative","65","Inactive","C7H8O4","C7H8O4_[M-H]-",156.04225872
"LimoneneNegative","65","Inactive","C7H8O4","C7H8O4_[M-H2O-H]-",156.04225872
"LimoneneNegative","66","Inactive","C8H10O4","C8H10O4_[M-H2O-H]-",170.05790878
"LimoneneNegative","68","Inactive","C7H12O3","C7H12O3_[M-H]-",144.07864422
"LimoneneNegative","69","Inactive","C8H12O5","C8H12O5_[M-H]-",188.06847346
"LimoneneNegative","7","Inactive","C8H16O6","C8H16O6_[M-H]-",208.0946882
"LimoneneNegative","70","Active","C16H24O10","C16H24O10_[M-H]-",376.13694692
"LimoneneNegative","71","Inactive","C14H18N6O8","C14H18N6O8_[M-H]-",398.1186115
"LimoneneNegative","72","Inactive","C8H10O6","C8H10O6_[M-H]-",202.04773802
"LimoneneNegative","73","Active","C10H12O5","C10H12O5_[M-H2O-H]-",212.06847346
"LimoneneNegative","74","Inactive","C10H16O6","C10H16O6_[M-H]-",232.0946882
"LimoneneNegative","75","Inactive","C5H8O3","C5H8O3_[M-H]-",116.0473441
"LimoneneNegative","76","Inactive","C7H8O2","C7H8O2_[M-H]-",124.05242948
"LimoneneNegative","77","Inactive","C9H12O4","C9H12O4_[M-H2O-H]-",184.07355884
"LimoneneNegative","78","Inactive","C8H12O5","C8H12O5_[M-H]-",188.06847346
"LimoneneNegative","79","Inactive","C9H14O5","C9H14O5_[M-H]-",202.08412352
"LimoneneNegative","8","Inactive","C10H16O7","C10H16O7_[M-H]-",248.08960282
"LimoneneNegative","8","Inactive","C10H16O7","C10H16O7_[M-H2O-H]-",248.08960282
"LimoneneNegative","80","Inactive","C8H10O6","C8H10O6_[M-H]-",202.04773802
"LimoneneNegative","81","Inactive","C9H16O6","C9H16O6_[M-H]-",220.0946882
"LimoneneNegative","82","Inactive","C6H10O2","C6H10O2_[M-H]-",114.06807954
"LimoneneNegative","83","Inactive","C7H10O2","C7H10O2_[M-H]-",126.06807954
"LimoneneNegative","83","Inactive","C7H10O2","C7H10O2_[M-H2O-H]-",126.06807954
"LimoneneNegative","84","Inactive","C8H12O3","C8H12O3_[M-H]-",156.07864422
"LimoneneNegative","85","Inactive","C7H10O5","C7H10O5_[M-H]-",174.0528234
"LimoneneNegative","87","Inactive","C11H18O7","C11H18O7_[M-H]-",262.10525288
"LimoneneNegative","88","Inactive","C9H12O6","C9H12O6_[M-H]-",216.06338808
"LimoneneNegative","89","Inactive","C11H20O7","C11H20O7_[M-H]-",264.12090294
"LimoneneNegative","90","Active","C9H12O5","C9H12O5_[M-H]-",200.06847346
"LimoneneNegative","90","Inactive","C9H12O5","C9H12O5_[M-H2O-H]-",200.06847346
"LimoneneNegative","91","Inactive","C9H14O6","C9H14O6_[M-H]-",218.07903814
"LimoneneNegative","92","Inactive","C9H12O7","C9H12O7_[M-H]-",232.0583027
"LimoneneNegative","93","Inactive","C6H8O2","C6H8O2_[M-H2O-H]-",112.05242948
"LimoneneNegative","94","Inactive","C7H12O4","C7H12O4_[M-H]-",160.07355884
"LimoneneNegative","95","Active","C10H14O5","C10H14O5_[M-H]-",214.08412352
"LimoneneNegative","95","Inactive","C10H14O5","C10H14O5_[M-H2O-H]-",214.08412352
"LimoneneNegative","96","Inactive","C8H12O5","C8H12O5_[M-H]-",188.06847346
"LimoneneNegative","97","Inactive","C7H10O2","C7H10O2_[M-H]-",126.06807954
"LimoneneNegative","98","Inactive","C8H10O4","C8H10O4_[M-H]-",170.05790878
"LimoneneNegative","98","Inactive","C8H10O4","C8H10O4_[M-H2O-H]-",170.05790878
"LimoneneNegative","99","Inactive","C8H16N2O5S","C8H16N2O5S_[M-H]-",252.07799275
