rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.14888637563836304	-28.8861502712453	C7H8O5	[M - H]-	SLWWJZMPHJJOPH	InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,5-6,9-10H,2H2,(H,11,12)	3-dehydro-shikimate	C1C(C(C(=O)C=C1C(=O)O)O)O	-1.39999998	80;439774;5460360;10702367;14215652;92209392;92256081;89338287	SuperNatural:(SN00352536);ZINC bio:(ZINC05157163);additional;MeSH:(439774 5460360);Plantcyc:(3-DEHYDRO-SHIKIMATE);PubMed;COCONUT:(CNP0193726 CNP0230164);KNApSAcK:(19663);Natural Products:(UNPD20315);PubChem:(80 439774 5460360 10702367 14215652 92209392 92256081 89338287);CHEBI:(30918 16630);PubChem class - bio and metabolites;KEGG:(C02637);PubChem class - safety and toxic;YMDB:(390);Training Set;Biocyc:(3-DEHYDRO-SHIKIMATE)	87812470
2	1	N/A	-57.344963168178005	C7H8O5	[M - H]-	XNEFHYFPRJBTJF	InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4,6,8,10H,2H2,(H,11,12)	3,4-dihydroxy-5-oxocyclohexene-1-carboxylic acid	C1C(=CC(C(C1=O)O)O)C(=O)O	-1.70000005	439779;4635868	COCONUT:(CNP0177762 CNP0187248);Natural Products:(UNPD18546);PubChem:(439779 4635868);SuperNatural:(SN00299707 SN00157607 SN00213126);YMDB Mine;EcoCyc Mine;KEGG:(C02652)	51542786306
3	1	N/A	-57.979626999767895	C7H8O5	[M - H]-	BYFBVTPTRHZIIX	InChI=1S/C7H8O5/c1-3(4(2)6(9)10)5(8)7(11)12/h1-2H3,(H,9,10)(H,11,12)	null	CC(=C(C)C(=O)O)C(=O)C(=O)O	0.200000003	87224660	PubChem:(87224660)	2
4	1	N/A	-61.093730185792886	C7H8O5	[M - H]-	ZZPBDDNFTORDLO	InChI=1S/C7H8O5/c1-4(8)2-5(7(11)12)3-6(9)10/h2H,3H2,1H3,(H,9,10)(H,11,12)	null	CC(=O)C=C(CC(=O)O)C(=O)O	-0.800000012	59072993;57874779	PubChem:(59072993 57874779)	2
5	1	N/A	-64.19642240167745	C7H8O5	[M - H]-	ALSZPJNLXVIJNJ	InChI=1S/C7H8O5/c1-4(8)2-5(7(11)12)3-6(9)10/h3,8H,1-2H2,(H,9,10)(H,11,12)	null	C=C(CC(=CC(=O)O)C(=O)O)O	0.100000001	89294410;89798360	PubChem:(89294410 89798360)	2
6	1	N/A	-65.80429509581845	C7H8O5	[M - H]-	VAKFRAZWNDUNDE	InChI=1S/C7H8O5/c1-4(8)2-5(9)3-6(10)7(11)12/h2-3H2,1H3,(H,11,12)	2,4,6-Trioxoheptanoate	CC(=O)CC(=O)CC(=O)C(=O)O	-0.600000024	9543053;9543054	PubChem:(9543053 9543054);PubMed;CHEBI:(36554 19338);Biocyc:(CPD-617);PubChem class - bio and metabolites	16779362
7	1	N/A	-70.67256247115611	C7H8O5	[M - H]-	CRRQVTFMTJGJPR	InChI=1S/C7H8O5/c1-4(7(11)12)5(8)2-3-6(9)10/h2-3,8H,1H3,(H,9,10)(H,11,12)	null	CC(=C(C=CC(=O)O)O)C(=O)O	0.0383409224	""	KEGG Mine	8589934592
8	1	N/A	-71.35523302061029	C7H8O5	[M - H]-	GUDPJVGXMNOZGQ	InChI=1S/C7H8O5/c8-5(1-3-6(9)10)2-4-7(11)12/h1,3H,2,4H2,(H,9,10)(H,11,12)	null	C(CC(=O)O)C(=O)C=CC(=O)O	-0.899999976	12309973;85437873	PubChem:(12309973 85437873);PubMed;KEGG Mine	8589934658
9	1	N/A	-71.5669917898423	C7H8O5	[M - H]-	LLSFWMVXUAVSHL	InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,4,6,8-10H,(H,11,12)	(3R,4S)-3,4,5-trihydroxycyclohexa-1,5-diene-1-carboxylic acid	C1=C(C=C(C(C1O)O)O)C(=O)O	-1.39999998	445904	EcoCyc Mine;PubChem:(445904);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites	60146319362
10	1	N/A	-72.07961437986049	C7H8O5	[M - H]-	VCSVNRRHHZVVTL	InChI=1S/C7H8O5/c1-3(2)4(6(9)10)5(8)7(11)12/h1-2H3,(H,9,10)(H,11,12)	null	CC(=C(C(=O)C(=O)O)C(=O)O)C	0.109416589	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
11	1	N/A	-74.96101008881566	C7H8O5	[M - H]-	LNOBAXWLBYXMAI	InChI=1S/C7H8O5/c1-4(7(11)12)2-5(8)3-6(9)10/h2-3,8H,1H3,(H,9,10)(H,11,12)	null	CC(=CC(=CC(=O)O)O)C(=O)O	0.600000024	130993911;129854919;133620424	PubChem:(130993911 129854919 133620424);KEGG Mine	8589934594
