rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.07055486376808406	-81.90717088881796	C9H12O6	[M - H]-	JEBXNNPMFYXVHS	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-5(8(12)13)6(4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,3-Cyclohexanetricarboxylic acid	C1CC(C(C(C1)C(=O)O)C(=O)O)C(=O)O	-0.100000001	15937112;131439866	PubChem:(15937112 131439866)	2
2	1	N/A	-82.07481246860164	C9H12O6	[M - H]-	FTHDNRBKSLBLDA	InChI=1S/C9H12O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	Cyclohexane-1,3,5-tricarboxylate	C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	349732;4740704;5245474;101386638	PubChem class - safety and toxic;PubChem:(349732 4740704 5245474 101386638);PubMed	67108930
3	1	N/A	-86.170250154216	C9H12O6	[M - H]-	BHGFHDVICVAGJQ	InChI=1S/C9H12O6/c10-6(4-5-8(12)13)2-1-3-7(11)9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)CCC(=O)O)CC(=O)C(=O)O	-1.0	86036616	PubChem:(86036616);PubMed	66
4	1	N/A	-86.62085657984103	C9H12O6	[M - H]-	WSTMKVCIZYFCNZ	InChI=1S/C9H12O6/c1-3-4(7(10)11)2-5(8(12)13)6(3)9(14)15/h3-6H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	3-methylcyclopentane-1,2,4-tricarboxylic acid	CC1C(CC(C1C(=O)O)C(=O)O)C(=O)O	-0.300000012	19427578	PubChem:(19427578)	2
5	1	N/A	-88.20951981517209	C9H12O6	[M - H]-	MOSKDFRIVUCXQN	InChI=1S/C9H12O6/c10-6(2-1-3-8(12)13)4-7(11)5-9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)CC(=O)CC(=O)O)CC(=O)O	-0.699999988	87603170	PubChem:(87603170)	2
6	1	N/A	-89.08587290629134	C9H12O6	[M - H]-	WTNDADANUZETTI	InChI=1S/C9H12O6/c10-7(11)4-1-2-5(8(12)13)6(3-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,4-Cyclohexanetricarboxylic acid	C1CC(C(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	10900038;12616203;12616204;11020285;11344952;54448897;93978751	PubChem:(10900038 12616203 12616204 11020285 11344952 54448897 93978751);PubChem class - safety and toxic	67108866
7	1	N/A	-89.85604935546853	C9H12O6	[M - H]-	XTAPYOSLAGFBJO	InChI=1S/C9H12O6/c1-7(4(10)11)8(2,5(12)13)9(7,3)6(14)15/h1-3H3,(H,10,11)(H,12,13)(H,14,15)	null	CC1(C(C1(C)C(=O)O)(C)C(=O)O)C(=O)O	-0.300000012	129972186	PubChem:(129972186)	2
8	1	N/A	-89.9229445010906	C9H12O6	[M - H]-	XFYJUUAYBAROCG	InChI=1S/C9H12O6/c10-6(1-3-8(12)13)5-7(11)2-4-9(14)15/h1-5H2,(H,12,13)(H,14,15)	4,6-dioxononanedioic acid	C(CC(=O)O)C(=O)CC(=O)CCC(=O)O	-1.29999995	59648926	PubChem:(59648926)	2
9	1	N/A	-90.33318787723144	C9H12O6	[M - H]-	PEEHVBBZEAEYOI	InChI=1S/C9H12O6/c10-6(4-8(12)13)2-1-3-7(11)5-9(14)15/h1-5H2,(H,12,13)(H,14,15)	3,7-dioxononanedioic acid	C(CC(=O)CC(=O)O)CC(=O)CC(=O)O	-0.699999988	20074517	PubChem:(20074517)	2
10	1	N/A	-95.00646340381098	C9H12O6	[M - H]-	VTKMMIMBEJFRMB	InChI=1S/C9H12O6/c1-5(8(12)13)6(9(14)15)3-2-4-7(10)11/h2-4H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CC(=C(CCCC(=O)O)C(=O)O)C(=O)O	0.392859459	""	KEGG Mine	8589934592
