rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.10793239808190816	-115.270016020277	C8H14O	[M - H]-	JJMDTERTPNYIGZ	InChI=1S/C8H14O/c9-7-6-8-4-2-1-3-5-8/h7-8H,1-6H2	Aldehydes, C4	C1CCC(CC1)CC=O	2.4000001	316627;10844402;25240824	PubChem:(316627 10844402 25240824);PubMed	66
2	1	N/A	-129.78288746240406	C8H14O	[M - H]-	SSMWYPGBAIQQOU	InChI=1S/C8H14O/c9-7-2-1-4-8-5-3-6-8/h7-8H,1-6H2	null	C1CC(C1)CCCC=O	2.20000005	54097721	PubChem:(54097721)	2
3	1	N/A	-133.11755294825647	C8H14O	[M - H]-	NTFYLMGNVQMHMD	InChI=1S/C8H14O/c1-2-7(5-6-9)8-3-4-8/h6-8H,2-5H2,1H3	null	CCC(CC=O)C1CC1	2.0999999	83826183	PubChem:(83826183)	2
4	1	N/A	-134.22868149640914	C8H14O	[M - H]-	FRYKIPDMAMKMDF	InChI=1S/C8H14O/c9-7-3-1-2-4-8-5-6-8/h7-8H,1-6H2	null	C1CC1CCCCC=O	2.20000005	85680905	PubChem:(85680905)	2
5	1	N/A	-142.22027653343497	C8H14O	[M - H]-	UWAOHFMOWBQIJH	InChI=1S/C8H14O/c9-7-3-6-8-4-1-2-5-8/h7-8H,1-6H2	Aldehydes, 4	C1CCC(C1)CCC=O	2.20000005	11083898	PubChem:(11083898);PubMed	66
6	1	N/A	-142.9716345987107	C8H14O	[M - H]-	KVNBGNGISDIZRP	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2-3,8H,4-7H2,1H3	6-Octenal	CC=CCCCCC=O	1.89999998	62220;5283328;21158617	NORMAN:(NS00056232);COCONUT:(CNP0181844);HMDB:(39769);PubChem class - food;PubChem:(62220 5283328 21158617);PubChem class - bio and metabolites;PubMed	153354314
7	1	N/A	-144.13346021699704	C8H14O	[M - H]-	ZSBOAPDBIFBMKF	InChI=1S/C8H14O/c1-2-7-5-8(6-7)3-4-9/h4,7-8H,2-3,5-6H2,1H3	null	CCC1CC(C1)CC=O	2.0999999	84078323	PubChem:(84078323)	2
8	1	N/A	-146.4817060740018	C8H14O	[M - H]-	KQPILNRTJUWQMO	InChI=1S/C8H14O/c1-2-3-4-7-5-8(7)6-9/h6-8H,2-5H2,1H3	null	CCCCC1CC1C=O	2.20000005	14225653;130997731	PubChem:(14225653 130997731)	2
9	1	N/A	-147.46205404596247	C8H14O	[M - H]-	JLYCAJAUKUFPEB	InChI=1S/C8H14O/c1-2-3-4-7-5-8(9)6-7/h7H,2-6H2,1H3	null	CCCCC1CC(=O)C1	2.0999999	10057514	PubChem:(10057514)	2
10	1	N/A	-148.15939442548887	C8H14O	[M - H]-	WKYYYUWKFPFVEY	InChI=1S/C8H14O/c1-2-7-5-3-4-6-8(7)9/h7H,2-6H2,1H3	2-Ethyl-cyclohexanone	CCC1CCCCC1=O	1.89999998	20474;6993418;6999866	COCONUT:(CNP0225469);PubChem:(20474 6993418 6999866);PubMed;ZINC bio:(ZINC01640033 ZINC02037845)	2105410
11	1	N/A	-148.95848322723853	C8H14O	[M - H]-	ZUSUVEKHEZURSD	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h3-4,8H,2,5-7H2,1H3	5-octenal	CCC=CCCCC=O	1.79999995	61992;5283327;6435869	COCONUT:(CNP0002614);HMDB:(39770);PubChem class - food;PubChem:(61992 5283327 6435869);CHEBI:(142079);PubChem class - bio and metabolites;PubChem class - safety and toxic	220201002
12	1	N/A	-148.95931328014638	C8H14O	[M - H]-	IEVRHAUJJJBXFH	InChI=1S/C8H14O/c1-2-7-4-3-5-8(9)6-7/h7H,2-6H2,1H3	3-Ethylcyclohexanone	CCC1CCCC(=O)C1	1.89999998	228300;9793762;10942424	PubChem:(228300 9793762 10942424);PubMed	66
13	1	N/A	-149.3944869036712	C8H14O	[M - H]-	FQLRBJBMNXWAJX	InChI=1S/C8H14O/c1-2-3-7-6-8(7)4-5-9/h5,7-8H,2-4,6H2,1H3	null	CCCC1CC1CC=O	2.0999999	88835030	PubChem:(88835030)	2
14	1	N/A	-151.90459437810964	C8H14O	[M - H]-	SXPBWEHRPNCGKX	InChI=1S/C8H14O/c1-7(4-5-9)6-8-2-3-8/h5,7-8H,2-4,6H2,1H3	null	CC(CC=O)CC1CC1	2.0999999	126716529	PubChem:(126716529)	2
15	1	N/A	-152.31935365720523	C8H14O	[M - H]-	NXKMMWGHYIZNSK	InChI=1S/C8H14O/c9-7-6-8-4-2-1-3-5-8/h2,4,8-9H,1,3,5-7H2	2-Cyclohexene-1-ethanol	C1CC=CC(C1)CCO	1.89999998	12734637;11116070;93341085	PubChem:(12734637 11116070 93341085)	2
16	1	N/A	-152.73701459164212	C8H14O	[M - H]-	STMMZXSFWVMHSA	InChI=1S/C8H14O/c9-7-6-8-4-2-1-3-5-8/h6,9H,1-5,7H2	2-Cyclohexylideneethanol	C1CCC(=CCO)CC1	1.60000002	70271	NORMAN:(NS00039543);PubChem class - safety and toxic;PubChem:(70271)	67371010
17	1	N/A	-153.6297191654459	C8H14O	[M - H]-	LIINGNMKNRSOGW	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2,8H,1,3-7H2	7-octenal	C=CCCCCCC=O	2.20000005	88947	NORMAN:(NS00026904);COCONUT:(CNP0184185);Natural Products:(UNPD109972);PubChem:(88947);SuperNatural:(SN00343904);ZINC bio:(ZINC05193229);PubChem class - safety and toxic;KEGG Mine	8660492290
18	1	N/A	-153.7734794070825	C8H14O	[M - H]-	ICPZCFJMCZRIPY	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h4-5,8H,2-3,6-7H2,1H3	4-octenal	CCCC=CCCC=O	2.0	33001;5283326;14057672	PubChem:(33001 5283326 14057672);NORMAN:(NS00057362)	262146
19	1	N/A	-153.83150413915106	C8H14O	[M - H]-	FCNUJZQPNSCIBN	InChI=1S/C8H14O/c1-3-5-8(4-2)6-7-9/h3,6,9H,1,4-5,7H2,2H3	null	CCC(=CCO)CC=C	2.20000005	91210960	PubChem:(91210960)	2
20	1	N/A	-153.94380298737434	C8H14O	[M - H]-	IYVGOEXAIUDGNV	InChI=1S/C8H14O/c1-7(3-2-6-9)8-4-5-8/h6-8H,2-5H2,1H3	null	CC(CCC=O)C1CC1	1.89999998	83904804	PubChem:(83904804)	2
21	1	N/A	-153.9664970195889	C8H14O	[M - H]-	AAQNBBUSRZYARG	InChI=1S/C8H14O/c9-5-8(6-1-2-6)7-3-4-7/h6-9H,1-5H2	null	C1CC1C(CO)C2CC2	2.0	10701842	PubChem:(10701842)	2
22	1	N/A	-154.01871210255493	C8H14O	[M - H]-	YHYGSIBXYYKYFB	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2,6-7,9H,1,3-5,8H2	2,7-Octadienol	C=CCCCC=CCO	2.0	32012;5365650;11804764;101805875	PubChem:(32012 5365650 11804764 101805875);PubChem class - safety and toxic	67108866
23	1	N/A	-154.09830760398782	C8H14O	[M - H]-	SGXJZGBPNNHIRX	InChI=1S/C8H14O/c1-2-7-6-8(7)4-3-5-9/h5,7-8H,2-4,6H2,1H3	3-(2-ethylcyclopropyl)propanal	CCC1CC1CCC=O	1.89999998	20579751;59055580	PubChem:(20579751 59055580)	2
24	1	N/A	-156.09478117320845	C8H14O	[M - H]-	WDWAUVJQFVTKEW	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h5-6,8H,2-4,7H2,1H3	3-octenal	CCCCC=CCC=O	2.20000005	33000;5283325;13774146	COCONUT:(CNP0207183);EcoCyc Mine;PubChem:(33000 5283325 13774146)	17181966338
