rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09578029407581347	-72.78347946508295	C10H16O6	[M - H2O - H]-	LEJONDPNCGKOBF	InChI=1S/C10H16O6/c11-8(12)4-1-7(2-5-9(13)14)3-6-10(15)16/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	Heptanedioic acid, 4-(2-carboxyethyl)-	C(CC(=O)O)C(CCC(=O)O)CCC(=O)O	0.0	17777264	PubChem:(17777264)	2
2	1	N/A	-79.63919293234905	C10H16O6	[M - H2O - H]-	PXZYRZNAEBQICB	InChI=1S/C10H16O6/c11-8(12)4-2-1-3-7-16-10(15)6-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCC(=O)O)CCOC(=O)CCC(=O)O	0.100000001	88795859	PubChem:(88795859)	2
3	1	N/A	-84.79476957324307	C10H16O6	[M - H2O - H]-	AWZZUJWQYRJXNV	InChI=1S/C10H16O6/c11-8(12)4-1-2-7-16-10(15)6-3-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCOC(=O)CCCC(=O)O)CC(=O)O	0.100000001	129849925	PubChem:(129849925)	2
4	1	N/A	-86.2041739793073	C10H16O6	[M - H2O - H]-	MXBPXIVHGXRDQS	InChI=1S/C10H16O6/c11-8(12)4-2-1-3-7(10(15)16)5-6-9(13)14/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	null	C(CCC(=O)O)CC(CCC(=O)O)C(=O)O	0.400000006	54095921	PubChem:(54095921)	2
5	1	N/A	-87.7380822006732	C10H16O6	[M - H2O - H]-	PKSYFIWRUMUMID	InChI=1S/C10H16O6/c11-8(12)4-1-2-6-10(15)16-7-3-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCC(=O)OCCCC(=O)O)CC(=O)O	0.100000001	129849922	PubChem:(129849922)	2
6	1	N/A	-93.08083392033235	C10H16O6	[M - H2O - H]-	WRDTVZOWXHNOCZ	InChI=1S/C10H16O6/c11-8(12)5-3-1-2-4-7(10(15)16)6-9(13)14/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	null	C(CCC(CC(=O)O)C(=O)O)CCC(=O)O	0.600000024	86256210	PubChem:(86256210)	2
7	1	N/A	-93.88332097357754	C10H16O6	[M - H2O - H]-	XALLHILJDZSTRH	InChI=1S/C10H16O6/c1-2-10(9(15)16,5-3-7(11)12)6-4-8(13)14/h2-6H2,1H3,(H,11,12)(H,13,14)(H,15,16)	3-ethylpentane-1,3,5-tricarboxylic acid	CCC(CCC(=O)O)(CCC(=O)O)C(=O)O	0.200000003	19828894	PubChem:(19828894)	2
8	1	N/A	-97.70165302659161	C10H16O6	[M - H2O - H]-	NWPUKZCWXXZUDY	InChI=1S/C10H16O6/c11-7(3-5-9(13)14)1-2-8(12)4-6-10(15)16/h7,11H,1-6H2,(H,13,14)(H,15,16)	null	C(CC(=O)CCC(=O)O)C(CCC(=O)O)O	-1.10000002	87073437	PubChem:(87073437)	2
9	1	N/A	-104.4441238987379	C10H16O6	[M - H2O - H]-	JFCLAMXOOIKKIA	InChI=1S/C10H16O6/c11-8(12)5-1-3-7(10(15)16)4-2-6-9(13)14/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	null	C(CC(CCCC(=O)O)C(=O)O)CC(=O)O	0.200000003	53952041	PubChem:(53952041)	2
10	1	N/A	-112.21747056128449	C10H16O6	[M - H2O - H]-	SIVLWHYFHCXVQZ	InChI=1S/C10H16O6/c1-8(11)15-6-3-5-10(14)16-7-2-4-9(12)13/h2-7H2,1H3,(H,12,13)	null	CC(=O)OCCCC(=O)OCCCC(=O)O	0.200000003	87574002	PubChem:(87574002)	2
11	1	N/A	-113.94625231278887	C10H16O6	[M - H2O - H]-	WPKODZMMPYVULZ	InChI=1S/C10H16O6/c1-2-3-4-5-10(8(13)14,9(15)16)6-7(11)12/h2-6H2,1H3,(H,11,12)(H,13,14)(H,15,16)	null	CCCCCC(CC(=O)O)(C(=O)O)C(=O)O	1.39999998	129711020	PubChem:(129711020)	2
12	1	N/A	-115.54702132770014	C10H16O6	[M - H2O - H]-	RQIMEUUYGCSREQ	InChI=1S/C10H16O6/c1-6(2-3-8(11)12)4-7(10(15)16)5-9(13)14/h6-7H,2-5H2,1H3,(H,11,12)(H,13,14)(H,15,16)	4-methylhexane-1,2,6-tricarboxylic acid	CC(CCC(=O)O)CC(CC(=O)O)C(=O)O	0.300000012	21431898	PubChem:(21431898)	2
13	1	N/A	-117.46423229100928	C10H16O6	[M - H2O - H]-	JBKNYNOQTQKWIJ	InChI=1S/C10H16O6/c1-9(2,3)6(11)4-10(16,8(14)15)5-7(12)13/h16H,4-5H2,1-3H3,(H,12,13)(H,14,15)	null	CC(C)(C)C(=O)CC(CC(=O)O)(C(=O)O)O	-0.5	139366269	PubChem:(139366269)	2
14	1	N/A	-118.00572527278447	C10H16O6	[M - H2O - H]-	ZMZQZDNUDWPSGW	InChI=1S/C10H16O6/c1-10(16,5-4-9(14)15)6-7(11)2-3-8(12)13/h16H,2-6H2,1H3,(H,12,13)(H,14,15)	null	CC(CCC(=O)O)(CC(=O)CCC(=O)O)O	-1.29999995	122437134	PubChem:(122437134)	2
15	1	N/A	-118.541558129815	C10H16O6	[M - H2O - H]-	TYCNWEZHJMAARN	InChI=1S/C10H16O6/c1-2-3-6(9(13)14)4-7(10(15)16)5-8(11)12/h6-7H,2-5H2,1H3,(H,11,12)(H,13,14)(H,15,16)	heptane-1,2,4-tricarboxylic acid	CCCC(CC(CC(=O)O)C(=O)O)C(=O)O	0.600000024	19091968	PubChem:(19091968)	2
16	1	N/A	-120.59429206722025	C10H16O6	[M - H2O - H]-	XJZZUYKYVYGJAO	InChI=1S/C10H16O6/c11-7(12)3-6-10(15,16)9(8(13)14)4-1-2-5-9/h15-16H,1-6H2,(H,11,12)(H,13,14)	null	C1CCC(C1)(C(=O)O)C(CCC(=O)O)(O)O	-0.400000006	66910316	PubChem:(66910316)	2
17	1	N/A	-120.67566307596041	C10H16O6	[M - H2O - H]-	BYFHHXMGYBFPMM	InChI=1S/C10H16O6/c11-5-9(7(13)14)1-2-10(6-12,4-3-9)8(15)16/h11-12H,1-6H2,(H,13,14)(H,15,16)	1,4-bis(hydroxymethyl)cyclohexane-1,4-dicarboxylic acid	C1CC(CCC1(CO)C(=O)O)(CO)C(=O)O	-1.20000005	22221776	PubChem:(22221776)	2
18	1	N/A	-121.52327611496527	C10H16O6	[M - H2O - H]-	OELGHLOSOLNTBT	InChI=1S/C10H16O6/c1-7(11)16-8(6-10(14)15)4-2-3-5-9(12)13/h8H,2-6H2,1H3,(H,12,13)(H,14,15)	null	CC(=O)OC(CCCCC(=O)O)CC(=O)O	0.200000003	101671943	PubChem:(101671943)	2
19	1	N/A	-122.45498057881801	C10H16O6	[M - H2O - H]-	SRXBEKYXSVLAPC	InChI=1S/C10H16O6/c1-10(2,5-8(13)14)6(9(15)16)3-4-7(11)12/h6H,3-5H2,1-2H3,(H,11,12)(H,13,14)(H,15,16)	Maybridge1_002447	CC(C)(CC(=O)O)C(CCC(=O)O)C(=O)O	0.300000012	2802949;7003937;7003938;7003939;7003940	PubChem:(2802949 7003937 7003938 7003939 7003940);PubMed	66
20	1	N/A	-122.55556275600861	C10H16O6	[M - H2O - H]-	AHFQUFOWFGHBMM	InChI=1S/C10H16O6/c1-7(2)9(15,5(11)12)8(3,4)10(7,16)6(13)14/h15-16H,1-4H3,(H,11,12)(H,13,14)	null	CC1(C(C(C1(C(=O)O)O)(C)C)(C(=O)O)O)C	-0.100000001	69302543	PubChem:(69302543)	2
