rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.10844557862904614	-23.89597600112392	C9H12O6	[M - H2O - H]-	WTNDADANUZETTI	InChI=1S/C9H12O6/c10-7(11)4-1-2-5(8(12)13)6(3-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,4-Cyclohexanetricarboxylic acid	C1CC(C(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	10900038;12616203;12616204;11020285;11344952;54448897;93978751	PubChem:(10900038 12616203 12616204 11020285 11344952 54448897 93978751);PubChem class - safety and toxic	67108866
2	1	N/A	-29.28019048098499	C9H12O6	[M - H2O - H]-	FTHDNRBKSLBLDA	InChI=1S/C9H12O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	Cyclohexane-1,3,5-tricarboxylate	C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	349732;4740704;5245474;101386638	PubChem class - safety and toxic;PubChem:(349732 4740704 5245474 101386638);PubMed	67108930
3	1	N/A	-38.402746341568964	C9H12O6	[M - H2O - H]-	JEBXNNPMFYXVHS	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-5(8(12)13)6(4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,3-Cyclohexanetricarboxylic acid	C1CC(C(C(C1)C(=O)O)C(=O)O)C(=O)O	-0.100000001	15937112;131439866	PubChem:(15937112 131439866)	2
4	1	N/A	-65.17703299399753	C9H12O6	[M - H2O - H]-	COXCAIMNKVAQRT	InChI=1S/C9H12O6/c1-3-2-4(7(10)11)6(9(14)15)5(3)8(12)13/h3-6H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CC1CC(C(C1C(=O)O)C(=O)O)C(=O)O	-0.300000012	89746654	PubChem:(89746654)	2
5	1	N/A	-67.33657673170448	C9H12O6	[M - H2O - H]-	WSTMKVCIZYFCNZ	InChI=1S/C9H12O6/c1-3-4(7(10)11)2-5(8(12)13)6(3)9(14)15/h3-6H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	3-methylcyclopentane-1,2,4-tricarboxylic acid	CC1C(CC(C1C(=O)O)C(=O)O)C(=O)O	-0.300000012	19427578	PubChem:(19427578)	2
6	1	N/A	-88.60261494172606	C9H12O6	[M - H2O - H]-	QXNBRVSCJRXXQT	InChI=1S/C9H12O6/c10-6(11)3-5(4-1-2-4)7(8(12)13)9(14)15/h4-5,7H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	2-cyclopropylpropane-1,1,3-tricarboxylic acid	C1CC1C(CC(=O)O)C(C(=O)O)C(=O)O	0.400000006	19753580	PubChem:(19753580)	2
7	1	N/A	-92.71445107898475	C9H12O6	[M - H2O - H]-	GTAYDGUIGJXEGB	InChI=1S/C9H12O6/c10-5-3-1-2-4-6(8(12)13)7(11)9(14)15/h6-7,10-11H,1-2,4H2,(H,12,13)(H,14,15)	null	C(CC#CO)CC(C(C(=O)O)O)C(=O)O	0.0799733177	""	KEGG Mine	8589934592
8	1	N/A	-96.08800426764394	C9H12O6	[M - H2O - H]-	XFYJUUAYBAROCG	InChI=1S/C9H12O6/c10-6(1-3-8(12)13)5-7(11)2-4-9(14)15/h1-5H2,(H,12,13)(H,14,15)	4,6-dioxononanedioic acid	C(CC(=O)O)C(=O)CC(=O)CCC(=O)O	-1.29999995	59648926	PubChem:(59648926)	2
9	1	N/A	-107.33889510040906	C9H12O6	[M - H2O - H]-	OTHLSZNDNYJOEG	InChI=1S/C9H12O6/c10-6-2-1-3(7(6)11)5(9(14)15)4(2)8(12)13/h2-7,10-11H,1H2,(H,12,13)(H,14,15)	null	C1C2C(C(C1C(C2O)O)C(=O)O)C(=O)O	-1.5	131854187	PubChem:(131854187)	2
10	1	N/A	-108.09975879134767	C9H12O6	[M - H2O - H]-	CZZHUWSYXHCJBJ	InChI=1S/C9H12O6/c10-6(11)5-2-1-3-9(4-5,7(12)13)8(14)15/h5H,1-4H2,(H,10,11)(H,12,13)(H,14,15)	cyclohexane-1,1,3-tricarboxylic acid	C1CC(CC(C1)(C(=O)O)C(=O)O)C(=O)O	0.300000012	22107583;129384495;129384496	PubChem:(22107583 129384495 129384496)	2
11	1	N/A	-108.6062019791993	C9H12O6	[M - H2O - H]-	FNTTXRTXNVMXRL	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-6(9(14)15)5-8(12)13/h2,4,6H,1,3,5H2,(H,10,11)(H,12,13)(H,14,15)	null	C(CC(CC(=O)O)C(=O)O)C=CC(=O)O	-0.100000001	87251981	PubChem:(87251981)	2
12	1	N/A	-109.20813221513595	C9H12O6	[M - H2O - H]-	BHGFHDVICVAGJQ	InChI=1S/C9H12O6/c10-6(4-5-8(12)13)2-1-3-7(11)9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)CCC(=O)O)CC(=O)C(=O)O	-1.0	86036616	PubChem:(86036616);PubMed	66
13	1	N/A	-111.61658370656532	C9H12O6	[M - H2O - H]-	MNUSMUGFHGAOIW	InChI=1S/C9H12O6/c10-6(11)5-3-1-2-4-9(5,7(12)13)8(14)15/h5H,1-4H2,(H,10,11)(H,12,13)(H,14,15)	Cyclohexanetricarboxylic acid	C1CCC(C(C1)C(=O)O)(C(=O)O)C(=O)O	0.400000006	21896239	PubChem:(21896239);PubMed	66
14	1	N/A	-111.83956632816923	C9H12O6	[M - H2O - H]-	MOXMVVYDPNFGLH	InChI=1S/C9H12O6/c1-4(6(10)11)9(8(14)15)2-5(3-9)7(12)13/h4-5H,2-3H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CC(C(=O)O)C1(CC(C1)C(=O)O)C(=O)O	-0.300000012	117768664	PubChem:(117768664)	2
15	1	N/A	-112.5275176667781	C9H12O6	[M - H2O - H]-	SNYXEWWMTOKWFZ	InChI=1S/C9H12O6/c1-5(8(12)13)6(9(14)15)3-2-4-7(10)11/h6H,1-4H2,(H,10,11)(H,12,13)(H,14,15)	null	C=C(C(CCCC(=O)O)C(=O)O)C(=O)O	0.100000001	23786336	PubChem:(23786336)	2
16	1	N/A	-113.58708746512107	C9H12O6	[M - H2O - H]-	UKLQBUXAIRYRQT	InChI=1S/C9H12O6/c1-2-3-5(8(12)13)6(9(14)15)4-7(10)11/h2-4H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CCCC(=C(CC(=O)O)C(=O)O)C(=O)O	0.400000006	58544302	PubChem:(58544302)	2
17	1	N/A	-113.79525336510106	C9H12O6	[M - H2O - H]-	XVSRLSXOJQNESZ	InChI=1S/C9H12O6/c1-15-9(14)6-3-4(7(10)11)2-5(6)8(12)13/h4-6H,2-3H2,1H3,(H,10,11)(H,12,13)	null	COC(=O)C1CC(CC1C(=O)O)C(=O)O	-0.400000006	139317393	PubChem:(139317393)	2
18	1	N/A	-113.82568447942977	C9H12O6	[M - H2O - H]-	GEDXQKNRMQPOTE	InChI=1S/C9H12O6/c1-5(10)6(4-9(14)15)7(11)2-3-8(12)13/h6H,2-4H2,1H3,(H,12,13)(H,14,15)	null	CC(=O)C(CC(=O)O)C(=O)CCC(=O)O	-1.20000005	53833597	PubChem:(53833597)	2
19	1	N/A	-114.71060433074707	C9H12O6	[M - H2O - H]-	IOCFOPPKMMYEBK	InChI=1S/C9H12O6/c10-7(11)5-3-1-2-4-6(8(12)13)9(14)15/h3,5-6H,1-2,4H2,(H,10,11)(H,12,13)(H,14,15)	null	C(CC=CC(=O)O)CC(C(=O)O)C(=O)O	0.699999988	91578867	PubChem:(91578867);PubMed	66
20	1	N/A	-115.26319725250303	C9H12O6	[M - H2O - H]-	BYASUSVUBRBYJD	InChI=1S/C9H12O6/c10-6(11)5-1-3-9(4-2-5,7(12)13)8(14)15/h5H,1-4H2,(H,10,11)(H,12,13)(H,14,15)	cyclohexane-1,1,4-tricarboxylic acid	C1CC(CCC1C(=O)O)(C(=O)O)C(=O)O	0.100000001	18793553	PubChem:(18793553)	2
21	1	N/A	-115.58789169725084	C9H12O6	[M - H2O - H]-	HZCDXJOPMCUIDB	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-6(9(14)15)5-8(12)13/h3H,1-2,4-5H2,(H,10,11)(H,12,13)(H,14,15)	null	C(CC=C(CC(=O)O)C(=O)O)CC(=O)O	0.206155539	""	KEGG Mine	8589934592
22	1	N/A	-117.058767860731	C9H12O6	[M - H2O - H]-	PEEHVBBZEAEYOI	InChI=1S/C9H12O6/c10-6(4-8(12)13)2-1-3-7(11)5-9(14)15/h1-5H2,(H,12,13)(H,14,15)	3,7-dioxononanedioic acid	C(CC(=O)CC(=O)O)CC(=O)CC(=O)O	-0.699999988	20074517	PubChem:(20074517)	2
23	1	N/A	-119.29546340628221	C9H12O6	[M - H2O - H]-	MOSKDFRIVUCXQN	InChI=1S/C9H12O6/c10-6(2-1-3-8(12)13)4-7(11)5-9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)CC(=O)CC(=O)O)CC(=O)O	-0.699999988	87603170	PubChem:(87603170)	2
24	1	N/A	-119.78787038678547	C9H12O6	[M - H2O - H]-	HVVSJTJDYZGFHB	InChI=1S/C9H12O6/c1-9(8(14)15)4(6(10)11)2-3-5(9)7(12)13/h4-5H,2-3H2,1H3,(H,10,11)(H,12,13)(H,14,15)	2-methylcyclopentane-1,2,3-tricarboxylic acid	CC1(C(CCC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	19427580	PubChem:(19427580)	2
