rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.13726625495412184	-83.98596870191773	C9H14O6	[M - H]-	FWOMLGVRVSLROK	InChI=1S/C9H14O6/c1-8(2)6(12)5(11)4(10)3-9(8,15)7(13)14/h4-5,10-11,15H,3H2,1-2H3,(H,13,14)	null	CC1(C(=O)C(C(CC1(C(=O)O)O)O)O)C	-1.39999998	91663999	PubChem:(91663999);PubChem class - bio and metabolites	16777218
2	1	N/A	-91.98033422494387	C9H14O6	[M - H]-	OPYXMIDJWBEWOF	InChI=1S/C9H14O6/c1-2-14-8(12)3-4-9(13)15-6-5-7(10)11/h2-6H2,1H3,(H,10,11)	null	CCOC(=O)CCC(=O)OCCC(=O)O	0.301168144	57172059	PubChem:(57172059)	2
3	1	N/A	-102.38164666015867	C9H14O6	[M - H]-	QSFKNFDTQMEYLV	InChI=1S/C9H14O6/c10-7(11)3-1-2-6-15-9(14)5-4-8(12)13/h1-6H2,(H,10,11)(H,12,13)	null	C(CCOC(=O)CCC(=O)O)CC(=O)O	-0.200000003	57306259	PubChem:(57306259)	2
4	1	N/A	-102.61014572447863	C9H14O6	[M - H]-	YMBIBZZPJQMLTA	InChI=1S/C9H14O6/c10-6-2-1-5(8(13)14)3-9(6,15)4-7(11)12/h5-6,10,15H,1-4H2,(H,11,12)(H,13,14)	null	C1CC(C(CC1C(=O)O)(CC(=O)O)O)O	-0.711902797	""	KEGG Mine	8589934592
5	1	N/A	-102.69639947876166	C9H14O6	[M - H]-	YBTUSOMZKNJZQK	InChI=1S/C9H14O6/c1-13-7(10)3-4-9(12)15-6-5-8(11)14-2/h3-6H2,1-2H3	null	COC(=O)CCC(=O)OCCC(=O)OC	-0.300000012	131843942	PubChem:(131843942)	2
6	1	N/A	-105.19211861295344	C9H14O6	[M - H]-	KGYDNUDPRXRHSR	InChI=1S/C9H14O6/c1-3-5(8(12)13)6(9(14)15)4(2)7(10)11/h4-6H,3H2,1-2H3,(H,10,11)(H,12,13)(H,14,15)	null	CCC(C(C(C)C(=O)O)C(=O)O)C(=O)O	0.300000012	57736112;89194620	PubChem:(57736112 89194620)	2
7	1	N/A	-106.20153783263	C9H14O6	[M - H]-	BGYZUHFNEBFJQQ	InChI=1S/C9H14O6/c1-2-5(8(12)13)6(9(14)15)3-4-7(10)11/h5-6H,2-4H2,1H3,(H,10,11)(H,12,13)(H,14,15)	hexane-1,3,4-tricarboxylic acid	CCC(C(CCC(=O)O)C(=O)O)C(=O)O	0.0	17864305	PubChem:(17864305);KEGG Mine	8589934594
8	1	N/A	-106.27691502081468	C9H14O6	[M - H]-	DBJCAZPRELENEO	InChI=1S/C9H14O6/c1-2-3-5(11)7(13)9(15)8(14)6(12)4-10/h1,4-9,11-15H,3H2	null	C#CCC(C(C(C(C(C=O)O)O)O)O)O	-2.79999995	90239143	PubChem:(90239143)	2
9	1	N/A	-108.22994835441683	C9H14O6	[M - H]-	YSARBTHSZMNCIB	InChI=1S/C9H14O6/c10-7(11)3-1-2-6(9(14)15)4-5-8(12)13/h6H,1-5H2,(H,10,11)(H,12,13)(H,14,15)	1,3,6-Hexanetricarboxylic acid	C(CC(CCC(=O)O)C(=O)O)CC(=O)O	-0.200000003	14795114;92522813;92522814	PubChem:(14795114 92522813 92522814);PubMed	66
10	1	N/A	-111.020763059306	C9H14O6	[M - H]-	CYYKNXGBUPVFHG	InChI=1S/C9H14O6/c1-3-6(9(14)15)4(8(12)13)2-5(10)7(3)11/h3-7,10-11H,2H2,1H3,(H,12,13)(H,14,15)	1,2-Cyclohexanedicarboxylic acid, 4,5-dihydroxy-3-methyl-	CC1C(C(CC(C1O)O)C(=O)O)C(=O)O	-1.0	14984851	PubChem:(14984851)	2
