rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.13182262485196047	-170.2598677390233	C13H18O8	[M - H2O - H]-	TZGAWTIKXDZJCC	InChI=1S/C13H18O8/c14-5-9-10(16)11(17)12(18)13(21-9)20-8-3-1-7(2-4-8)19-6-15/h1-4,9-18H,5-6H2	null	C1=CC(=CC=C1OCO)OC2C(C(C(C(O2)CO)O)O)O	-0.731589615	""	KEGG Mine	8589934592
2	1	N/A	-176.0767965911642	C13H18O8	[M - H2O - H]-	FEAWSBLMHRYAEI	InChI=1S/C13H18O8/c14-5-9-10(16)11(17)12(18)13(21-9)20-8-4-2-1-3-7(8)19-6-15/h1-4,9-18H,5-6H2	null	C1=CC=C(C(=C1)OCO)OC2C(C(C(C(O2)CO)O)O)O	-0.731589615	""	EcoCyc Mine;KEGG Mine	25769803776
3	1	N/A	-182.27485894341763	C13H18O8	[M - H2O - H]-	IGZSKKIFFPIWNU	InChI=1S/C13H18O8/c1-4-5-18-13-11(17)12(20-8(3)15)10(16)9(21-13)6-19-7(2)14/h1,9-13,16-17H,5-6H2,2-3H3	null	CC(=O)OCC1C(C(C(C(O1)OCC#C)O)OC(=O)C)O	-1.29999995	102423424;102423425	PubChem:(102423424 102423425)	2
4	1	N/A	-187.18574889010898	C13H18O8	[M - H2O - H]-	OMKKAGMMQRFLHH	InChI=1S/C13H18O8/c1-19-6-2-4-7(5-3-6)20-13-10(16)8(14)9(15)11(21-13)12(17)18/h2-5,8-18H,1H3	null	COC1=CC=C(C=C1)OC2C(C(C(C(O2)C(O)O)O)O)O	-0.719730377	""	KEGG Mine	8589934592
5	1	N/A	-190.9946793867409	C13H18O8	[M - H2O - H]-	LHBLXNVQBBWGJI	InChI=1S/C13H18O8/c1-4-5-18-13-12(20-8(3)15)11(17)10(16)9(21-13)6-19-7(2)14/h1,9-13,16-17H,5-6H2,2-3H3	null	CC(=O)OCC1C(C(C(C(O1)OCC#C)OC(=O)C)O)O	-1.29999995	121450875	PubChem:(121450875)	2
6	1	N/A	-203.82631341398294	C13H18O8	[M - H2O - H]-	WHILDSXNLSOMDU	InChI=1S/C13H18O8/c1-5-9-10(17)11(18-6(2)14)12(19-7(3)15)13(21-9)20-8(4)16/h5,9-13,17H,1H2,2-4H3	null	CC(=O)OC1C(C(OC(C1OC(=O)C)OC(=O)C)C=C)O	-0.100000001	89888644	PubChem:(89888644)	2
7	1	N/A	-209.24179894986352	C13H18O8	[M - H2O - H]-	AOPVIQVRORFTQC	InChI=1S/C13H18O8/c1-5-20-21-9-13(6-17-10(2)14,7-18-11(3)15)8-19-12(4)16/h1H,6-9H2,2-4H3	null	CC(=O)OCC(COC(=O)C)(COC(=O)C)COOC#C	0.5	53872857	PubChem:(53872857)	2
8	1	N/A	-212.0043852936467	C13H18O8	[M - H2O - H]-	CUWXDGCHBLIRGH	InChI=1S/C13H18O8/c1-7(15)18-6-11-13(21-9(3)17)12(20-8(2)16)10(4-14)5-19-11/h4,10-13H,5-6H2,1-3H3	null	CC(=O)OCC1C(C(C(CO1)C=O)OC(=O)C)OC(=O)C	-0.800000012	101205198	PubChem:(101205198)	2
9	1	N/A	-214.08530284351184	C13H18O8	[M - H2O - H]-	SJBWDSQCMPAGHA	InChI=1S/C13H18O8/c1-19-7-2-6(15)3-8(4-7)20-13-12(18)11(17)10(16)9(5-14)21-13/h2-4,9-18H,5H2,1H3	null	COC1=CC(=CC(=C1)O)OC2C(C(C(C(O2)CO)O)O)O	-0.796155632	56776291;92448076;92448077;92448078;92448079;91378659;124905145;124905146	COCONUT:(CNP0272171);KNApSAcK:(29416);Natural Products:(UNPD29078);PubChem:(56776291 92448076 92448077 92448078 92448079 91378659 124905145 124905146);SuperNatural:(SN00036632 SN00036630 SN00161798 SN00036629 SN00036631);ZINC bio:(ZINC13376212 ZINC13376213 ZINC13376214 ZINC13376215);additional;Training Set;PubMed	3727442
10	1	N/A	-215.3695480502174	C13H18O8	[M - H2O - H]-	MDFIFWMUSVNOGT	InChI=1S/C13H18O8/c14-8(15)12(9(16)17)6-4-2-1-3-5-7-13(12,10(18)19)11(20)21/h1-7H2,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	null	C1CCCC(C(CCC1)(C(=O)O)C(=O)O)(C(=O)O)C(=O)O	1.70000005	130404019	PubChem:(130404019)	2
11	1	N/A	-217.418550944733	C13H18O8	[M - H2O - H]-	MPXFXZJACUQTJN	InChI=1S/C13H18O8/c1-4-5-18-13-12(20-8(3)16)11(19-7(2)15)10(17)9(6-14)21-13/h1,9-14,17H,5-6H2,2-3H3	null	CC(=O)OC1C(C(OC(C1OC(=O)C)OCC#C)CO)O	-0.800000012	102035222	PubChem:(102035222)	2
12	1	N/A	-218.41315562292422	C13H18O8	[M - H2O - H]-	DIAGHNXUMSVOTM	InChI=1S/C13H18O8/c14-10(15)2-6-1-7(3-11(16)17)9(5-13(20)21)8(6)4-12(18)19/h6-9H,1-5H2,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	null	C1C(C(C(C1CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O	-0.400000006	69463385	PubChem:(69463385)	2
13	1	N/A	-221.36521627218147	C13H18O8	[M - H2O - H]-	JGMQTZDNSLMRPA	InChI=1S/C13H18O8/c1-19-6-2-3-7(15)8(4-6)20-13-12(18)11(17)10(16)9(5-14)21-13/h2-4,9-18H,5H2,1H3	null	COC1=CC(=C(C=C1)O)OC2C(C(C(C(O2)CO)O)O)O	-0.796155632	""	KEGG Mine	8589934592
