rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09458513447983596	-53.022834846914385	C14H30O4S	[M - H]-	URLJMZWTXZTZRR	InChI=1S/C14H30O4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-19(15,16)17/h2-14H2,1H3,(H,15,16,17)	Fibro-Vein	CCCCCCCCCCCCCCOS(=O)(=O)O	5.80000019	5248;4205037;88769738;138396199	NORMAN:(NS00005015);HMDB:(14607);PubChem class - food;PubChem:(5248 4205037 88769738 138396199);CHEBI:(135234);PubMed	134479978
2	1	N/A	-54.633958894483115	C14H30O4S	[M - H]-	DSTMWPUWZSEGMT	InChI=1S/C14H30O4S/c1-3-4-5-6-7-8-9-11-14(2)12-10-13-18-19(15,16)17/h14H,3-13H2,1-2H3,(H,15,16,17)	null	CCCCCCCCCC(C)CCCOS(=O)(=O)O	5.5	53777270	PubChem:(53777270)	2
3	1	N/A	-55.63676606896884	C14H30O4S	[M - H]-	RHTNGDCYWWXFLW	InChI=1S/C14H30O4S/c1-3-5-6-7-8-9-10-11-13-14(12-4-2)18-19(15,16)17/h14H,3-13H2,1-2H3,(H,15,16,17)	null	CCCCCCCCCCC(CCC)OS(=O)(=O)O	5.5	101580967	PubChem:(101580967)	2
4	1	N/A	-56.91930734396175	C14H30O4S	[M - H]-	CTPJWQOPGQNCRG	InChI=1S/C14H30O4S/c1-3-4-5-6-7-8-9-10-11-14(2)12-13-18-19(15,16)17/h14H,3-13H2,1-2H3,(H,15,16,17)	3-methyltridecyl hydrogen sulfate	CCCCCCCCCCC(C)CCOS(=O)(=O)O	5.69999981	18761192	PubChem:(18761192)	2
5	1	N/A	-58.23517002511208	C14H30O4S	[M - H]-	SQVAYVKHFHLXGK	InChI=1S/C14H30O4S/c1-3-5-6-7-8-9-10-11-12-13-14(4-2)18-19(15,16)17/h14H,3-13H2,1-2H3,(H,15,16,17)	null	CCCCCCCCCCCC(CC)OS(=O)(=O)O	5.69999981	54319808	PubChem:(54319808)	2
6	1	N/A	-58.43604423204999	C14H30O4S	[M - H]-	NYQCHIGJYFXTNP	InChI=1S/C14H30O4S/c1-3-4-5-6-7-8-9-10-11-12-13-14(2)18-19(15,16)17/h14H,3-13H2,1-2H3,(H,15,16,17)	tetradecan-2-yl hydrogen sulfate	CCCCCCCCCCCCC(C)OS(=O)(=O)O	5.69999981	165499;17939873	PubChem:(165499 17939873)	2
7	1	N/A	-62.19248826283806	C14H30O4S	[M - H]-	FTAHLABUUKERBM	InChI=1S/C14H30O4S/c1-3-4-5-6-7-8-9-10-11-12-13-14-18-19(15,16)17-2/h3-14H2,1-2H3	null	CCCCCCCCCCCCCOS(=O)(=O)OC	5.80000019	88922399	PubChem:(88922399)	2
8	1	N/A	-62.45429894293435	C14H30O4S	[M - H]-	SBIRNPJIWVWCEG	InChI=1S/C14H30O4S/c1-14(2)12-10-8-6-4-3-5-7-9-11-13-18-19(15,16)17/h14H,3-13H2,1-2H3,(H,15,16,17)	12-methyltridecyl hydrogen sulfate	CC(C)CCCCCCCCCCCOS(=O)(=O)O	5.5	18924276	PubChem:(18924276)	2
9	1	N/A	-62.96648321094782	C14H30O4S	[M - H]-	LMJGYGNLFQGUMK	InChI=1S/C14H30O4S/c1-3-5-7-9-11-13-14(18-19(15,16)17)12-10-8-6-4-2/h14H,3-13H2,1-2H3,(H,15,16,17)	null	CCCCCCCC(CCCCCC)OS(=O)(=O)O	5.5	101633917	PubChem:(101633917)	2
10	1	N/A	-66.36939847861889	C14H30O4S	[M - H]-	SGVMFAJNNKIPHQ	InChI=1S/C14H30O4S/c1-3-4-5-8-11-14(2)12-9-6-7-10-13-18-19(15,16)17/h14H,3-13H2,1-2H3,(H,15,16,17)	7-methyltridecyl hydrogen sulfate	CCCCCCC(C)CCCCCCOS(=O)(=O)O	5.5	18328631	PubChem:(18328631)	2
