rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.100512750484991	-45.653991754726086	C9H12O6	[M - H]-	WTNDADANUZETTI	InChI=1S/C9H12O6/c10-7(11)4-1-2-5(8(12)13)6(3-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,4-Cyclohexanetricarboxylic acid	C1CC(C(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	10900038;12616203;12616204;11020285;11344952;54448897;93978751	PubChem:(10900038 12616203 12616204 11020285 11344952 54448897 93978751);PubChem class - safety and toxic	67108866
2	1	N/A	-50.72061446352798	C9H12O6	[M - H]-	JEBXNNPMFYXVHS	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-5(8(12)13)6(4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,3-Cyclohexanetricarboxylic acid	C1CC(C(C(C1)C(=O)O)C(=O)O)C(=O)O	-0.100000001	15937112;131439866	PubChem:(15937112 131439866)	2
3	1	N/A	-54.594162116948716	C9H12O6	[M - H]-	FTHDNRBKSLBLDA	InChI=1S/C9H12O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	Cyclohexane-1,3,5-tricarboxylate	C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	349732;4740704;5245474;101386638	PubChem class - safety and toxic;PubChem:(349732 4740704 5245474 101386638);PubMed	67108930
4	1	N/A	-67.42150012273348	C9H12O6	[M - H]-	WSTMKVCIZYFCNZ	InChI=1S/C9H12O6/c1-3-4(7(10)11)2-5(8(12)13)6(3)9(14)15/h3-6H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	3-methylcyclopentane-1,2,4-tricarboxylic acid	CC1C(CC(C1C(=O)O)C(=O)O)C(=O)O	-0.300000012	19427578	PubChem:(19427578)	2
5	1	N/A	-77.77022760200211	C9H12O6	[M - H]-	XFYJUUAYBAROCG	InChI=1S/C9H12O6/c10-6(1-3-8(12)13)5-7(11)2-4-9(14)15/h1-5H2,(H,12,13)(H,14,15)	4,6-dioxononanedioic acid	C(CC(=O)O)C(=O)CC(=O)CCC(=O)O	-1.29999995	59648926	PubChem:(59648926)	2
6	1	N/A	-80.86558397322696	C9H12O6	[M - H]-	COXCAIMNKVAQRT	InChI=1S/C9H12O6/c1-3-2-4(7(10)11)6(9(14)15)5(3)8(12)13/h3-6H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CC1CC(C(C1C(=O)O)C(=O)O)C(=O)O	-0.300000012	89746654	PubChem:(89746654)	2
7	1	N/A	-84.77061832966712	C9H12O6	[M - H]-	QXNBRVSCJRXXQT	InChI=1S/C9H12O6/c10-6(11)3-5(4-1-2-4)7(8(12)13)9(14)15/h4-5,7H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	2-cyclopropylpropane-1,1,3-tricarboxylic acid	C1CC1C(CC(=O)O)C(C(=O)O)C(=O)O	0.400000006	19753580	PubChem:(19753580)	2
8	1	N/A	-84.9550516097225	C9H12O6	[M - H]-	NGULBISQWGMRGK	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-6(9(14)15)5-8(12)13/h5H,1-4H2,(H,10,11)(H,12,13)(H,14,15)	cis-(homo)3aconitate	C(CCC(=O)O)CC(=CC(=O)O)C(=O)O	0.200000003	25244228;25244229;129662406	KEGG:(C20582);PubChem:(25244228 25244229 129662406);CHEBI:(72711 72712);Biocyc:(CPD-319);PubChem class - bio and metabolites	16779554
9	1	N/A	-87.00077054279383	C9H12O6	[M - H]-	BHGFHDVICVAGJQ	InChI=1S/C9H12O6/c10-6(4-5-8(12)13)2-1-3-7(11)9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)CCC(=O)O)CC(=O)C(=O)O	-1.0	86036616	PubChem:(86036616);PubMed	66
10	1	N/A	-87.49071903758981	C9H12O6	[M - H]-	HZCDXJOPMCUIDB	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-6(9(14)15)5-8(12)13/h3H,1-2,4-5H2,(H,10,11)(H,12,13)(H,14,15)	null	C(CC=C(CC(=O)O)C(=O)O)CC(=O)O	0.206155539	""	KEGG Mine	8589934592
