rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08800811283730875	-65.4806081504187	C8H14O2	[M - H2O - H]-	LJOODBDWMQKMFB	InChI=1S/C8H14O2/c9-8(10)6-7-4-2-1-3-5-7/h7H,1-6H2,(H,9,10)	2-cyclohexylacetate	C1CCC(CC1)CC(=O)O	2.5	21363;10558735;22140701;25240811;25241092	HMDB:(31403);PubChem class - food;ZINC bio:(ZINC06660884);additional;MeSH:(21363);PubMed;NORMAN:(NS00022300);COCONUT:(CNP0176058);Natural Products:(UNPD197044);PubChem:(21363 10558735 22140701 25240811 25241092);CHEBI:(37277);PubChem class - bio and metabolites;PubChem class - safety and toxic;KEGG Mine	8810963054
2	1	N/A	-66.62733963123148	C8H14O2	[M - H2O - H]-	GIQHUMQLXXRAHV	InChI=1S/C8H14O2/c9-8(10)4-2-1-3-7-5-6-7/h7H,1-6H2,(H,9,10)	5-cyclopropylpentanoic acid	C1CC1CCCCC(=O)O	2.07691073	21321698	PubChem:(21321698)	2
3	1	N/A	-70.12443434653783	C8H14O2	[M - H2O - H]-	KZXYADVJHCGXIN	InChI=1S/C8H14O2/c9-8(10)6-2-5-7-3-1-4-7/h7H,1-6H2,(H,9,10)	null	C1CC(C1)CCCC(=O)O	2.29999995	54022551	PubChem:(54022551)	2
4	1	N/A	-72.51739793701731	C8H14O2	[M - H2O - H]-	ROQSJMIERXZXQL	InChI=1S/C8H14O2/c1-6-4-7(5-6)2-3-8(9)10/h6-7H,2-5H2,1H3,(H,9,10)	null	CC1CC(C1)CCC(=O)O	2.0	55301423	PubChem:(55301423)	2
5	1	N/A	-75.42172376681215	C8H14O2	[M - H2O - H]-	OTJVLQGVNKNLCB	InChI=1S/C8H14O2/c1-2-3-4-5-6-7-8(9)10/h2-3H,4-7H2,1H3,(H,9,10)	6-Octenoic acid	CC=CCCCCC(=O)O	2.0	5282720;5282721;20265479;53431302;53431303;135036703	PubChem:(5282720 5282721 20265479 53431302 53431303 135036703)	2
6	1	N/A	-78.3812340429714	C8H14O2	[M - H2O - H]-	PRTZGMVAWPXGNA	InChI=1S/C8H14O2/c1-6(5-8(9)10)7-3-2-4-7/h6-7H,2-5H2,1H3,(H,9,10)	null	CC(CC(=O)O)C1CCC1	2.20000005	82594402;96733267;96733268	PubChem:(82594402 96733267 96733268)	2
7	1	N/A	-78.7385747819001	C8H14O2	[M - H2O - H]-	OZYYQTRHHXLTKX	InChI=1S/C8H14O2/c1-2-3-4-5-6-7-8(9)10/h2H,1,3-7H2,(H,9,10)	ACMC-20alws	C=CCCCCCC(=O)O	2.24802232	543977;17947908	MeSH:(543977);PubChem class - safety and toxic;PubChem:(543977 17947908);YMDB Mine;PubMed	34426847302
8	1	N/A	-78.95529945730044	C8H14O2	[M - H2O - H]-	SAWFSRMTDRNBDR	InChI=1S/C8H14O2/c1-2-6-3-7(4-6)5-8(9)10/h6-7H,2-5H2,1H3,(H,9,10)	null	CCC1CC(C1)CC(=O)O	2.20000005	55302157	PubChem:(55302157)	2
9	1	N/A	-80.87721651836208	C8H14O2	[M - H2O - H]-	ZMVNSYYBXALPII	InChI=1S/C8H14O2/c9-5-7-1-2-8(6-10)4-3-7/h5,7-8,10H,1-4,6H2	1-Formyl-4-hydroxymethylcyclohexane	C1CC(CCC1CO)C=O	0.5	523023	PubChem:(523023)	2
10	1	N/A	-81.33998599162695	C8H14O2	[M - H2O - H]-	VVVULAUKXIOFGV	InChI=1S/C8H14O2/c1-3-4-7(2)5-6-8(9)10/h3,7H,1,4-6H2,2H3,(H,9,10)	null	CC(CCC(=O)O)CC=C	2.0	55302926;76225979;87490398	PubChem:(55302926 76225979 87490398)	2
