rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.0848420960025787	-79.71877259051828	C9H16O6	[M - H]-	XOXKFJYZXNUVED	InChI=1S/C9H16O6/c1-8(2,14)3-4-9(15,7(12)13)5-6(10)11/h14-15H,3-5H2,1-2H3,(H,10,11)(H,12,13)	(2R)-2-hydroxy-2-(3-hydroxy-3-methylbutyl)butanedioic acid	CC(C)(CCC(CC(=O)O)(C(=O)O)O)O	-0.899999976	11390375;23249581	PubChem:(11390375 23249581)	2
2	1	N/A	-84.0597766303747	C9H16O6	[M - H]-	ZQGGISAJNVRMBL	InChI=1S/C9H16O6/c1-2-3-5(11)7(13)9(15)8(14)6(12)4-10/h1,5-15H,3-4H2	null	C#CCC(C(C(C(C(CO)O)O)O)O)O	-3.0	122226535;122226536	PubChem:(122226535 122226536)	2
3	1	N/A	-84.69746056318063	C9H16O6	[M - H]-	IJSFQTQPYISNEF	InChI=1S/C9H16O6/c10-8(11)2-6-14-4-1-5-15-7-3-9(12)13/h1-7H2,(H,10,11)(H,12,13)	3-[3-(2-carboxyethoxy)propoxy]propanoic acid	C(COCCC(=O)O)COCCC(=O)O	-0.699999988	338574	PubChem:(338574)	2
4	1	N/A	-93.15605240525684	C9H16O6	[M - H]-	MANYDNJALLPBTF	InChI=1S/C9H16O6/c10-8(11)2-1-4-14-6-7-15-5-3-9(12)13/h1-7H2,(H,10,11)(H,12,13)	null	C(CC(=O)O)COCCOCCC(=O)O	-0.699999988	75204423	PubChem:(75204423)	2
5	1	N/A	-93.78748702624215	C9H16O6	[M - H]-	QZDJFYYCMWUHLH	InChI=1S/C9H16O6/c10-6-8(12)14-4-2-1-3-5-15-9(13)7-11/h10-11H,1-7H2	null	C(CCOC(=O)CO)CCOC(=O)CO	-0.200000003	101646240	PubChem:(101646240)	2
6	1	N/A	-95.62606978589838	C9H16O6	[M - H]-	QOTIEOAHXZXTAA	InChI=1S/C9H16O6/c1-8(2,13)5-9(14,7(11)12)4-6(10)15-3/h13-14H,4-5H2,1-3H3,(H,11,12)	2,4-dihydroxy-2-(2-methoxy-2-oxoethyl)-4-methylpentanoic acid	CC(C)(CC(CC(=O)OC)(C(=O)O)O)O	-0.899999976	20744921;58786316	PubChem:(20744921 58786316)	2
7	1	N/A	-104.31598833251303	C9H16O6	[M - H]-	AKSBYRSXGHCBMN	InChI=1S/C9H16O6/c10-4-2-1-3-5-14-9(13)7-15-8(12)6-11/h10-11H,1-7H2	null	C(CCO)CCOC(=O)COC(=O)CO	-0.200000003	10955071	PubChem:(10955071)	2
8	1	N/A	-106.54664822287576	C9H16O6	[M - H]-	XJFWERWRWFEGTK	InChI=1S/C9H16O6/c10-3-1-5-14-8(12)7-9(13)15-6-2-4-11/h10-11H,1-7H2	null	C(CO)COC(=O)CC(=O)OCCCO	0.00309932604	57031526	PubChem:(57031526)	2
9	1	N/A	-109.82315005584975	C9H16O6	[M - H]-	IDXIRTJMGXCUHD	InChI=1S/C9H16O6/c10-5-3-9(4-6-11,8(14)15)2-1-7(12)13/h10-11H,1-6H2,(H,12,13)(H,14,15)	null	C(CC(CCO)(CCO)C(=O)O)C(=O)O	-1.20000005	21863453;21863454	PubChem:(21863453 21863454)	2
10	1	N/A	-109.90034979722937	C9H16O6	[M - H]-	GTKKGMJMHFAKPP	InChI=1S/C9H16O6/c1-13-2-3-14-4-5-15-7-8(10)6-9(11)12/h2-7H2,1H3,(H,11,12)	null	COCCOCCOCC(=O)CC(=O)O	-0.800000012	23177177	PubChem:(23177177)	2
