rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C8H14O3	[M - H]-	C8H14O3	76.51521068002046	73.47675081238962	3.0384598676308374	20	0.9286895759214874	0.748285115736445	2.7565213268899043	1.7324386368806026	
2	C6H12N3O2	[M - H]-	C6H12N3O2	29.121221680659435	28.28000316308597	0.8412185175734672	15	0.7816346784443686	-2.0227497366497067	4.023412604614165	10.279813793581692	
