rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.18646588860002214	-34.182409812616086	C9H12O4	[M - H2O - H]-	FBWPWWWZWKPJFL	InChI=1S/C9H12O4/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,8,10-12H,5H2,1H3	Vanylglycol	COC1=C(C=CC(=C1)C(CO)O)O	0.463803709	10805;688029;688030;12569539	HMDB:(1490);SuperNatural:(SN00000411 SN00000412);ZINC bio:(ZINC00056459 ZINC00056460);additional;MeSH:(10805 688030);PubMed;COCONUT:(CNP0116546);Natural Products:(UNPD140811);PubChem:(10805 688029 688030 12569539);YMDB Mine;CHEBI:(1576);PubChem class - bio and metabolites;KEGG:(C05594);Training Set;Biocyc:(CPD-11497)	34380245358
2	1	N/A	-64.19516466907535	C9H12O4	[M - H2O - H]-	FBDKAIYPFAFJHV	InChI=1S/C9H12O4/c1-13-9-3-2-6(4-7(9)11)8(12)5-10/h2-4,8,10-12H,5H2,1H3	Isomhpg	COC1=C(C=C(C=C1)C(CO)O)O	0.463803709	170451;10631337;15354304	COCONUT:(CNP0150126);HMDB:(35056);Natural Products:(UNPD181521);PubChem:(170451 10631337 15354304);SuperNatural:(SN00288811);CHEBI:(125412);PubChem class - bio and metabolites;MeSH:(170451);PubMed;KEGG Mine	8609890414
3	1	N/A	-69.18794425293348	C9H12O4	[M - H2O - H]-	NLOHKQFSSHJCCN	InChI=1S/C9H12O4/c1-13-5-9(12)6-2-3-7(10)8(11)4-6/h2-4,9-12H,5H2,1H3	null	COCC(C1=CC(=C(C=C1)O)O)O	0.463803709	85913533	PubChem:(85913533);KEGG Mine	8589934594
4	1	N/A	-81.89807246377973	C9H12O4	[M - H2O - H]-	QSCIGRSAUGUJSJ	InChI=1S/C9H12O4/c10-4-3-7(11)6-1-2-8(12)9(13)5-6/h1-2,5,7,10-13H,3-4H2	1,2-Benzenediol, 4-(1,3-dihydroxypropyl)-	C1=CC(=C(C=C1C(CCO)O)O)O	0.503287911	58193367	PubChem:(58193367)	2
5	1	N/A	-89.66459818333857	C9H12O4	[M - H2O - H]-	UYLSNNAFUAWTEF	InChI=1S/C9H12O4/c1-5(10)9(13)6-2-3-7(11)8(12)4-6/h2-5,9-13H,1H3	null	CC(C(C1=CC(=C(C=C1)O)O)O)O	0.506596327	89293893	PubChem:(89293893)	2
6	1	N/A	-91.7649316516763	C9H12O4	[M - H2O - H]-	HEVSKMKWOROUNZ	InChI=1S/C9H12O4/c10-5-7(11)3-6-1-2-8(12)9(13)4-6/h1-2,4,7,10-13H,3,5H2	null	C1=CC(=C(C=C1CC(CO)O)O)O	0.503287911	129670407	PubChem:(129670407)	2
7	1	N/A	-111.79520320357554	C9H12O4	[M - H2O - H]-	YWTLCGMGZCXRMS	InChI=1S/C9H12O4/c1-13-9(5-10)6-2-3-7(11)8(12)4-6/h2-4,9-12H,5H2,1H3	4-(2-Hydroxy-1-methoxyethyl)-1,2-benzenediol	COC(CO)C1=CC(=C(C=C1)O)O	0.463803709	22394752;86333778;86333779	COCONUT:(CNP0242961);Natural Products:(UNPD111428);PubChem:(22394752 86333778 86333779);SuperNatural:(SN00277357);KEGG Mine	8593113090
8	1	N/A	-112.24326192490206	C9H12O4	[M - H2O - H]-	IYMTUMWNPHWZIF	InChI=1S/C9H12O4/c1-5-2-6(8(12)4-10)3-7(11)9(5)13/h2-3,8,10-13H,4H2,1H3	null	CC1=C(C(=CC(=C1)C(CO)O)O)O	0.537452221	""	KEGG Mine	8589934592
9	1	N/A	-115.47219173270773	C9H12O4	[M - H2O - H]-	AJKNJPFLEJIRIS	InChI=1S/C9H12O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,9-12H,5H2,1H3	null	COC1=C(C=CC(=C1)CC(O)O)O	1.05555701	""	YMDB Mine	34359738368
10	1	N/A	-115.98508313507583	C9H12O4	[M - H2O - H]-	MCIHHRQUUKAZKR	InChI=1S/C9H12O4/c1-5-6(8(12)4-10)2-3-7(11)9(5)13/h2-3,8,10-13H,4H2,1H3	null	CC1=C(C=CC(=C1O)O)C(CO)O	0.537452221	""	KEGG Mine	8589934592
11	1	N/A	-116.61181713085483	C9H12O4	[M - H2O - H]-	HRMZPDDDVNBECP	InChI=1S/C9H12O4/c1-5-2-7(11)8(12)3-6(5)9(13)4-10/h2-3,9-13H,4H2,1H3	null	CC1=CC(=C(C=C1C(CO)O)O)O	0.537452221	""	KEGG Mine	8589934592
12	1	N/A	-130.52026766844784	C9H12O4	[M - H2O - H]-	DYDQLODIAFQNDK	InChI=1S/C9H12O4/c10-3-4-13-6-7-1-2-8(11)9(12)5-7/h1-2,5,10-12H,3-4,6H2	4-(2-hydroxyethoxymethyl)benzene-1,2-diol	C1=CC(=C(C=C1COCCO)O)O	0.442321539	21320130	PubChem:(21320130)	2
13	1	N/A	-134.4204100805997	C9H12O4	[M - H2O - H]-	RIGRSQOTUZYSRD	InChI=1S/C9H12O4/c1-2-6(10)5-3-7(11)9(13)8(12)4-5/h3-4,6,10-13H,2H2,1H3	null	CCC(C1=CC(=C(C(=C1)O)O)O)O	0.899999976	87462396	PubChem:(87462396)	2
14	1	N/A	-135.3861911455134	C9H12O4	[M - H2O - H]-	PAHODUJGEGTFPA	InChI=1S/C9H12O4/c1-2-6(10)5-3-8(12)9(13)4-7(5)11/h3-4,6,10-13H,2H2,1H3	null	CCC(C1=CC(=C(C=C1O)O)O)O	1.5	87462235	PubChem:(87462235)	2
15	1	N/A	-140.71453618821204	C9H12O4	[M - H2O - H]-	ZTDCSPLRUGOXNY	InChI=1S/C9H12O4/c1-13-6-2-3-8(11)7(4-6)9(12)5-10/h2-4,9-12H,5H2,1H3	null	COC1=CC(=C(C=C1)O)C(CO)O	0.600000024	12216547	PubChem:(12216547)	2
16	1	N/A	-145.06173910213377	C9H12O4	[M - H2O - H]-	DZSHGQHHHVLRIU	InChI=1S/C9H12O4/c1-13-9-3-2-6(11)4-7(9)8(12)5-10/h2-4,8,10-12H,5H2,1H3	2''-Methoxy-5''-hydroxyphenylglycol	COC1=C(C=C(C=C1)O)C(CO)O	0.0	3044298	PubChem:(3044298);PubChem class - safety and toxic	67108866
17	1	N/A	-145.48000614969814	C9H12O4	[M - H2O - H]-	NZWKGNOJKISLTA	InChI=1S/C9H12O4/c10-5-8(12)4-6-3-7(11)1-2-9(6)13/h1-3,8,10-13H,4-5H2	2-(2,3-dihydroxypropyl)benzene-1,4-diol	C1=CC(=C(C=C1O)CC(CO)O)O	0.200000003	22627852	PubChem:(22627852)	2
18	1	N/A	-148.23488033676742	C9H12O4	[M - H2O - H]-	MEGNUAAZJLKPQI	InChI=1S/C9H12O4/c10-3-1-2-6-4-8(12)9(13)5-7(6)11/h4-5,10-13H,1-3H2	null	C1=C(C(=CC(=C1O)O)O)CCCO	0.800000012	55268154	PubChem:(55268154)	2
19	1	N/A	-149.27229787464236	C9H12O4	[M - H2O - H]-	DGMSJCVOBYTYTE	InChI=1S/C9H12O4/c10-5-8(12)9(13)6-1-3-7(11)4-2-6/h1-4,8-13H,5H2	null	C1=CC(=CC=C1C(C(CO)O)O)O	-0.600000024	11095273;130740339;131178377	COCONUT:(CNP0286437);HMDB:(40603);Natural Products:(UNPD82509 UNPD56596 UNPD130378);PubChem:(11095273 130740339 131178377);SuperNatural:(SN00376511 SN00323053);PubChem class - bio and metabolites;PubMed	19955786
20	1	N/A	-150.071150345649	C9H12O4	[M - H2O - H]-	YYXXLPSBBRWPNE	InChI=1S/C9H12O4/c1-2-6(10)5-3-4-7(11)9(13)8(5)12/h3-4,6,10-13H,2H2,1H3	null	CCC(C1=C(C(=C(C=C1)O)O)O)O	1.5	87461250	PubChem:(87461250)	2
21	1	N/A	-150.08962522396106	C9H12O4	[M - H2O - H]-	RWQOEYJVAISMMO	InChI=1S/C9H12O4/c10-5-8(12)9(13)6-2-1-3-7(11)4-6/h1-4,8-13H,5H2	null	C1=CC(=CC(=C1)O)C(C(CO)O)O	-0.600000024	70181800	PubChem:(70181800)	2
22	1	N/A	-151.82970278464182	C9H12O4	[M - H2O - H]-	XBUXWYLBUMDPGT	InChI=1S/C9H12O4/c10-5-6(11)4-7-8(12)2-1-3-9(7)13/h1-3,6,10-13H,4-5H2	2-(2,3-dihydroxypropyl)benzene-1,3-diol	C1=CC(=C(C(=C1)O)CC(CO)O)O	0.200000003	22627851	PubChem:(22627851)	2
23	1	N/A	-157.70560530841462	C9H12O4	[M - H2O - H]-	UZLJJAOJHWVQON	InChI=1S/C9H12O4/c1-5(10)6-3-7(11)9(13-2)8(12)4-6/h3-5,10-12H,1-2H3	null	CC(C1=CC(=C(C(=C1)O)OC)O)O	0.699999988	129881978	PubChem:(129881978)	2
24	1	N/A	-161.1625978671776	C9H12O4	[M - H2O - H]-	QGGCGQIFVIAZRR	InChI=1S/C9H12O4/c10-5-1-2-6-3-4-7(11)9(13)8(6)12/h3-4,10-13H,1-2,5H2	null	C1=CC(=C(C(=C1CCCO)O)O)O	0.800000012	55268152	PubChem:(55268152)	2
25	1	N/A	-164.50468313408612	C9H12O4	[M - H2O - H]-	GDGUXPASNWGBJR	InChI=1S/C9H12O4/c1-13-9-7(11)4-6(2-3-10)5-8(9)12/h4-5,10-12H,2-3H2,1H3	null	COC1=C(C=C(C=C1O)CCO)O	0.800000012	10035291	COCONUT:(CNP0374339);MeSH:(10035291);Natural Products:(UNPD225170);PubChem:(10035291);PubMed	2129990
26	1	N/A	-164.58573251944108	C9H12O4	[M - H2O - H]-	QNWMWFKIVUJOFV	InChI=1S/C9H12O4/c10-4-3-7-1-2-8(12)9(5-7)13-6-11/h1-2,5,10-12H,3-4,6H2	null	C1=CC(=C(C=C1CCO)OCO)O	1.04369771	""	YMDB Mine	34359738368
27	1	N/A	-164.8030402189008	C9H12O4	[M - H2O - H]-	RTMMQIHVAQHGBE	InChI=1S/C9H12O4/c1-12-8-4-9(13-2)7(11)3-6(8)5-10/h3-4,10-11H,5H2,1-2H3	null	COC1=CC(=C(C=C1CO)O)OC	0.600000024	14969189	PubChem:(14969189)	2
