rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.14101135748801422	-55.61214984075178	C7H10O6	[M - H]-	WVMWZWGZRAXUBK	InChI=1S/C7H10O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3,5,8,10,13H,1-2H2,(H,11,12)	5-de-H-quinate	C1C(C(C(=O)CC1(C(=O)O)O)O)O	-2.4000001	630;439351;6326774;5460271;10559682;11206298;44314984;46936811;89050425;92209473;91107171;130951122	HMDB:(12710);SuperNatural:(SN00380081);ZINC bio:(ZINC04095505);MeSH:(439351);Plantcyc:(DEHYDROQUINATE KCL);PubMed;COCONUT:(CNP0083481 CNP0265441);KNApSAcK:(19664);Natural Products:(UNPD190070);PubChem:(630 439351 6326774 5460271 10559682 11206298 44314984 46936811 89050425 92209473 91107171 130951122);CHEBI:(32364 17947);PubChem class - bio and metabolites;KEGG:(C00944);YMDB:(100);Training Set;Biocyc:(DEHYDROQUINATE SMA-0000374)	20179326
2	1	N/A	-70.95436416096412	C7H10O6	[M - H]-	HMJPEZGVZSFCQD	InChI=1S/C7H10O6/c1-3(6(11)7(12)13)4(8)2-5(9)10/h3,6,11H,2H2,1H3,(H,9,10)(H,12,13)	null	CC(C(C(=O)O)O)C(=O)CC(=O)O	-0.88685745	""	KEGG Mine	8589934592
3	1	N/A	-74.74024802532604	C7H10O6	[M - H]-	KEJPYAACOWIAAH	InChI=1S/C7H10O6/c1-12-6-4(10)7(11)13-5(6)3(9)2-8/h2-6,9-10H,1H3	null	COC1C(C(=O)OC1C(C=O)O)O	-1.53914034	""	KEGG Mine	8589934592
4	1	N/A	-76.83032315290988	C7H10O6	[M - H]-	SMCCWNVLWZSCTQ	InChI=1S/C7H10O6/c1-2(8)3(9)6-4(10)5(11)7(12)13-6/h3-6,9-11H,1H3	null	CC(=O)C(C1C(C(C(=O)O1)O)O)O	-1.85945606	""	KEGG Mine	8589934592
5	1	N/A	-77.2724158812578	C7H10O6	[M - H]-	QGDZQZDRFCQNDI	InChI=1S/C7H10O6/c1-12-6-4(10)5(3(9)2-8)13-7(6)11/h2-6,9-10H,1H3	null	COC1C(C(OC1=O)C(C=O)O)O	-1.53914034	""	KEGG Mine	8589934592
6	1	N/A	-80.0132391973142	C7H10O6	[M - H]-	VEOUSSAJIYTISC	InChI=1S/C7H10O6/c1-12-3(2-8)6-4(9)5(10)7(11)13-6/h2-6,9-10H,1H3	5-O-Methyl-d-glucofuranurono-gamma-lactone	COC(C=O)C1C(C(C(=O)O1)O)O	-1.89999998	560807	PubChem:(560807);KEGG Mine	8589934594
7	1	N/A	-81.63507236789395	C7H10O6	[M - H]-	PTFLBKDMSFCJBM	InChI=1S/C7H10O6/c1-2-3(8)4(9)5(10)6(11)7(12)13/h3-4,8-9H,2H2,1H3,(H,12,13)	null	CCC(C(C(=O)C(=O)C(=O)O)O)O	-0.200000003	88569477	PubChem:(88569477)	2
8	1	N/A	-82.52969728914373	C7H10O6	[M - H]-	KHPPNVMZMVPKLO	InChI=1S/C7H10O6/c1-3(8)6(11)4(9)2-5(10)7(12)13/h3,6,8,11H,2H2,1H3,(H,12,13)	null	CC(C(C(=O)CC(=O)C(=O)O)O)O	-1.13421381	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
9	1	N/A	-83.97768925367959	C7H10O6	[M - H]-	JODNECOOAJMIKX	InChI=1S/C7H10O6/c1-3(6(10)11)4(7(12)13)2-5(8)9/h3-4H,2H2,1H3,(H,8,9)(H,10,11)(H,12,13)	butane-1,2,3-tricarboxylate	CC(C(CC(=O)O)C(=O)O)C(=O)O	-0.699999988	13116440;20229550	EcoCyc Mine;PubChem:(13116440 20229550);YMDB Mine	51539607554
10	1	N/A	-84.33867203397493	C7H10O6	[M - H]-	JBJFMONKIKZMPK	InChI=1S/C7H10O6/c1-3(8)6(11)4(9)2-5(10)7(12)13/h4,6,9,11H,2H2,1H3,(H,12,13)	(4R,5S)-4,5-dihydroxy-2,6-dioxoheptanoate	CC(=O)C(C(CC(=O)C(=O)O)O)O	-1.89999998	44176391;46878465;74940737	EcoCyc Mine;PubChem:(44176391 46878465 74940737);YMDB Mine;CHEBI:(58868 51822);KEGG Mine	60129542178
