rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1511921414292464	-100.39664932740428	C18H28O6	[M - H]-	LSCOUNAGRUEYQF	InChI=1S/C18H28O6/c19-15(11-6-3-7-13-17(21)22)9-4-1-2-5-10-16(20)12-8-14-18(23)24/h1-3,5-6,10,15-16,19-20H,4,7-9,11-14H2,(H,21,22)(H,23,24)	null	C(CC(C=CC=CCCC(CC=CCCC(=O)O)O)O)CC(=O)O	1.70000005	100934915	PubChem:(100934915)	2
2	1	N/A	-123.48037911102756	C18H28O6	[M - H]-	ZDADMCPDUNEBIX	InChI=1S/C18H28O6/c1-10-2-3-11-6-13(20)8-16(22)18(11)15(10)5-4-12(19)7-14(21)9-17(23)24/h2-3,6,10,12-16,18-22H,4-5,7-9H2,1H3,(H,23,24)	DES(2-methylbutanoyl)pravastatin	CC1C=CC2=CC(CC(C2C1CCC(CC(CC(=O)O)O)O)O)O	0.100000001	18943821;22856170;54540741;57116114;58746973;67676252;67731032;67837474;129627075;131707445;133688146	PubChem:(18943821 22856170 54540741 57116114 58746973 67676252 67731032 67837474 129627075 131707445 133688146);CHEBI:(63655);KEGG Mine	8589934626
3	1	N/A	-124.79950382200457	C18H28O6	[M - H]-	NFMFXNRSBJMBQV	InChI=1S/C18H28O6/c19-16(20)12-10-8-6-4-2-1-3-5-7-9-11-15(13-17(21)22)14-18(23)24/h9,11,13H,1-8,10,12,14H2,(H,19,20)(H,21,22)(H,23,24)	null	C(CCCCCC(=O)O)CCCCC=CC(=CC(=O)O)CC(=O)O	4.5	71618842	PubChem:(71618842)	2
4	1	N/A	-128.11043524122425	C18H28O6	[M - H]-	AENCTEDXCKWQHS	InChI=1S/C18H28O6/c1-12(8-13(2)9-14(3)10-17(21)22)6-4-5-7-16(20)15(11-19)18(23)24/h4,6,9-10,12,15-16,19-20H,5,7-8,11H2,1-3H3,(H,21,22)(H,23,24)	null	CC(CC(=CC(=CC(=O)O)C)C)C=CCCC(C(CO)C(=O)O)O	2.5	44715228;93326830;93326832;124893122;124893123	PubChem:(44715228 93326830 93326832 124893122 124893123);COCONUT:(CNP0129062)	2097154
5	1	N/A	-135.94923787455596	C18H28O6	[M - H]-	CUUJOWFVENYEFV	InChI=1S/C18H28O6/c1-2-3-4-5-12(19)6-8-14-15(17(22)11-16(14)21)10-13(20)7-9-18(23)24/h3-4,6,8,12,14-17,19,21-22H,2,5,7,9-11H2,1H3,(H,23,24)	null	CCC=CCC(C=CC1C(CC(C1CC(=O)CCC(=O)O)O)O)O	0.100000001	101826713	PubChem:(101826713)	2
6	1	N/A	-142.83301004761122	C18H28O6	[M - H]-	PNMQXVKPOLDJNF	InChI=1S/C18H28O6/c1-14(20)6-5-9-17(23)13-18(24)12-16(22)8-4-2-3-7-15(21)10-11-19/h11,18,24H,2-10,12-13H2,1H3	null	CC(=O)CCCC(=O)CC(CC(=O)CCCCCC(=O)CC=O)O	1.4857986	""	KEGG Mine	8589934592
7	1	N/A	-143.64157092281292	C18H28O6	[M - H]-	VOQRGSSWZVXUPG	InChI=1S/C18H28O6/c1-10-6-7-11-8-12(19)9-15(21)16(11)13(10)4-2-3-5-14(20)17(22)18(23)24/h6-8,10,12-17,19-22H,2-5,9H2,1H3,(H,23,24)	null	CC1C=CC2=CC(CC(C2C1CCCCC(C(C(=O)O)O)O)O)O	0.899999976	67836871	PubChem:(67836871)	2
8	1	N/A	-148.12593370046483	C18H28O6	[M - H]-	COHMXZMSKHAYTO	InChI=1S/C18H28O6/c1-5-9-21-15-13(19)14(20)16(22-10-6-2)18(24-12-8-4)17(15)23-11-7-3/h5-8,13-20H,1-4,9-12H2	(1R,2S,3R,4S,5S,6R)-3,4,5,6-tetrakis(prop-2-enoxy)cyclohexane-1,2-diol	C=CCOC1C(C(C(C(C1OCC=C)OCC=C)OCC=C)O)O	1.0	15666729;20624711	PubChem:(15666729 20624711)	2
9	1	N/A	-151.7697550455093	C18H28O6	[M - H]-	DGFWCVNNKJUVMS	InChI=1S/C18H28O6/c1-2-3-7-10-14(19)16(21)13-17(22)15(20)11-8-5-4-6-9-12-18(23)24/h2-13H2,1H3,(H,23,24)	null	CCCCCC(=O)C(=O)CC(=O)C(=O)CCCCCCCC(=O)O	2.79999995	20243435	PubChem:(20243435)	2
10	1	N/A	-153.36896606620917	C18H28O6	[M - H]-	PJAAKFHMQLYVGV	InChI=1S/C18H28O6/c1-2-3-4-7-13(19)10-11-16-14(8-5-6-9-17(21)22)15(20)12-18(23)24-16/h5-6,10-11,13-16,19-20H,2-4,7-9,12H2,1H3,(H,21,22)	11-dehydro-2,3-dinor Thromboxane B2	CCCCCC(C=CC1C(C(CC(=O)O1)O)CC=CCC(=O)O)O	1.89999998	23725778;35024510;35024516;35024530;52194088;52194090;69676236;71771383;90967303;122176732;124672222;124672223;134689685	COCONUT:(CNP0282679);Natural Products:(UNPD152415);PubChem:(23725778 35024510 35024516 35024530 52194088 52194090 69676236 71771383 90967303 122176732 124672222 124672223 134689685);SuperNatural:(SN00236447);MeSH:(35024530);PubMed	3178566
11	1	N/A	-155.79260376503225	C18H28O6	[M - H]-	LMHPGXCVTLJEFD	InChI=1S/C18H28O6/c1-5-9-21-15-13(19)16(22-10-6-2)18(24-12-8-4)17(14(15)20)23-11-7-3/h5-8,13-20H,1-4,9-12H2	(1R,3S,4R,6R)-2,4,5,6-tetrakis(prop-2-enoxy)cyclohexane-1,3-diol	C=CCOC1C(C(C(C(C1O)OCC=C)OCC=C)OCC=C)O	1.0	11772178;91353654	PubChem:(11772178 91353654);PubMed	66
12	1	N/A	-163.57029028942233	C18H28O6	[M - H]-	ITJDOBLQMSYZKK	InChI=1S/C18H28O6/c1-11-4-5-12-9-13(19)10-15(20)17(12)14(11)6-8-18(23,24)7-2-3-16(21)22/h4-5,9,11,13-15,17,19-20,23-24H,2-3,6-8,10H2,1H3,(H,21,22)	null	CC1C=CC2=CC(CC(C2C1CCC(CCCC(=O)O)(O)O)O)O	0.300000012	67836869	PubChem:(67836869)	2
13	1	N/A	-164.20797640117001	C18H28O6	[M - H]-	HDTGWQPPFNOFJL	InChI=1S/C18H28O6/c1-21-17(19)11-13(15-7-3-5-9-23-15)14(12-18(20)22-2)16-8-4-6-10-24-16/h15-16H,3-12H2,1-2H3	null	COC(=O)CC(=C(CC(=O)OC)C1CCCCO1)C2CCCCO2	2.0999999	71105138;78009994	PubChem:(71105138 78009994)	2
14	1	N/A	-168.4496277057036	C18H28O6	[M - H]-	YVDGMINJYVQOKF	InChI=1S/C18H28O6/c1-3-17(19)23-13-5-11-21-15-7-9-16(10-8-15)22-12-6-14-24-18(20)4-2/h3-4,15-16H,1-2,5-14H2	null	C=CC(=O)OCCCOC1CCC(CC1)OCCCOC(=O)C=C	2.9000001	57167880	PubChem:(57167880)	2
