rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.15232548168639945	-85.29180428690621	C8H10O7	[M - H]-	XMVHHPVYLMNGGI	InChI=1S/C8H10O7/c9-5-3(7(12)13)1-2(6(10)11)4(5)8(14)15/h2-5,9H,1H2,(H,10,11)(H,12,13)(H,14,15)	null	C1C(C(C(C1C(=O)O)O)C(=O)O)C(=O)O	-1.10000002	68223168	PubChem:(68223168)	2
2	1	N/A	-101.39662204210344	C8H10O7	[M - H]-	FYJILLULJOJMCO	InChI=1S/C8H10O7/c9-5(10)2-1-4(3-6(11)12)7(13)8(14)15/h4H,1-3H2,(H,9,10)(H,11,12)(H,14,15)	null	C(CC(=O)O)C(CC(=O)O)C(=O)C(=O)O	-1.0	57289181	PubChem:(57289181)	2
3	1	N/A	-101.42451977419414	C8H10O7	[M - H]-	BJLUUFUWPFXENM	InChI=1S/C8H10O7/c1-4(9)15-8(14)5(2-6(10)11)3-7(12)13/h5H,2-3H2,1H3,(H,10,11)(H,12,13)	null	CC(=O)OC(=O)C(CC(=O)O)CC(=O)O	-1.10000002	57238458;57450446	PubChem:(57238458 57450446)	2
4	1	N/A	-107.9991887885163	C8H10O7	[M - H]-	LZBHXTRAABTGQU	InChI=1S/C8H10O7/c1-3(2-4(9)10)6(11)5(7(12)13)8(14)15/h3,5H,2H2,1H3,(H,9,10)(H,12,13)(H,14,15)	null	CC(CC(=O)O)C(=O)C(C(=O)O)C(=O)O	-0.866533518	""	KEGG Mine	8589934592
5	1	N/A	-108.72292882868469	C8H10O7	[M - H]-	BBQZETGJZMBOKR	InChI=1S/C8H10O7/c9-5(10)3-1-2-4(6(11)12)8(3,15)7(13)14/h3-4,15H,1-2H2,(H,9,10)(H,11,12)(H,13,14)	null	C1CC(C(C1C(=O)O)(C(=O)O)O)C(=O)O	-0.899999976	129989748	PubChem:(129989748)	2
6	1	N/A	-109.8443072379466	C8H10O7	[M - H]-	NQXPEVJVTYLHCH	InChI=1S/C8H10O7/c1-3(7(12)13)6(11)4(8(14)15)2-5(9)10/h3-4H,2H2,1H3,(H,9,10)(H,12,13)(H,14,15)	null	CC(C(=O)C(CC(=O)O)C(=O)O)C(=O)O	-0.866533518	""	KEGG Mine	8589934592
7	1	N/A	-110.38119421124705	C8H10O7	[M - H]-	ILBSZMGZKFLKKL	InChI=1S/C8H10O7/c9-5(3-7(12)13)1-4(8(14)15)2-6(10)11/h2,5,9H,1,3H2,(H,10,11)(H,12,13)(H,14,15)	null	C(C(CC(=O)O)O)C(=CC(=O)O)C(=O)O	-0.899596572	""	KEGG Mine	8589934592
8	1	N/A	-111.37196224252924	C8H10O7	[M - H]-	UXROGKAFMWBKJC	InChI=1S/C8H10O7/c1-3(9)4(6(10)11)2-5(7(12)13)8(14)15/h4-5H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CC(=O)C(CC(C(=O)O)C(=O)O)C(=O)O	-0.699999988	89040707	PubChem:(89040707)	2
9	1	N/A	-113.36220528344764	C8H10O7	[M - H]-	DQWPDYGSJSIYJP	InChI=1S/C8H10O7/c9-5(3-7(12)13)1-4(8(14)15)2-6(10)11/h4H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	null	C(C(CC(=O)O)C(=O)O)C(=O)CC(=O)O	-1.39999998	57309457	PubChem:(57309457)	2
10	1	N/A	-114.68858173665582	C8H10O7	[M - H]-	NSMGYCSHTNIQJI	InChI=1S/C8H10O7/c1-2(9)13-8-4(11)6-5(15-8)3(10)7(12)14-6/h3-6,8,10-11H,1H3	null	CC(=O)OC1C(C2C(O1)C(C(=O)O2)O)O	-1.5	67926934;67926936	PubChem:(67926934 67926936)	2
