rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08936798168633697	-47.0470544020461	C8H10O6	[M - H]-	DPWKCJJZMKDKGH	InChI=1S/C8H10O6/c9-5(7(12)8(13)14)3-1-2-4-6(10)11/h1-4H2,(H,10,11)(H,13,14)	null	C(CCC(=O)O)CC(=O)C(=O)C(=O)O	0.200000003	19382529;19382530	PubChem:(19382529 19382530)	2
2	1	N/A	-54.308723649231275	C8H10O6	[M - H]-	BHRIXYJQLORMRO	InChI=1S/C8H10O6/c9-5(3-7(11)12)1-2-6(10)4-8(13)14/h1-4H2,(H,11,12)(H,13,14)	null	C(CC(=O)CC(=O)O)C(=O)CC(=O)O	-1.10000002	18374587;19382535	PubChem:(18374587 19382535)	2
3	1	N/A	-60.5896458728349	C8H10O6	[M - H]-	OMFWHSRZHVVVAL	InChI=1S/C8H10O6/c9-5(1-2-7(11)12)3-6(10)4-8(13)14/h1-4H2,(H,11,12)(H,13,14)	Succinylacetoacetate	C(CC(=O)O)C(=O)CC(=O)CC(=O)O	-1.10000002	125181	HMDB:(240258);PubChem:(125181);CHEBI:(87999);PubChem class - bio and metabolites;MeSH:(125181);PubMed;KEGG Mine	8606711918
4	1	N/A	-67.20780097259427	C8H10O6	[M - H]-	YHULVGQYSIRZGM	InChI=1S/C8H10O6/c9-5(2-1-3-7(11)12)4-6(10)8(13)14/h1-4H2,(H,11,12)(H,13,14)	null	C(CC(=O)CC(=O)C(=O)O)CC(=O)O	-0.699999988	54509044	PubChem:(54509044);KEGG Mine	8589934594
5	1	N/A	-67.21995708378175	C8H10O6	[M - H]-	FQOJBGJIYAAJNN	InChI=1S/C8H10O6/c1-3(9)5(7(11)12)6(4(2)10)8(13)14/h5-6H,1-2H3,(H,11,12)(H,13,14)	2,3-diacetylbutanedioic acid	CC(=O)C(C(C(=O)C)C(=O)O)C(=O)O	-0.899999976	22126011	PubChem:(22126011)	2
6	1	N/A	-67.39983778442028	C8H10O6	[M - H]-	CGFYSPFBQHBBHT	InChI=1S/C8H10O6/c9-6(10)2-1-5(3-7(11)12)4-8(13)14/h3H,1-2,4H2,(H,9,10)(H,11,12)(H,13,14)	null	C(CC(=O)O)C(=CC(=O)O)CC(=O)O	-0.300000012	87899913;91591157	PubChem:(87899913 91591157);KEGG Mine	8589934594
7	1	N/A	-70.08115470122227	C8H10O6	[M - H]-	DURUCUXIOUNYND	InChI=1S/C8H10O6/c9-4-2-1-3-8(14,7(12)13)5-6(10)11/h9,14H,1,3,5H2,(H,10,11)(H,12,13)	null	C(CC(CC(=O)O)(C(=O)O)O)C#CO	-0.495812356	""	KEGG Mine	8589934592
8	1	N/A	-73.0071299943364	C8H10O6	[M - H]-	ZMRQFVFRTQDYNR	InChI=1S/C8H10O6/c1-4(9)8(5(2)10,7(13)14)3-6(11)12/h3H2,1-2H3,(H,11,12)(H,13,14)	2,2-diacetylbutanedioic acid	CC(=O)C(CC(=O)O)(C(=O)C)C(=O)O	-1.10000002	20502773	PubChem:(20502773)	2
9	1	N/A	-75.78566731137731	C8H10O6	[M - H]-	WXZASCSXAMHFCX	InChI=1S/C8H10O6/c9-6(10)3-1-2-5(8(13)14)4-7(11)12/h4H,1-3H2,(H,9,10)(H,11,12)(H,13,14)	cis-dihomoaconitate	C(CC(=CC(=O)O)C(=O)O)CC(=O)O	-0.300000012	19882272;25244889;25244890	KEGG:(C20581);PubChem:(19882272 25244889 25244890);CHEBI:(72710 72708);Biocyc:(CPD-153);PubChem class - bio and metabolites	16779554
10	1	N/A	-78.91644527866454	C8H10O6	[M - H]-	VYVGIGXSTFDGAO	InChI=1S/C8H10O6/c9-6(10)3-1-2-5(8(13)14)4-7(11)12/h2H,1,3-4H2,(H,9,10)(H,11,12)(H,13,14)	null	C(CC(=O)O)C=C(CC(=O)O)C(=O)O	-0.5	91536866;121299764;121299765	PubChem:(91536866 121299764 121299765);KEGG Mine	8589934594
11	1	N/A	-79.16107021542345	C8H10O6	[M - H]-	WSUPAQJKZJGIEM	InChI=1S/C8H10O6/c1-4(7(10)11)5(8(12)13)3-6(9)14-2/h3H2,1-2H3,(H,10,11)(H,12,13)	null	CC(=C(CC(=O)OC)C(=O)O)C(=O)O	-0.300000012	22289595;88004240;91076832	EcoCyc Mine;PubChem:(22289595 88004240 91076832);YMDB Mine;KEGG Mine	60129542146
12	1	N/A	-80.61031236525865	C8H10O6	[M - H]-	JWECVJBAGODTTM	InChI=1S/C8H10O6/c9-5(1-3-7(11)12)6(10)2-4-8(13)14/h1-4H2,(H,11,12)(H,13,14)	null	C(CC(=O)O)C(=O)C(=O)CCC(=O)O	-1.5	129657156	PubChem:(129657156)	2
13	1	N/A	-81.44235044323322	C8H10O6	[M - H]-	UXIRKWUPNDKLNY	InChI=1S/C8H10O6/c9-3-1-2-8(14,4-6(10)11)5-7(12)13/h9,14H,2,4-5H2,(H,10,11)(H,12,13)	null	C(C#CO)C(CC(=O)O)(CC(=O)O)O	-1.0	87757644	PubChem:(87757644)	2
14	1	N/A	-82.57151360413985	C8H10O6	[M - H]-	GDSOZVZXVXTJMI	InChI=1S/C8H10O6/c1-4(7(11)12)5(8(13)14)2-3-6(9)10/h2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	3-Pentene-1,3,4-tricarboxylic acid	CC(=C(CCC(=O)O)C(=O)O)C(=O)O	-0.300000012	15559607;53439508;90473564	PubChem:(15559607 53439508 90473564);YMDB Mine;KEGG Mine	42949672962
15	1	N/A	-82.67469147126295	C8H10O6	[M - H]-	WOSCOTACTLIKOF	InChI=1S/C8H10O6/c1-13-6(9)3-5(8(11)12)4-7(10)14-2/h3H,4H2,1-2H3,(H,11,12)	null	COC(=O)CC(=CC(=O)OC)C(=O)O	-0.0404418707	""	YMDB Mine;KEGG Mine	42949672960
16	1	N/A	-83.73884972697559	C8H10O6	[M - H]-	PUKMZFHODWZNDU	InChI=1S/C8H10O6/c1-4(8(13)14-2)5(7(11)12)3-6(9)10/h3H2,1-2H3,(H,9,10)(H,11,12)	null	CC(=C(CC(=O)O)C(=O)O)C(=O)OC	-0.0958374739	""	EcoCyc Mine;YMDB Mine	51539607552
17	1	N/A	-85.54987995758245	C8H10O6	[M - H]-	BVLMYGJZKUVKNG	InChI=1S/C8H10O6/c1-2-4(7(11)12)5(8(13)14)3-6(9)10/h2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CCC(=C(CC(=O)O)C(=O)O)C(=O)O	-0.200000003	121299746;121299769	PubChem:(121299746 121299769)	2
18	1	N/A	-85.73121224093879	C8H10O6	[M - H]-	QHKZRCGXSWASDA	InChI=1S/C8H10O6/c1-4(7(11)12)5(3-6(9)10)8(13)14-2/h3H2,1-2H3,(H,9,10)(H,11,12)	null	CC(=C(CC(=O)O)C(=O)OC)C(=O)O	-0.0958374739	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
19	1	N/A	-85.76549670411892	C8H10O6	[M - H]-	UNZSWJPPXMIDLK	InChI=1S/C8H10O6/c1-4(9)7(8(13)14)5(10)2-3-6(11)12/h7H,2-3H2,1H3,(H,11,12)(H,13,14)	2-acetyl-3-oxohexanedioic acid	CC(=O)C(C(=O)CCC(=O)O)C(=O)O	-1.0	19373914	PubChem:(19373914)	2
20	1	N/A	-86.09609488667894	C8H10O6	[M - H]-	ZVCGZKGXIZPVOC	InChI=1S/C8H10O6/c1-2-3(6(9)10)5(8(13)14)4(2)7(11)12/h2-5H,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CC1C(C(C1C(=O)O)C(=O)O)C(=O)O	-0.600000024	89746652	PubChem:(89746652)	2
21	1	N/A	-87.01396749724637	C8H10O6	[M - H]-	HUIFRRVDYSWLLY	InChI=1S/C8H10O6/c9-6(10)3-1-5(8(13)14)2-4-7(11)12/h1H,2-4H2,(H,9,10)(H,11,12)(H,13,14)	2-Pentene-1,3,5-tricarboxylic acid	C(CC(=O)O)C(=CCC(=O)O)C(=O)O	-0.5	19352988;53896925	PubChem:(19352988 53896925)	2
22	1	N/A	-87.91045147259649	C8H10O6	[M - H]-	OIFRLAAXRXOLIG	InChI=1S/C8H10O6/c1-14-8(13)4-6(10)2-5(9)3-7(11)12/h2-4H2,1H3,(H,11,12)	null	COC(=O)CC(=O)CC(=O)CC(=O)O	-0.5	88550945	PubChem:(88550945)	2
23	1	N/A	-89.08051241974536	C8H10O6	[M - H]-	XIECTETUPIYSLZ	InChI=1S/C8H10O6/c9-6(10)3-1-4(7(11)12)5(2-3)8(13)14/h3-5H,1-2H2,(H,9,10)(H,11,12)(H,13,14)	1,2,4-Cyclopentanetricarboxylic acid	C1C(CC(C1C(=O)O)C(=O)O)C(=O)O	-0.699999988	14093617	PubChem:(14093617)	2
24	1	N/A	-90.81419100992969	C8H10O6	[M - H]-	VMEHELMQANOVGX	InChI=1S/C8H10O6/c1-3(2)4(7(11)12)5(9)6(10)8(13)14/h3-4H,1-2H3,(H,11,12)(H,13,14)	null	CC(C)C(C(=O)C(=O)C(=O)O)C(=O)O	-0.107763395	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
25	1	N/A	-93.25740150113229	C8H10O6	[M - H]-	APEIRVRVASSEMF	InChI=1S/C8H10O6/c9-5-4-8(14,7(12)13)3-1-2-6(10)11/h9,14H,1-3H2,(H,10,11)(H,12,13)	null	C(CC(=O)O)CC(C#CO)(C(=O)O)O	-0.495812356	""	KEGG Mine	8589934592
26	1	N/A	-95.53335437718508	C8H10O6	[M - H]-	QGOHAIQQTCRJGM	InChI=1S/C8H10O6/c1-13-7(11)3-5(9)6(10)4-8(12)14-2/h3-4H2,1-2H3	null	COC(=O)CC(=O)C(=O)CC(=O)OC	-0.400000006	129769305	PubChem:(129769305)	2
