rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.07809253441694565	-128.11008751816888	C8H10O4	[M - H2O - H]-	AVRKXFCIJCOTQD	InChI=1S/C8H10O4/c9-7(10)5-3-1-2-4-6-8(11)12/h3-6H2,(H,9,10)(H,11,12)	null	C(CC(=O)O)C#CCCC(=O)O	0.200000003	21221807;21221808	PubChem:(21221807 21221808)	2
2	1	N/A	-142.40107625288266	C8H10O4	[M - H2O - H]-	KFSFYULNZLBYEU	InChI=1S/C8H10O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1,3,5-6H2,(H,9,10)(H,11,12)	null	C(CC#CCC(=O)O)CC(=O)O	0.300000012	54457506	PubChem:(54457506)	2
3	1	N/A	-147.79490705465682	C8H10O4	[M - H2O - H]-	NMGKPNVMWNTCIR	InChI=1S/C8H10O4/c1-5(3-4-7(9)10)6(2)8(11)12/h5-6H,1-2H3,(H,9,10)(H,11,12)	null	CC(C#CC(=O)O)C(C)C(=O)O	1.10000002	135036844	PubChem:(135036844)	2
4	1	N/A	-147.87095458956995	C8H10O4	[M - H2O - H]-	PBXSLXVIZJUPCB	InChI=1S/C8H10O4/c1-4-3-6(5(2)12-4)7(9)8(10)11/h3,7,9H,1-2H3,(H,10,11)	null	CC1=CC(=C(O1)C)C(C(=O)O)O	0.699999988	82412599	PubChem:(82412599)	2
5	1	N/A	-148.4794735384656	C8H10O4	[M - H2O - H]-	RYECXTCQEAEXPA	InChI=1S/C8H10O4/c1-5(7(9)10)3-4-6(2)8(11)12/h5-6H,1-2H3,(H,9,10)(H,11,12)	null	CC(C#CC(C)C(=O)O)C(=O)O	0.800000012	57314825	PubChem:(57314825)	2
6	1	N/A	-151.97082321388655	C8H10O4	[M - H2O - H]-	VATCWAOLAOUIKM	InChI=1S/C8H10O4/c1-3-5(7(9)10)6(4-2)8(11)12/h3-4H,1-2H3,(H,9,10)(H,11,12)	null	CC=C(C(=CC)C(=O)O)C(=O)O	0.899999976	129815188	PubChem:(129815188)	2
7	1	N/A	-152.3035099729566	C8H10O4	[M - H2O - H]-	GFKKWXWZHCUYEN	InChI=1S/C8H10O4/c1-3-6(4-7(9)10)5(2)8(11)12/h3H,1,4H2,2H3,(H,9,10)(H,11,12)	null	CC(=C(CC(=O)O)C=C)C(=O)O	1.10000002	134585055	PubChem:(134585055)	2
8	1	N/A	-153.97931360936187	C8H10O4	[M - H2O - H]-	OAEVHAGNMAGWLR	InChI=1S/C8H10O4/c1-3-5(7(9)10)6(4-2)8(11)12/h3-6H,1-2H2,(H,9,10)(H,11,12)	null	C=CC(C(C=C)C(=O)O)C(=O)O	0.899999976	12914645	PubChem:(12914645)	2
9	1	N/A	-155.3598302223257	C8H10O4	[M - H2O - H]-	GTJJZOXIKFNHJS	InChI=1S/C8H10O4/c9-3-5-1-7(11)6(4-10)2-8(5)12/h1-2,9-12H,3-4H2	1,4-Benzenedimethanol, 2,5-dihydroxy-	C1=C(C(=CC(=C1O)CO)O)CO	0.5	12689033	PubChem:(12689033)	2
10	1	N/A	-156.03893624410335	C8H10O4	[M - H2O - H]-	CVBRANHABGEYIW	InChI=1S/C8H10O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4,7-12H	[3-(dihydroxymethyl)phenyl]methanediol	C1=CC(=CC(=C1)C(O)O)C(O)O	-1.0	4961426	PubChem:(4961426);EcoCyc Mine	17179869186
