rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1526324051005417	-63.85243694394985	C13H25NO3	[M - H]-	FHRQTSVMKLZYME	InChI=1S/C13H25NO3/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H2,14,15)(H,16,17)	null	C(CCCCCC(=O)N)CCCCCC(=O)O	3.032094	85711399	PubChem:(85711399)	2
2	1	N/A	-76.3162906761194	C13H25NO3	[M - H]-	BELVNCZESLKXKX	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-9-11(15)10-12(14)13(16)17/h12H,2-10,14H2,1H3,(H,16,17)	null	CCCCCCCCCC(=O)CC(C(=O)O)N	0.400000006	118470599	PubChem:(118470599)	2
3	1	N/A	-80.41808654167244	C13H25NO3	[M - H]-	RLGHMRUFQCRLNP	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-12(15)11(14)9-10-13(16)17/h11H,2-10,14H2,1H3,(H,16,17)	null	CCCCCCCCC(=O)C(CCC(=O)O)N	0.200000003	118152528	PubChem:(118152528)	2
4	1	N/A	-110.24149342957139	C13H25NO3	[M - H]-	OTCPFLQLKHMDHY	InChI=1S/C13H25NO3/c1-2-14-12(15)10-8-6-4-3-5-7-9-11-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	10EtNHCO capric acid	CCNC(=O)CCCCCCCCCC(=O)O	2.79999995	454075	PubChem:(454075);PubMed	66
5	1	N/A	-114.07140022943936	C13H25NO3	[M - H]-	ZCSPAHTTYKQASA	InChI=1S/C13H25NO3/c1-11(2)10-12(14-17)8-6-4-3-5-7-9-13(15)16/h11-12H,3-10H2,1-2H3,(H,15,16)	null	CC(C)CC(CCCCCCCC(=O)O)N=O	3.5	91296565	PubChem:(91296565)	2
6	1	N/A	-123.39326136974393	C13H25NO3	[M - H]-	IIDGBJOYKUNRBW	InChI=1S/C13H25NO3/c1-11(15)12(13(16)17)9-7-5-3-2-4-6-8-10-14/h12H,2-10,14H2,1H3,(H,16,17)	null	CC(=O)C(CCCCCCCCCN)C(=O)O	0.200000003	134211022	PubChem:(134211022)	2
7	1	N/A	-123.55250419639643	C13H25NO3	[M - H]-	KEFPPVZKJYLFNT	InChI=1S/C13H25NO3/c1-2-3-9-12(15)11(13(16)17)8-6-4-5-7-10-14/h11H,2-10,14H2,1H3,(H,16,17)	null	CCCCC(=O)C(CCCCCCN)C(=O)O	0.0	88521958	PubChem:(88521958)	2
8	1	N/A	-123.68530505323554	C13H25NO3	[M - H]-	RQHJEVXWUMJRHZ	InChI=1S/C13H25NO3/c1-2-3-4-8-11-14-12(15)9-6-5-7-10-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	6HexNHCO caproic acid	CCCCCCNC(=O)CCCCCC(=O)O	2.5999999	454079	PubChem:(454079);PubMed	66
9	1	N/A	-125.00965960190801	C13H25NO3	[M - H]-	UWWSNDOXKFGUKP	InChI=1S/C13H25NO3/c1-2-11-14-12(15)9-7-5-3-4-6-8-10-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	9 PrNHCO nonan acid	CCCNC(=O)CCCCCCCCC(=O)O	2.70000005	454076	PubChem:(454076);PubMed	66
10	1	N/A	-127.91569611864314	C13H25NO3	[M - H]-	JSPMXQSAQOIHJM	InChI=1S/C13H25NO3/c1-12(15)14-11-9-7-5-3-2-4-6-8-10-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	ACMC-20mahy	CC(=O)NCCCCCCCCCCC(=O)O	2.79999995	454085	PubChem:(454085);PubMed	66
11	1	N/A	-128.50900984006566	C13H25NO3	[M - H]-	WUFPURUUSKLABF	InChI=1S/C13H25NO3/c1-2-3-4-6-9-12(15)14-11-8-5-7-10-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	6HexCONH caproic acid	CCCCCCC(=O)NCCCCCC(=O)O	2.5999999	1714333;454088	PubChem:(1714333 454088);PubMed	66
12	1	N/A	-128.62108232477053	C13H25NO3	[M - H]-	HVVZLBDFLWUCCX	InChI=1S/C13H25NO3/c1-2-3-8-11-14-12(15)9-6-4-5-7-10-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	7PeNHCO hept acid	CCCCCNC(=O)CCCCCCC(=O)O	2.5999999	454078	PubChem:(454078);PubMed	66
13	1	N/A	-130.44381807056703	C13H25NO3	[M - H]-	NIZCRTGCTDRNFK	InChI=1S/C13H25NO3/c1-2-3-9-12(15)14-11-8-6-4-5-7-10-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	ACMC-20mphh	CCCCC(=O)NCCCCCCCC(=O)O	2.5999999	454086	PubChem:(454086);PubMed	66
14	1	N/A	-132.49953509618794	C13H25NO3	[M - H]-	CQAVQVDUQGPFMT	InChI=1S/C13H25NO3/c1-11(2)10-12(14-17)8-6-4-3-5-7-9-13(15)16/h11,17H,3-10H2,1-2H3,(H,15,16)	null	CC(C)CC(=NO)CCCCCCCC(=O)O	3.20000005	9964800;87886808	PubChem:(9964800 87886808)	2
15	1	N/A	-132.79390501327526	C13H25NO3	[M - H]-	ADUDGWPTTFAFJY	InChI=1S/C13H25NO3/c1-11(2)10-12(15)14-9-7-5-3-4-6-8-13(16)17/h11H,3-10H2,1-2H3,(H,14,15)(H,16,17)	null	CC(C)CC(=O)NCCCCCCCC(=O)O	2.5	120242365	PubChem:(120242365)	2
16	1	N/A	-134.9152728381516	C13H25NO3	[M - H]-	DTCUPVCHKLANCE	InChI=1S/C13H25NO3/c1-2-3-11-14-12(15)9-7-5-4-6-8-10-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	8BuNHCO caprylic acid	CCCCNC(=O)CCCCCCCC(=O)O	2.5999999	454077	PubChem:(454077);PubMed	66
