rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09787066990273105	-41.24047339920049	C9H12O6	[M - H]-	WTNDADANUZETTI	InChI=1S/C9H12O6/c10-7(11)4-1-2-5(8(12)13)6(3-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,4-Cyclohexanetricarboxylic acid	C1CC(C(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	10900038;12616203;12616204;11020285;11344952;54448897;93978751	PubChem:(10900038 12616203 12616204 11020285 11344952 54448897 93978751);PubChem class - safety and toxic	67108866
2	1	N/A	-45.11041226100998	C9H12O6	[M - H]-	JEBXNNPMFYXVHS	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-5(8(12)13)6(4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	1,2,3-Cyclohexanetricarboxylic acid	C1CC(C(C(C1)C(=O)O)C(=O)O)C(=O)O	-0.100000001	15937112;131439866	PubChem:(15937112 131439866)	2
3	1	N/A	-59.35121311279505	C9H12O6	[M - H]-	FTHDNRBKSLBLDA	InChI=1S/C9H12O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h4-6H,1-3H2,(H,10,11)(H,12,13)(H,14,15)	Cyclohexane-1,3,5-tricarboxylate	C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O	-0.300000012	349732;4740704;5245474;101386638	PubChem class - safety and toxic;PubChem:(349732 4740704 5245474 101386638);PubMed	67108930
4	1	N/A	-69.65332544992346	C9H12O6	[M - H]-	WSTMKVCIZYFCNZ	InChI=1S/C9H12O6/c1-3-4(7(10)11)2-5(8(12)13)6(3)9(14)15/h3-6H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	3-methylcyclopentane-1,2,4-tricarboxylic acid	CC1C(CC(C1C(=O)O)C(=O)O)C(=O)O	-0.300000012	19427578	PubChem:(19427578)	2
5	1	N/A	-75.96484986952264	C9H12O6	[M - H]-	XFYJUUAYBAROCG	InChI=1S/C9H12O6/c10-6(1-3-8(12)13)5-7(11)2-4-9(14)15/h1-5H2,(H,12,13)(H,14,15)	4,6-dioxononanedioic acid	C(CC(=O)O)C(=O)CC(=O)CCC(=O)O	-1.29999995	59648926	PubChem:(59648926)	2
6	1	N/A	-78.6838628199874	C9H12O6	[M - H]-	BHGFHDVICVAGJQ	InChI=1S/C9H12O6/c10-6(4-5-8(12)13)2-1-3-7(11)9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)CCC(=O)O)CC(=O)C(=O)O	-1.0	86036616	PubChem:(86036616);PubMed	66
7	1	N/A	-79.56679548191424	C9H12O6	[M - H]-	COXCAIMNKVAQRT	InChI=1S/C9H12O6/c1-3-2-4(7(10)11)6(9(14)15)5(3)8(12)13/h3-6H,2H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CC1CC(C(C1C(=O)O)C(=O)O)C(=O)O	-0.300000012	89746654	PubChem:(89746654)	2
8	1	N/A	-89.59172121315521	C9H12O6	[M - H]-	MOSKDFRIVUCXQN	InChI=1S/C9H12O6/c10-6(2-1-3-8(12)13)4-7(11)5-9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)CC(=O)CC(=O)O)CC(=O)O	-0.699999988	87603170	PubChem:(87603170)	2
9	1	N/A	-90.18562641346023	C9H12O6	[M - H]-	PEEHVBBZEAEYOI	InChI=1S/C9H12O6/c10-6(4-8(12)13)2-1-3-7(11)5-9(14)15/h1-5H2,(H,12,13)(H,14,15)	3,7-dioxononanedioic acid	C(CC(=O)CC(=O)O)CC(=O)CC(=O)O	-0.699999988	20074517	PubChem:(20074517)	2
10	1	N/A	-92.44715523607748	C9H12O6	[M - H]-	HZCDXJOPMCUIDB	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-6(9(14)15)5-8(12)13/h3H,1-2,4-5H2,(H,10,11)(H,12,13)(H,14,15)	null	C(CC=C(CC(=O)O)C(=O)O)CC(=O)O	0.206155539	""	KEGG Mine	8589934592
11	1	N/A	-105.47955879981346	C9H12O6	[M - H]-	UKLQBUXAIRYRQT	InChI=1S/C9H12O6/c1-2-3-5(8(12)13)6(9(14)15)4-7(10)11/h2-4H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CCCC(=C(CC(=O)O)C(=O)O)C(=O)O	0.400000006	58544302	PubChem:(58544302)	2
12	1	N/A	-106.01994365978757	C9H12O6	[M - H]-	NGULBISQWGMRGK	InChI=1S/C9H12O6/c10-7(11)4-2-1-3-6(9(14)15)5-8(12)13/h5H,1-4H2,(H,10,11)(H,12,13)(H,14,15)	cis-(homo)3aconitate	C(CCC(=O)O)CC(=CC(=O)O)C(=O)O	0.200000003	25244228;25244229;129662406	KEGG:(C20582);PubChem:(25244228 25244229 129662406);CHEBI:(72711 72712);Biocyc:(CPD-319);PubChem class - bio and metabolites	16779554
13	1	N/A	-106.668238668644	C9H12O6	[M - H]-	VTKMMIMBEJFRMB	InChI=1S/C9H12O6/c1-5(8(12)13)6(9(14)15)3-2-4-7(10)11/h2-4H2,1H3,(H,10,11)(H,12,13)(H,14,15)	null	CC(=C(CCCC(=O)O)C(=O)O)C(=O)O	0.392859459	""	KEGG Mine	8589934592
14	1	N/A	-107.58100687324048	C9H12O6	[M - H]-	XPENUEKNMSNPNU	InChI=1S/C9H12O6/c10-6(2-1-3-8(12)13)7(11)4-5-9(14)15/h1-5H2,(H,12,13)(H,14,15)	null	C(CC(=O)C(=O)CCC(=O)O)CC(=O)O	-1.20000005	88134873	PubChem:(88134873)	2
