rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.0776267972132073	-105.54273546514663	C10H20O5	[M - H]-	GUNMVLHNVGGINR	InChI=1S/C10H20O5/c1-4(2)15-10-7(12)5(3)6(11)8(13)9(10)14/h4-14H,1-3H3	null	CC1C(C(C(C(C1O)OC(C)C)O)O)O	-1.0	58183846	PubChem:(58183846)	2
2	1	N/A	-107.48262514342517	C10H20O5	[M - H]-	BCURJZWUPAGIDE	InChI=1S/C10H20O5/c1-12-7-5-6(11)8(13-2)10(15-4)9(7)14-3/h6-11H,5H2,1-4H3	(1R,2S,3R,4S,5R)-2,3,4,5-tetramethoxycyclohexan-1-ol	COC1CC(C(C(C1OC)OC)OC)O	-0.600000024	21602329;137399327	PubChem:(21602329 137399327)	2
3	1	N/A	-109.96775987711146	C10H20O5	[M - H]-	UXBYYUGVEABGIK	InChI=1S/C10H20O5/c1-5(11)8(12)3-7-4-9(13)10(14)6(2)15-7/h5-14H,3-4H2,1-2H3	null	CC1C(C(CC(O1)CC(C(C)O)O)O)O	-1.0	102447763	PubChem:(102447763)	2
4	1	N/A	-112.5015083145248	C10H20O5	[M - H]-	ULOVOIBCGNMSBU	InChI=1S/C10H20O5/c1-6-9(13-3)8(11)10(14-4)7(15-6)5-12-2/h6-11H,5H2,1-4H3	null	CC1C(C(C(C(O1)COC)OC)O)OC	-0.600000024	90192350	PubChem:(90192350)	2
5	1	N/A	-115.22108196485667	C10H20O5	[M - H]-	WQCTWRFXRIJQDK	InChI=1S/C10H20O5/c1-10(2,3)4-5(11)7(13)9(15)8(14)6(4)12/h4-9,11-15H,1-3H3	6-tert-butylcyclohexane-1,2,3,4,5-pentol	CC(C)(C)C1C(C(C(C(C1O)O)O)O)O	-1.10000002	59004472	PubChem:(59004472)	2
6	1	N/A	-117.33507238553625	C10H20O5	[M - H]-	DXBVKPLLZWEMHC	InChI=1S/C10H20O5/c1-3-4-5-14-6-7-15-9(8-13-2)10(11)12/h9H,3-8H2,1-2H3,(H,11,12)	null	CCCCOCCOC(COC)C(=O)O	0.699999988	103224001	PubChem:(103224001)	2
7	1	N/A	-118.18084295502555	C10H20O5	[M - H]-	XEYSMOKQHJJCMD	InChI=1S/C10H20O5/c1-5(2)14-4-7-9(12)10(13)8(11)6(3)15-7/h5-13H,4H2,1-3H3	null	CC1C(C(C(C(O1)COC(C)C)O)O)O	-0.899999976	134285974	PubChem:(134285974)	2
8	1	N/A	-118.54120877396035	C10H20O5	[M - H]-	XEYKARIAVRDJFX	InChI=1S/C10H20O5/c1-3-4-5-14-10(11)15-9-8-13-7-6-12-2/h3-9H2,1-2H3	null	CCCCOC(=O)OCCOCCOC	1.5	87247678	PubChem:(87247678)	2
9	1	N/A	-118.82039438309278	C10H20O5	[M - H]-	DSVIVAWCYPNQFH	InChI=1S/C10H20O5/c1-3-5-13-6-7-14-8-9(10(11)12)15-4-2/h9H,3-8H2,1-2H3,(H,11,12)	null	CCCOCCOCC(C(=O)O)OCC	0.699999988	63686255	PubChem:(63686255)	2
10	1	N/A	-119.39794534830327	C10H20O5	[M - H]-	IHDJDIFRJDDVQW	InChI=1S/C10H20O5/c1-4(2)7(12)6-8(13)5(3-11)9(14)10(6)15/h4-15H,3H2,1-2H3	null	CC(C)C(C1C(C(C(C1O)O)CO)O)O	-0.200000003	71058443;71058447;71058506;71058509	PubChem:(71058443 71058447 71058506 71058509)	2
