rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11702764673667937	-27.73352020581634	C7H12O6	[M - H2O - H]-	AAWZDTNXLSGCEK	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	L-Quinate	C1C(C(C(CC1(C(=O)O)O)O)O)O	-2.4000001	1064;6508;37439;1560034;1268037;6560875;6971023;17751038;57817184;59400405	HMDB:(3072);SuperNatural:(SN00301797 SN00001739 SN00002573 SN00368035 SN00302919 SN00017899);ZINC bio:(ZINC00895164 ZINC01764753 ZINC12343390);additional;MeSH:(6508);Plantcyc:(QUINATE);PubMed;NORMAN:(NS00006789);COCONUT:(CNP0163128 CNP0205647);KNApSAcK:(1201);Natural Products:(UNPD77472 UNPD157674 UNPD68951 UNPD93570);PubChem:(1064 6508 37439 1560034 1268037 6560875 6971023 17751038 57817184 59400405);YMDB Mine;CHEBI:(36124 29751 17521);PubChem class - bio and metabolites;KEGG:(C00296);PubChem class - safety and toxic;Training Set;Biocyc:(QUINATE)	34447747454
2	1	N/A	-56.98151182295294	C7H12O6	[M - H2O - H]-	LEGKFFOJNIWCEE	InChI=1S/C7H12O6/c1-2-3(8)4(9)5(10)6(11)7(12)13/h3-5,8-10H,2H2,1H3,(H,12,13)	null	CCC(C(C(C(=O)C(=O)O)O)O)O	-1.29999995	91206158	PubChem:(91206158)	2
3	1	N/A	-60.44148034510097	C7H12O6	[M - H2O - H]-	XLUYLABOMAPKDS	InChI=1S/C7H12O6/c8-2-7(13)1-3(9)4(10)5(11)6(7)12/h3-5,8-11,13H,1-2H2	null	C1C(C(C(C(=O)C1(CO)O)O)O)O	-2.5999999	54476305	PubChem:(54476305)	2
4	1	N/A	-61.45559459910278	C7H12O6	[M - H2O - H]-	YYPABUKAWQJAHV	InChI=1S/C7H12O6/c8-3-1-2-7(13,6(11)12)5(10)4(3)9/h3-5,8-10,13H,1-2H2,(H,11,12)	1,2,3,4-tetrahydroxycyclohexane-1-carboxylic acid	C1CC(C(C(C1O)O)O)(C(=O)O)O	-1.79999995	60075359	PubChem:(60075359)	2
5	1	N/A	-65.46440710260372	C7H12O6	[M - H2O - H]-	UYALSVMNGFGUFS	InChI=1S/C7H12O6/c1-3(8)6(12)7(13)4(9)2-5(10)11/h4,6-7,9,12-13H,2H2,1H3,(H,10,11)	null	CC(=O)C(C(C(CC(=O)O)O)O)O	-1.82146311	""	KEGG Mine	8589934592
6	1	N/A	-71.09888174208659	C7H12O6	[M - H2O - H]-	AIWQPISYMLVBSY	InChI=1S/C7H12O6/c1-3(8)6(11)4(9)2-5(10)7(12)13/h3-4,6,8-9,11H,2H2,1H3,(H,12,13)	null	CC(C(C(CC(=O)C(=O)O)O)O)O	-1.38410902	""	EcoCyc Mine;KEGG Mine	25769803776
7	1	N/A	-74.08353359002085	C7H12O6	[M - H2O - H]-	CYSWIPRIRWOXDQ	InChI=1S/C7H12O6/c8-2-1-3(9)5(10)6(11)4(2)7(12)13/h2-6,8-11H,1H2,(H,12,13)	null	C1C(C(C(C(C1O)O)O)C(=O)O)O	-1.5	23423183	PubChem:(23423183)	2
8	1	N/A	-78.24001051756055	C7H12O6	[M - H2O - H]-	OQVOQYAAXTYVGI	InChI=1S/C7H12O6/c8-4(6(11)7(12)13)2-1-3-5(9)10/h4,6,8,11H,1-3H2,(H,9,10)(H,12,13)	null	C(CC(C(C(=O)O)O)O)CC(=O)O	-0.779384732	""	KEGG Mine	8589934592
9	1	N/A	-79.38863452637877	C7H12O6	[M - H2O - H]-	YUDJSLZVULFZQQ	InChI=1S/C7H12O6/c8-2-4(10)1-5(11)7(13)6(12)3-9/h3,5-8,11-13H,1-2H2	null	C(C(C(C(C=O)O)O)O)C(=O)CO	-3.0999999	129858117	PubChem:(129858117)	2
10	1	N/A	-80.6600574334399	C7H12O6	[M - H2O - H]-	XEOHTDSEVJXMMN	InChI=1S/C7H12O6/c8-4(9)2-1-3-5(10)6(11)7(12)13-3/h3,5-7,10-12H,1-2H2,(H,8,9)	null	C(CC(=O)O)C1C(C(C(O1)O)O)O	-1.37112737	""	KEGG Mine	8589934592
11	1	N/A	-80.82621766665467	C7H12O6	[M - H2O - H]-	MKYXPRPPBOHTNJ	InChI=1S/C7H12O6/c8-2-1-4(10)6(12)7(13)5(11)3-9/h3,5-8,11-13H,1-2H2	null	C(CO)C(=O)C(C(C(C=O)O)O)O	-2.08167863	""	YMDB Mine	34359738368
12	1	N/A	-83.24416014994964	C7H12O6	[M - H2O - H]-	VFZFUKWNZRDVTB	InChI=1S/C7H12O6/c8-3-1-2(7(12)13)4(9)6(11)5(3)10/h2-6,8-11H,1H2,(H,12,13)	2,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid	C1C(C(C(C(C1O)O)O)O)C(=O)O	-2.0	5317449;14236908;58630318;91409471;101510064;117807479;118700317;124084358	EcoCyc Mine;PubChem:(5317449 14236908 58630318 91409471 101510064 117807479 118700317 124084358);YMDB Mine;KEGG Mine	60129542146
13	1	N/A	-83.28721007651473	C7H12O6	[M - H2O - H]-	BCMRVSLDXLDMRV	InChI=1S/C7H12O6/c8-1-2-3(9)5(11)7(13)6(12)4(2)10/h1-7,9-13H	null	C(=O)C1C(C(C(C(C1O)O)O)O)O	-3.0999999	90983755	PubChem:(90983755)	2
14	1	N/A	-84.8108867133744	C7H12O6	[M - H2O - H]-	KUHWEOMXZLYQPV	InChI=1S/C7H12O6/c1-7(13)5(11)3(9)2(8)4(10)6(7)12/h2-5,8-11,13H,1H3	null	CC1(C(C(C(C(C1=O)O)O)O)O)O	-3.0999999	89370865	PubChem:(89370865)	2
15	1	N/A	-87.17403040769062	C7H12O6	[M - H2O - H]-	CXYZSWWCZWNPRR	InChI=1S/C7H13O6/c8-1-4-6(11)7(12)5(10)3(9)2-13-4/h2-12H,1H2/q+1	null	[CH+]1C(C(C(C(C(O1)CO)O)O)O)O	-2.70000005	101575621	PubChem:(101575621)	2
16	1	N/A	-87.79343673677228	C7H12O6	[M - H2O - H]-	KWOXOXXDSUUXFO	InChI=1S/C7H12O6/c1-3(9)5(11)7(13)6(12)4(10)2-8/h2,4-7,10-13H,1H3	null	CC(=O)C(C(C(C(C=O)O)O)O)O	-3.0	129266564	PubChem:(129266564)	2
17	1	N/A	-89.27644690600481	C7H12O6	[M - H2O - H]-	LOSSTUZJHAJKOL	InChI=1S/C7H12O6/c1-2(6(10)11)5-3(8)4(9)7(12)13-5/h2-5,7-9,12H,1H3,(H,10,11)	null	CC(C1C(C(C(O1)O)O)O)C(=O)O	-1.79999995	90724063;89083113	PubChem:(90724063 89083113)	2
18	1	N/A	-89.64660028146022	C7H12O6	[M - H2O - H]-	JCZFNXYQGNLHDQ	InChI=1S/C7H12O6/c8-2-7(13)1-3(9)4(10)5(11)6(7)12/h4-6,8,10-13H,1-2H2	Valiolone	C1C(=O)C(C(C(C1(CO)O)O)O)O	-3.0	443630;10631648;10888790;10910402;10198023;11138001;22771057;25201795;25201976;25240452;25240494;69729810;101037032;101037035;101037036;102290074;101466299	COCONUT:(CNP0104575);PubChem:(443630 10631648 10888790 10910402 10198023 11138001 22771057 25201795 25201976 25240452 25240494 69729810 101037032 101037035 101037036 102290074 101466299);CHEBI:(84187 131717 29704 84361);PubChem class - bio and metabolites;MeSH:(25201795);KEGG:(C17694 C21282 C12113 C17691);Plantcyc:(CPD-9663);PubMed;Biocyc:(CPD-18780 CPD-9664 CPD-9663 CPD-18781)	19007846
19	1	N/A	-90.21369716471004	C7H12O6	[M - H2O - H]-	AAHRJKZEZREZSD	InChI=1S/C7H12O6/c8-2-1-3(9)6(11)4(5(2)10)7(12)13/h2-6,8-11H,1H2,(H,12,13)	null	C1C(C(C(C(C1O)O)C(=O)O)O)O	-1.5	69026137	PubChem:(69026137)	2
20	1	N/A	-90.56443813753386	C7H12O6	[M - H2O - H]-	FRJFSXPZORGLKO	InChI=1S/C7H12O6/c8-2-3-1-7(13,6(11)12)5(10)4(3)9/h3-5,8-10,13H,1-2H2,(H,11,12)	null	C1C(C(C(C1(C(=O)O)O)O)O)CO	-1.39999998	89952791	PubChem:(89952791)	2
21	1	N/A	-91.60704979453516	C7H12O6	[M - H2O - H]-	CFOHQFFAIBKREF	InChI=1S/C7H12O6/c1-3(9)5(11)7(13)6(12)4(10)2-8/h2-5,7,9-11,13H,1H3	null	CC(C(C(C(=O)C(C=O)O)O)O)O	-2.5	91333835	PubChem:(91333835);PubMed	66
22	1	N/A	-92.58353399795178	C7H12O6	[M - H2O - H]-	YUNDSNOOZOZADG	InChI=1S/C7H12O6/c1-3(9)5(11)7(13)6(12)4(10)2-8/h2-3,5-7,9,11-13H,1H3	null	CC(C(C(C(C(=O)C=O)O)O)O)O	-2.5	131848506	PubChem:(131848506)	2
23	1	N/A	-96.37656206958542	C7H12O6	[M - H2O - H]-	UIIRZPZULHZUIL	InChI=1S/C7H12O6/c1-3(9)5(11)7(13)6(12)4(10)2-8/h5-8,11-13H,2H2,1H3	null	CC(=O)C(C(C(C(=O)CO)O)O)O	-2.16588616	""	KEGG Mine	8589934592
24	1	N/A	-99.76435734875199	C7H12O6	[M - H2O - H]-	ZMMGVEQQQWRSJQ	InChI=1S/C7H12O6/c8-2-4-7(12)6(11)3(13-4)1-5(9)10/h3-4,6-8,11-12H,1-2H2,(H,9,10)	null	C(C1C(C(C(O1)CO)O)O)C(=O)O	-1.89999998	14133458;54554907	PubChem:(14133458 54554907)	2
25	1	N/A	-102.76334114398482	C7H12O6	[M - H2O - H]-	PKGOKQOWOMBQBE	InChI=1S/C7H12O6/c1-7(13)5(11)3(9)2(8)4(10)6(7)12/h2-3,5-6,8-9,11-13H,1H3	null	CC1(C(C(C(C(=O)C1O)O)O)O)O	-3.0999999	130143719	PubChem:(130143719)	2
26	1	N/A	-102.84670648434512	C7H12O6	[M - H2O - H]-	WDPXRLXXUXSYTG	InChI=1S/C7H12O6/c8-1-3(9)5(11)7-6(12)4(10)2-13-7/h1,3-7,9-12H,2H2	null	C1C(C(C(O1)C(C(C=O)O)O)O)O	-2.36357546	""	YMDB Mine	34359738368
27	1	N/A	-103.12393910421001	C7H12O6	[M - H2O - H]-	IHADVZPGQYQGLH	InChI=1S/C7H12O6/c1-3(9)5(11)7(13)6(12)4(10)2-8/h4,6-8,10,12-13H,2H2,1H3	null	CC(=O)C(=O)C(C(C(CO)O)O)O	-2.9000001	88002580;87134350	PubChem:(88002580 87134350);KEGG Mine	8589934594
28	1	N/A	-103.13662696712325	C7H12O6	[M - H2O - H]-	ODJCVFHKLSQDJM	InChI=1S/C7H12O6/c1-2-3(8)4(6(10)11)5(9)7(12)13/h3-5,8-9H,2H2,1H3,(H,10,11)(H,12,13)	null	CCC(C(C(C(=O)O)O)C(=O)O)O	-0.855168879	""	KEGG Mine	8589934592
29	1	N/A	-103.80493268457208	C7H12O6	[M - H2O - H]-	WPYIIOBBHVHZHY	InChI=1S/C7H12O6/c1-13-6(11)2-4(9)7(12)5(10)3-8/h3-5,7,9-10,12H,2H2,1H3	null	COC(=O)CC(C(C(C=O)O)O)O	-1.50114739	""	KEGG Mine	8589934592
30	1	N/A	-105.4239451237561	C7H12O6	[M - H2O - H]-	GJPAHGDXALCCPU	InChI=1S/C7H12O6/c1-3(8)6(11)4(7(12)13)2-5(9)10/h3-4,6,8,11H,2H2,1H3,(H,9,10)(H,12,13)	null	CC(C(C(CC(=O)O)C(=O)O)O)O	-1.60000002	123477214	PubChem:(123477214)	2
31	1	N/A	-106.04979778406411	C7H12O6	[M - H2O - H]-	MREHQORCEIAQON	InChI=1S/C7H12O6/c8-4(3-6(10)11)1-2-5(9)7(12)13/h4-5,8-9H,1-3H2,(H,10,11)(H,12,13)	null	C(CC(C(=O)O)O)C(CC(=O)O)O	-1.20000005	91235416	PubChem:(91235416);PubMed	66
32	1	N/A	-106.4758263161295	C7H12O6	[M - H2O - H]-	KECVEWRVUJTIHH	InChI=1S/C7H12O6/c8-3-1-2-4(6(10)11)5(9)7(12)13/h4-5,8-9H,1-3H2,(H,10,11)(H,12,13)	null	C(CC(C(C(=O)O)O)C(=O)O)CO	-1.29999995	44423272	PubChem:(44423272);PubMed;KEGG Mine	8589934658
33	1	N/A	-106.97502948717197	C7H12O6	[M - H2O - H]-	KAZKRYKLWIFMIR	InChI=1S/C7H12O6/c1-3(9)5(11)7(13)6(12)4(10)2-8/h3-5,8-11H,2H2,1H3	null	CC(C(C(=O)C(=O)C(CO)O)O)O	-2.5999999	53985187;53985188;53985190	PubChem:(53985187 53985188 53985190)	2
34	1	N/A	-107.2236105302211	C7H12O6	[M - H2O - H]-	VZWJNJPCHUUNSH	InChI=1S/C7H12O6/c1-2(8)3(9)6-4(10)5(11)7(12)13-6/h3-7,9-12H,1H3	null	CC(=O)C(C1C(C(C(O1)O)O)O)O	-2.20000005	121366706	PubChem:(121366706)	2
35	1	N/A	-107.6730115396814	C7H12O6	[M - H2O - H]-	YHDLYZATZKYYJQ	InChI=1S/C7H12O6/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h3-7,9-12H,1H3	null	COC1C(C(C(=O)C(C1O)O)O)O	-2.70000005	130149105	PubChem:(130149105);KEGG Mine	8589934594
36	1	N/A	-108.24554245045283	C7H12O6	[M - H2O - H]-	FXBYCEFPDYRXIM	InChI=1S/C7H12O6/c8-2-1-7(13,3-5(9)10)4-6(11)12/h8,13H,1-4H2,(H,9,10)(H,11,12)	null	C(CO)C(CC(=O)O)(CC(=O)O)O	-1.89999998	87313805	PubChem:(87313805)	2
37	1	N/A	-108.9623675680248	C7H12O6	[M - H2O - H]-	JMJDYARJARZACD	InChI=1S/C7H12O6/c1-7(2,13)3(5(9)10)4(8)6(11)12/h3-4,8,13H,1-2H3,(H,9,10)(H,11,12)	null	CC(C)(C(C(C(=O)O)O)C(=O)O)O	-1.06351733	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
38	1	N/A	-109.28416401084694	C7H12O6	[M - H2O - H]-	DDGKELBXAXCUNU	InChI=1S/C7H12O6/c1-3(9)5(11)7(13)6(12)4(10)2-8/h2,4-7,9-13H,1H2	null	C=C(C(C(C(C(C=O)O)O)O)O)O	-2.70000005	118590892	PubChem:(118590892)	2
