rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1164684649046395	-83.03769724312812	C11H20O7	[M - H2O - H]-	KGYRGKPWETYOCP	InChI=1S/C11H20O7/c1-2-3-4-5-6(12)7(13)8(14)9(15)10(16)11(17)18/h7-10,13-16H,2-5H2,1H3,(H,17,18)	null	CCCCCC(=O)C(C(C(C(C(=O)O)O)O)O)O	-1.10000002	88326503	PubChem:(88326503)	2
2	1	N/A	-86.78762622384838	C11H20O7	[M - H2O - H]-	KDNPOPNFKGSIOG	InChI=1S/C11H20O7/c12-10(13)2-1-4-16-6-8-18-9-7-17-5-3-11(14)15/h1-9H2,(H,12,13)(H,14,15)	null	C(CC(=O)O)COCCOCCOCCC(=O)O	-0.899999976	75202538	PubChem:(75202538)	2
3	1	N/A	-91.12344601062776	C11H20O7	[M - H2O - H]-	HVGNUNSPMYIGNZ	InChI=1S/C11H20O7/c12-7(1-3-8(13)5-10(15)16)2-4-9(14)6-11(17)18/h7-9,12-14H,1-6H2,(H,15,16)(H,17,18)	null	C(CC(CC(=O)O)O)C(CCC(CC(=O)O)O)O	-1.20000005	57007265	PubChem:(57007265)	2
4	1	N/A	-95.86161211618499	C11H20O7	[M - H2O - H]-	IIJANPZWKGWNHJ	InChI=1S/C11H20O7/c12-7-9(14)8(13)5-6-18-11(17)4-2-1-3-10(15)16/h8-9,12-14H,1-7H2,(H,15,16)	null	C(CCC(=O)OCCC(C(CO)O)O)CC(=O)O	-1.29999995	87439912	PubChem:(87439912)	2
5	1	N/A	-97.66034618852785	C11H20O7	[M - H2O - H]-	KQOVHYGUGMACLH	InChI=1S/C11H20O7/c12-7(13)5-3-1-2-4-6-8(14)9(15)10(16)11(17)18-6/h6,8-11,14-17H,1-5H2,(H,12,13)	null	C(CCC1C(C(C(C(O1)O)O)O)O)CCC(=O)O	-1.29999995	101152750;123690395	PubChem:(101152750 123690395)	2
6	1	N/A	-98.15633316520477	C11H20O7	[M - H2O - H]-	JRLNRIWGQAPIJV	InChI=1S/C11H20O7/c12-4-5-16-6-7-17-8-9-18-11(15)3-1-2-10(13)14/h12H,1-9H2,(H,13,14)	5-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]-5-oxopentanoic acid	C(CC(=O)O)CC(=O)OCCOCCOCCO	-1.10000002	23070336;23070337	PubChem:(23070336 23070337)	2
7	1	N/A	-106.7901327179809	C11H20O7	[M - H2O - H]-	AJVSHXDZRYRQAN	InChI=1S/C11H20O7/c1-5-6(9(15)8(14)4-12)2-11(18,10(16)17)3-7(5)13/h5-9,12-15,18H,2-4H2,1H3,(H,16,17)	null	CC1C(CC(CC1O)(C(=O)O)O)C(C(CO)O)O	-2.0	90224715	PubChem:(90224715)	2
8	1	N/A	-118.50049189158416	C11H20O7	[M - H2O - H]-	TUFFVJVUWWOXJF	InChI=1S/C11H20O7/c1-6(12)16-4-7(13)9(14)10(15)8-5-17-11(2,3)18-8/h7-10,13-15H,4-5H2,1-3H3	null	CC(=O)OCC(C(C(C1COC(O1)(C)C)O)O)O	-1.5	101082768	PubChem:(101082768)	2
9	1	N/A	-120.50888533745612	C11H20O7	[M - H2O - H]-	ZQVDLSQMSBGQIT	InChI=1S/C11H20O7/c12-3-1-10(15)17-5-2-9(8-14)7-11(16)18-6-4-13/h9,12-14H,1-8H2	null	C(COC(=O)CCO)C(CC(=O)OCCO)CO	-1.60000002	118533334	PubChem:(118533334)	2
10	1	N/A	-121.43384259446725	C11H20O7	[M - H2O - H]-	JIKGKGXHUDETNF	InChI=1S/C11H20O7/c1-2-16-5-6-18-8-7-17-4-3-9(10(12)13)11(14)15/h9H,2-8H2,1H3,(H,12,13)(H,14,15)	null	CCOCCOCCOCCC(C(=O)O)C(=O)O	-0.200000003	25178904	PubChem:(25178904)	2
11	1	N/A	-126.68026892994557	C11H20O7	[M - H2O - H]-	QBNJMRGAYCYOQF	InChI=1S/C11H20O7/c1-2-3-4-9(15)18-6-8(14)11(17)10(16)7(13)5-12/h7,10-13,16-17H,2-6H2,1H3	null	CCCCC(=O)OCC(=O)C(C(C(CO)O)O)O	-1.29999995	87655111	PubChem:(87655111)	2
12	1	N/A	-127.37528647859202	C11H20O7	[M - H2O - H]-	HBYPMVOUUKWLGF	InChI=1S/C11H20O7/c1-5(12)3-7(11(17)18)4-8(13)9(14)6(2)10(15)16/h5-9,12-14H,3-4H2,1-2H3,(H,15,16)(H,17,18)	null	CC(CC(CC(C(C(C)C(=O)O)O)O)C(=O)O)O	-0.899999976	90364715	PubChem:(90364715)	2
13	1	N/A	-129.10306242051752	C11H20O7	[M - H2O - H]-	KRAYFKGURHDDSF	InChI=1S/C11H20O7/c12-6-4-2-1-3-5-7-18-11(17)9(14)8(13)10(15)16/h8-9,12-14H,1-7H2,(H,15,16)	null	C(CCCO)CCCOC(=O)C(C(C(=O)O)O)O	-0.300000012	91026784	PubChem:(91026784)	2
14	1	N/A	-131.47730977613728	C11H20O7	[M - H2O - H]-	WIIVJVBDZCKIGO	InChI=1S/C11H20O7/c1-2-3-4-7(12)5-6-18-11(17)9(14)8(13)10(15)16/h7-9,12-14H,2-6H2,1H3,(H,15,16)	null	CCCCC(CCOC(=O)C(C(C(=O)O)O)O)O	0.0	90831960	PubChem:(90831960)	2
15	1	N/A	-133.85028351375482	C11H20O7	[M - H2O - H]-	GOZMQCAVODEBSR	InChI=1S/C11H20O7/c1-2-3-4-9(15)18-6-8(14)11(17)10(16)7(13)5-12/h8,10-12,14,16-17H,2-6H2,1H3	null	CCCCC(=O)OCC(C(C(C(=O)CO)O)O)O	-1.29999995	87655114	PubChem:(87655114)	2
16	1	N/A	-137.06360354782234	C11H20O7	[M - H2O - H]-	CXCXVOLUWFTWCU	InChI=1S/C11H20O7/c1-7(12)5-3-2-4-6-18-11(17)9(14)8(13)10(15)16/h7-9,12-14H,2-6H2,1H3,(H,15,16)	null	CC(CCCCCOC(=O)C(C(C(=O)O)O)O)O	-0.400000006	91354737	PubChem:(91354737)	2
17	1	N/A	-137.3339196299229	C11H20O7	[M - H2O - H]-	FUOUQSMHRPBDFO	InChI=1S/C11H20O7/c1-6(13)17-10(7(14)4-12)9(15)8-5-16-11(2,3)18-8/h7-10,12,14-15H,4-5H2,1-3H3	null	CC(=O)OC(C(CO)O)C(C1COC(O1)(C)C)O	-1.5	101082765	PubChem:(101082765)	2
18	1	N/A	-137.36229872995008	C11H20O7	[M - H2O - H]-	RTFBAGKXABQYBH	InChI=1S/C11H20O7/c1-2-3-17-18-9-8-15-5-4-14-6-7-16-10-11(12)13/h2H,1,3-10H2,(H,12,13)	null	C=CCOOCCOCCOCCOCC(=O)O	-0.100000001	89407152	PubChem:(89407152)	2
19	1	N/A	-138.1942825836168	C11H20O7	[M - H2O - H]-	PWTJMDPIFGUSRB	InChI=1S/C11H20O7/c12-7-9(13)8-17-5-6-18-11(16)4-2-1-3-10(14)15/h9,12-13H,1-8H2,(H,14,15)	null	C(CCC(=O)OCCOCC(CO)O)CC(=O)O	-1.20000005	87604184	PubChem:(87604184)	2
20	1	N/A	-138.42519528815566	C11H20O7	[M - H2O - H]-	WHHUVFFGDJPIKV	InChI=1S/C11H20O7/c1-2-3-4-9(15)18-6-8(14)11(17)10(16)7(13)5-12/h7-8,10,12-14,16H,2-6H2,1H3	null	CCCCC(=O)OCC(C(=O)C(C(CO)O)O)O	-1.29999995	54430778	PubChem:(54430778);PubMed	66
21	1	N/A	-138.7272475557787	C11H20O7	[M - H2O - H]-	QXYQHNGXTXSTQR	InChI=1S/C11H20O7/c1-2-4-7(12)5-3-6-18-11(17)9(14)8(13)10(15)16/h7-9,12-14H,2-6H2,1H3,(H,15,16)	null	CCCC(CCCOC(=O)C(C(C(=O)O)O)O)O	-0.200000003	91578446	PubChem:(91578446)	2
22	1	N/A	-138.78181909106604	C11H20O7	[M - H2O - H]-	ZIRJEKHLBMYJGY	InChI=1S/C11H20O7/c1-3-6(4-7(12)13)18-11-10(16)9(15)8(14)5(2)17-11/h5-6,8-11,14-16H,3-4H2,1-2H3,(H,12,13)	null	CCC(CC(=O)O)OC1C(C(C(C(O1)C)O)O)O	-1.10000002	70641623;90162015;90162016;90162018	PubChem:(70641623 90162015 90162016 90162018)	2
23	1	N/A	-138.86717549148534	C11H20O7	[M - H2O - H]-	WTYVSHHTYNYJPY	InChI=1S/C11H20O7/c1-2-3-4-5-7(12)6-18-11(17)9(14)8(13)10(15)16/h7-9,12-14H,2-6H2,1H3,(H,15,16)	null	CCCCCC(COC(=O)C(C(C(=O)O)O)O)O	0.200000003	91384466	PubChem:(91384466)	2
24	1	N/A	-139.19643051357298	C11H20O7	[M - H2O - H]-	IKQMHDOEPULNKT	InChI=1S/C11H20O7/c1-10(12)18-9-8-17-7-6-16-5-4-15-3-2-11(13)14/h2-9H2,1H3,(H,13,14)	null	CC(=O)OCCOCCOCCOCCC(=O)O	-0.800000012	121219126	PubChem:(121219126)	2
25	1	N/A	-139.45716288707212	C11H20O7	[M - H2O - H]-	OIZZMBLOIXIEQD	InChI=1S/C11H20O7/c12-5-6-17-10(15)3-1-2-4-11(16)18-8-9(14)7-13/h9,12-14H,1-8H2	null	C(CCC(=O)OCC(CO)O)CC(=O)OCCO	-0.32417351	87604185	PubChem:(87604185)	2
26	1	N/A	-141.7642840548568	C11H20O7	[M - H2O - H]-	QUVMRUWGJMBVBJ	InChI=1S/C11H20O7/c1-6(13)17-7(4-12)9(14)10(15)8-5-16-11(2,3)18-8/h7-10,12,14-15H,4-5H2,1-3H3	null	CC(=O)OC(CO)C(C(C1COC(O1)(C)C)O)O	-1.5	101082764	PubChem:(101082764)	2
27	1	N/A	-142.18870697830184	C11H20O7	[M - H2O - H]-	DSCDDFGVMRHNET	InChI=1S/C11H20O7/c1-15-4-5-16-6-7-17-8-9-18-11(14)3-2-10(12)13/h2-9H2,1H3,(H,12,13)	null	COCCOCCOCCOC(=O)CCC(=O)O	-0.899999976	57549977	PubChem:(57549977)	2
28	1	N/A	-142.32419955506677	C11H20O7	[M - H2O - H]-	XHEHXOIAFXFVDK	InChI=1S/C11H20O7/c1-2-7(12)5-3-4-6-18-11(17)9(14)8(13)10(15)16/h7-9,12-14H,2-6H2,1H3,(H,15,16)	null	CCC(CCCCOC(=O)C(C(C(=O)O)O)O)O	-0.200000003	91500252	PubChem:(91500252)	2
29	1	N/A	-142.9585637511896	C11H20O7	[M - H2O - H]-	VGWIMCUAFADWMY	InChI=1S/C11H20O7/c1-7(12)3-10(15)17-5-9(14)6-18-11(16)4-8(2)13/h7-9,12-14H,3-6H2,1-2H3	[2-hydroxy-3-[(3R)-3-hydroxybutanoyl]oxypropyl] (3R)-3-hydroxybutanoate	CC(CC(=O)OCC(COC(=O)CC(C)O)O)O	-1.20000005	58769364	PubChem:(58769364)	2
