rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.10204848238495774	-135.441861315417	C8H10O4	[M - H2O - H]-	DFOATKRXQLALOL	InChI=1S/C8H10O4/c9-2-1-6-7(11)3-5(10)4-8(6)12/h3-4,9-12H,1-2H2	null	C1=C(C=C(C(=C1O)CCO)O)O	0.400000006	25225202	PubChem:(25225202);PubMed	66
2	1	N/A	-139.42277317513913	C8H10O4	[M - H2O - H]-	YSCXBMAZKWYKCT	InChI=1S/C8H10O4/c9-4-8(12)6-2-1-5(10)3-7(6)11/h1-3,8-12H,4H2	null	C1=CC(=C(C=C1O)O)C(CO)O	0.200000003	10419589	PubChem:(10419589)	2
3	1	N/A	-140.22448089962035	C8H10O4	[M - H2O - H]-	AVRKXFCIJCOTQD	InChI=1S/C8H10O4/c9-7(10)5-3-1-2-4-6-8(11)12/h3-6H2,(H,9,10)(H,11,12)	null	C(CC(=O)O)C#CCCC(=O)O	0.200000003	21221807;21221808	PubChem:(21221807 21221808)	2
4	1	N/A	-142.77019868834986	C8H10O4	[M - H2O - H]-	OTIIJTCPBOEMCV	InChI=1S/C8H10O4/c1-11-12-5-6-2-3-7(9)4-8(6)10/h2-4,9-10H,5H2,1H3	4-(methylperoxymethyl)benzene-1,3-diol	COOCC1=C(C=C(C=C1)O)O	0.899999976	59964496	PubChem:(59964496)	2
5	1	N/A	-144.15933138095096	C8H10O4	[M - H2O - H]-	KFSFYULNZLBYEU	InChI=1S/C8H10O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1,3,5-6H2,(H,9,10)(H,11,12)	null	C(CC#CCC(=O)O)CC(=O)O	0.300000012	54457506	PubChem:(54457506)	2
6	1	N/A	-145.7309291886668	C8H10O4	[M - H2O - H]-	MMXYZEIOTVGGLA	InChI=1S/C8H10O4/c1-4(9)8-6(11)2-5(10)3-7(8)12/h2-4,9-12H,1H3	null	CC(C1=C(C=C(C=C1O)O)O)O	0.899999976	68464592	PubChem:(68464592)	2
7	1	N/A	-150.3499950780116	C8H10O4	[M - H2O - H]-	DJJXVUTXJKFGCD	InChI=1S/C8H10O4/c1-10-8-6(9)4-3-5-7(8)12-11-2/h3-5,9H,1-2H3	null	COC1=C(C=CC=C1OOC)O	1.60000002	87823363	PubChem:(87823363)	2
8	1	N/A	-150.43885891108894	C8H10O4	[M - H2O - H]-	PXMPJJIXWLEXEH	InChI=1S/C8H10O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-3,5H2,(H,9,10)(H,11,12)	oct-2-ynedioic acid	C(CCC(=O)O)CC#CC(=O)O	1.10000002	17789712	PubChem:(17789712);KEGG Mine	8589934594
9	1	N/A	-156.81232808001766	C8H10O4	[M - H2O - H]-	VROYFAVEVBQCAO	InChI=1S/C8H10O4/c9-4-3-5-1-2-6(10)8(12)7(5)11/h1-2,9-12H,3-4H2	null	C1=CC(=C(C(=C1CCO)O)O)O	0.400000006	54407240	PubChem:(54407240)	2
10	1	N/A	-159.31652656355394	C8H10O4	[M - H2O - H]-	PHQBEPWQHBIVEG	InChI=1S/C8H10O4/c1-8(11,12)7-5(9)3-2-4-6(7)10/h2-4,9-12H,1H3	null	CC(C1=C(C=CC=C1O)O)(O)O	1.10000002	54189682	PubChem:(54189682)	2
11	1	N/A	-159.3744081903722	C8H10O4	[M - H2O - H]-	GLBLQXOHMULXPC	InChI=1S/C8H10O4/c1-2-3-4-5-6(7(9)10)8(11)12/h1,6H,3-5H2,(H,9,10)(H,11,12)	null	C#CCCCC(C(=O)O)C(=O)O	1.0	133107890	PubChem:(133107890);PubChem class - bio and metabolites	16777218
12	1	N/A	-159.54119665311958	C8H10O4	[M - H2O - H]-	STXKKNNXPKIUBS	InChI=1S/C8H10O4/c1-2-6(9)5-7(10)3-4-8(11)12/h1H,2-5H2,(H,11,12)	null	[CH]CC(=O)CC(=O)CCC(=O)O	-0.300000012	58498472	PubChem:(58498472)	2
13	1	N/A	-160.0706144037681	C8H10O4	[M - H2O - H]-	ASXBFZBEXQRQLK	InChI=1S/C8H10O4/c9-3-5-1-6(4-10)8(12)2-7(5)11/h1-2,9-12H,3-4H2	null	C1=C(C(=CC(=C1CO)O)O)CO	0.5	66920860	PubChem:(66920860)	2
14	1	N/A	-160.69947145267915	C8H10O4	[M - H2O - H]-	SHDYSUBWGIIRPG	InChI=1S/C8H10O4/c1-2-3-4-5-6(7(9)10)8(11)12/h6H,4-5H2,1H3,(H,9,10)(H,11,12)	2-pent-3-ynylpropanedioic acid	CC#CCCC(C(=O)O)C(=O)O	1.0	19073933	PubChem:(19073933)	2
15	1	N/A	-161.45835447574737	C8H10O4	[M - H2O - H]-	NGGYWVCUKGSCEK	InChI=1S/C8H10O4/c1-3-4-5(2)6(7(9)10)8(11)12/h1,5-6H,4H2,2H3,(H,9,10)(H,11,12)	null	CC(CC#C)C(C(=O)O)C(=O)O	0.899999976	9989646	PubChem:(9989646)	2
16	1	N/A	-162.57934026314652	C8H10O4	[M - H2O - H]-	VOPQQHJNKXQPGL	InChI=1S/C8H10O4/c1-2-6(8(11)12)4-3-5-7(9)10/h1,6H,3-5H2,(H,9,10)(H,11,12)	null	C#CC(CCCC(=O)O)C(=O)O	0.300000012	87281486	PubChem:(87281486)	2
17	1	N/A	-162.62149932178497	C8H10O4	[M - H2O - H]-	MYZUBRFEWKGHDZ	InChI=1S/C8H10O4/c9-6-5-7(10)3-1-2-4-8(11)12/h1-4,9H,5-6H2,(H,11,12)	null	C(CO)C(=O)C=CC=CC(=O)O	0.131993875	""	YMDB Mine	34359738368
18	1	N/A	-163.64868751175263	C8H10O4	[M - H2O - H]-	GFKKWXWZHCUYEN	InChI=1S/C8H10O4/c1-3-6(4-7(9)10)5(2)8(11)12/h3H,1,4H2,2H3,(H,9,10)(H,11,12)	null	CC(=C(CC(=O)O)C=C)C(=O)O	1.10000002	134585055	PubChem:(134585055)	2
19	1	N/A	-163.65115287694567	C8H10O4	[M - H2O - H]-	VATCWAOLAOUIKM	InChI=1S/C8H10O4/c1-3-5(7(9)10)6(4-2)8(11)12/h3-4H,1-2H3,(H,9,10)(H,11,12)	null	CC=C(C(=CC)C(=O)O)C(=O)O	0.899999976	129815188	PubChem:(129815188)	2
20	1	N/A	-163.8094961515148	C8H10O4	[M - H2O - H]-	DBSQNVQVZKTBBV	InChI=1S/C8H10O4/c9-6-4-2-1-3-5-7(10)8(11)12/h9H,1-3,5H2,(H,11,12)	null	C(CCC(=O)C(=O)O)CC#CO	0.978066742	""	KEGG Mine	8589934592
21	1	N/A	-163.91973488658067	C8H10O4	[M - H2O - H]-	OAEVHAGNMAGWLR	InChI=1S/C8H10O4/c1-3-5(7(9)10)6(4-2)8(11)12/h3-6H,1-2H2,(H,9,10)(H,11,12)	null	C=CC(C(C=C)C(=O)O)C(=O)O	0.899999976	12914645	PubChem:(12914645)	2
