rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.06293783726842686	-30.544355161438205	C16H32O4	[M - H2O - H]-	BOVBNBWBCCWHEP	InChI=1S/C16H32O4/c17-14-10-6-2-1-3-7-11-15(18)12-8-4-5-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	Hexadecanoic acid, 8,16-dihydroxy-	C(CCCCO)CCCC(CCCCCCC(=O)O)O	3.5999999	15847409	COCONUT:(CNP0107442);Natural Products:(UNPD40399);PubChem:(15847409);SuperNatural:(SN00315174);KEGG Mine	8593113090
2	1	N/A	-30.544355161438205	C16H32O4	[M - H2O - H]-	PMSKSZKUYILUGQ	InChI=1S/C16H32O4/c17-14-10-6-8-12-15(18)11-7-4-2-1-3-5-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	null	C(CCCCC(CCCCCO)O)CCCCC(=O)O	3.5999999	86097789	PubChem:(86097789);KEGG Mine	8589934594
3	1	N/A	-30.544355161438205	C16H32O4	[M - H2O - H]-	XSIHTLJPWOWWPE	InChI=1S/C16H32O4/c17-14-10-6-2-4-8-12-15(18)11-7-3-1-5-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	9,16-dihydroxy-palmitic acid	C(CCCC(CCCCCCCO)O)CCCC(=O)O	3.5999999	14259006;91820150;130424905	COCONUT:(CNP0330125);Natural Products:(UNPD131259);PubChem:(14259006 91820150 130424905);PubMed;Biocyc:(CPD-17653);KEGG Mine	8592066626
4	1	N/A	-30.544355161438205	C16H32O4	[M - H2O - H]-	VJZBXAQGWLMYMS	InChI=1S/C16H32O4/c17-14-10-6-5-8-12-15(18)11-7-3-1-2-4-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	10,16-dihydroxypalmitate	C(CCCCC(=O)O)CCCC(CCCCCCO)O	3.5999999	441449;10989850;11781204;25201518	HMDB:(37798);SuperNatural:(SN00343254);MeSH:(441449 10989850 11781204);Plantcyc:(9--OR-1016-DIHYDROXYPALMITATE);PubMed;COCONUT:(CNP0346467);KNApSAcK:(7440);Natural Products:(UNPD83246);PubChem:(441449 10989850 11781204 25201518);CHEBI:(692);PubChem class - bio and metabolites;KEGG:(C08285);Biocyc:(1016-DIHYDROXYPALMITATE 9--OR-1016-DIHYDROXYPALMITATE)	20089214
5	1	N/A	-33.194737899327386	C16H32O4	[M - H2O - H]-	LMANRTLZFWQUBL	InChI=1S/C16H32O4/c17-14-10-5-3-1-2-4-7-11-15(18)12-8-6-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	null	C(CCCCC(CCCCCC(=O)O)O)CCCCO	3.5999999	15847410	COCONUT:(CNP0138950);Natural Products:(UNPD193171);PubChem:(15847410);SuperNatural:(SN00402704);KEGG Mine	8593113090
6	1	N/A	-35.51696917051524	C16H32O4	[M - H2O - H]-	NOXKNEVCFXHLDY	InChI=1S/C16H32O4/c17-14-10-6-4-2-1-3-5-7-11-15(18)12-8-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	Hexadecanoic acid, 6,16-dihydroxy-	C(CCCCCO)CCCCC(CCCCC(=O)O)O	3.5999999	21392185	PubChem:(21392185);KEGG Mine	8589934594
7	1	N/A	-35.63965592467663	C16H32O4	[M - H2O - H]-	BSPMELMRFZRVAT	InChI=1S/C16H32O4/c17-13-9-5-3-7-11-15-20-14-10-6-2-1-4-8-12-16(18)19/h17H,1-15H2,(H,18,19)	null	C(CCCCOCCCCCCCO)CCCC(=O)O	4.21489048	""	KEGG Mine	8589934592
8	1	N/A	-35.63965592467663	C16H32O4	[M - H2O - H]-	NFKCSBVVBNZUCV	InChI=1S/C16H32O4/c17-13-9-5-7-11-15-20-14-10-6-3-1-2-4-8-12-16(18)19/h17H,1-15H2,(H,18,19)	null	C(CCCCC(=O)O)CCCCOCCCCCCO	3.5999999	10968198	PubChem:(10968198);KEGG Mine	8589934594
9	1	N/A	-35.63965592467663	C16H32O4	[M - H2O - H]-	OIQQJPBNFSTNAE	InChI=1S/C16H32O4/c17-13-9-5-1-2-6-10-14-20-15-11-7-3-4-8-12-16(18)19/h17H,1-15H2,(H,18,19)	null	C(CCCCOCCCCCCCC(=O)O)CCCO	4.21489048	""	KEGG Mine	8589934592
10	1	N/A	-36.48137909858338	C16H32O4	[M - H2O - H]-	KAGVEWBIROIXHF	InChI=1S/C16H32O4/c17-14-10-12-15(18)11-8-6-4-2-1-3-5-7-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	null	C(CCCCCC(CCCO)O)CCCCCC(=O)O	4.27585649	""	KEGG Mine	8589934592
