rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09042790870511795	-174.8096696161586	C12H14O6	[M - H]-	OCDSZYWHRVEZMK	InChI=1S/C12H14O6/c1-3-15-11(13)17-9-7-5-6-8-10-18-12(14)16-4-2/h3-4,9-10H2,1-2H3	null	CCOC(=O)OCC#CC#CCOC(=O)OCC	2.0	23117661	PubChem:(23117661)	2
2	1	N/A	-183.5191722763598	C12H14O6	[M - H]-	WYHFSPHDMFTMPO	InChI=1S/C12H14O6/c1-3-11(13)17-9-7-15-5-6-16-8-10-18-12(14)4-2/h1-2H,5-10H2	null	C#CC(=O)OCCOCCOCCOC(=O)C#C	0.699999988	26794264	PubChem:(26794264)	2
3	1	N/A	-195.32675525769508	C12H14O6	[M - H]-	CNPNJDHLRPRGFV	InChI=1S/C12H14O6/c1-3-17-11(15)7-5-8(13)10(9(14)6-7)12(16)18-4-2/h5-6,13-14H,3-4H2,1-2H3	null	CCOC(=O)C1=CC(=C(C(=C1)O)C(=O)OCC)O	1.630041	135222166	PubChem:(135222166)	2
4	1	N/A	-195.9250047950588	C12H14O6	[M - H]-	JGSZMYCFWVTDQW	InChI=1S/C12H14O6/c1-15-7-9-17-11(13)5-3-4-6-12(14)18-10-8-16-2/h7-10H2,1-2H3	null	COCCOC(=O)C#CC#CC(=O)OCCOC	0.899999976	118217058	PubChem:(118217058)	2
5	1	N/A	-201.29935827983846	C12H14O6	[M - H]-	SSGFTKHGECHGNQ	InChI=1S/C12H14O6/c1-3-7-15-11(13)17-9-5-6-10-18-12(14)16-8-4-2/h1-2H,5-10H2	null	C#CCOC(=O)OCCCCOC(=O)OCC#C	1.79999995	126608413	PubChem:(126608413)	2
6	1	N/A	-203.07818732264604	C12H14O6	[M - H]-	CLNZTJMHAUBUCD	InChI=1S/C12H14O6/c1-3-5-17-11(13)9-15-7-8-16-10-12(14)18-6-4-2/h1-2H,5-10H2	null	C#CCOC(=O)COCCOCC(=O)OCC#C	0.0	129054168	PubChem:(129054168)	2
7	1	N/A	-203.93121124219223	C12H14O6	[M - H]-	ZGIBVBVBHKVHCK	InChI=1S/C12H14O6/c13-9-5-7(11(15)17-9)3-1-2-4-8-6-10(14)18-12(8)16/h7-8H,1-6H2	null	C1C(C(=O)OC1=O)CCCCC2CC(=O)OC2=O	0.699999988	89678017	PubChem:(89678017)	2
8	1	N/A	-213.0268733137536	C12H14O6	[M - H]-	UQOUOXLHXPHDHF	InChI=1S/C12H14O6/c1-3-17-11(15)7-5-10(14)8(6-9(7)13)12(16)18-4-2/h5-6,13-14H,3-4H2,1-2H3	Oprea1_230468	CCOC(=O)C1=CC(=C(C=C1O)C(=O)OCC)O	2.79999995	79980	NORMAN:(NS00034004);COCONUT:(CNP0295928);Natural Products:(UNPD76703);PubChem:(79980);SuperNatural:(SN00302812);ZINC bio:(ZINC00226153);PubChem class - safety and toxic;PubMed	70557762
9	1	N/A	-218.21225344857712	C12H14O6	[M - H]-	NXYMWIDWVDUCSH	InChI=1S/C12H14O6/c1-15-8-5-7(11(13)17-3)6-9(16-2)10(8)12(14)18-4/h5-6H,1-4H3	1,4-Benzenedicarboxylic acid, 2,6-dimethoxy-, dimethyl ester	COC1=CC(=CC(=C1C(=O)OC)OC)C(=O)OC	1.60000002	12398302	PubChem:(12398302)	2
10	1	N/A	-219.40214998803634	C12H14O6	[M - H]-	UAOLQTZBDXSBLP	InChI=1S/C12H14O6/c1-6(13)17-10(14)7-2-4-8-9(5-3-7)12(16)18-11(8)15/h7-9H,2-5H2,1H3	null	CC(=O)OC(=O)C1CCC2C(CC1)C(=O)OC2=O	0.400000006	138705460	PubChem:(138705460)	2
11	1	N/A	-221.16653593731468	C12H14O6	[M - H]-	JUKQMQKLYKDEFP	InChI=1S/C12H14O6/c1-15-7-5-8(11(13)17-3)10(12(14)18-4)9(6-7)16-2/h5-6H,1-4H3	Dimethyl 3,5-dimethoxyphthalate	COC1=CC(=C(C(=C1)OC)C(=O)OC)C(=O)OC	1.60000002	3447295	COCONUT:(CNP0267799);Natural Products:(UNPD193677);PubChem:(3447295)	2129922
