rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11689376988981938	-74.04570841722722	C8H10O6	[M - H]-	YVMPRAWSVIUMJV	InChI=1S/C8H10O6/c9-4-2-1-3(7(11)12)5(6(4)10)8(13)14/h4,6,9-10H,1-2H2,(H,11,12)(H,13,14)	null	C1CC(=C(C(C1O)O)C(=O)O)C(=O)O	-0.900607467	""	KEGG Mine	8589934592
2	1	N/A	-79.02984450844872	C8H10O6	[M - H]-	ZVCGZKGXIZPVOC	InChI=1S/C8H10O6/c1-2-3(6(9)10)5(8(13)14)4(2)7(11)12/h2-5H,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CC1C(C(C1C(=O)O)C(=O)O)C(=O)O	-0.600000024	89746652	PubChem:(89746652)	2
3	1	N/A	-80.99924703666746	C8H10O6	[M - H]-	FQOJBGJIYAAJNN	InChI=1S/C8H10O6/c1-3(9)5(7(11)12)6(4(2)10)8(13)14/h5-6H,1-2H3,(H,11,12)(H,13,14)	2,3-diacetylbutanedioic acid	CC(=O)C(C(C(=O)C)C(=O)O)C(=O)O	-0.899999976	22126011	PubChem:(22126011)	2
4	1	N/A	-81.1293445928755	C8H10O6	[M - H]-	DPWKCJJZMKDKGH	InChI=1S/C8H10O6/c9-5(7(12)8(13)14)3-1-2-4-6(10)11/h1-4H2,(H,10,11)(H,13,14)	null	C(CCC(=O)O)CC(=O)C(=O)C(=O)O	0.200000003	19382529;19382530	PubChem:(19382529 19382530)	2
5	1	N/A	-84.85055250716904	C8H10O6	[M - H]-	BVLMYGJZKUVKNG	InChI=1S/C8H10O6/c1-2-4(7(11)12)5(8(13)14)3-6(9)10/h2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CCC(=C(CC(=O)O)C(=O)O)C(=O)O	-0.200000003	121299746;121299769	PubChem:(121299746 121299769)	2
6	1	N/A	-88.12903953835598	C8H10O6	[M - H]-	VMEHELMQANOVGX	InChI=1S/C8H10O6/c1-3(2)4(7(11)12)5(9)6(10)8(13)14/h3-4H,1-2H3,(H,11,12)(H,13,14)	null	CC(C)C(C(=O)C(=O)C(=O)O)C(=O)O	-0.107763395	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
7	1	N/A	-88.34013246092951	C8H10O6	[M - H]-	DURUCUXIOUNYND	InChI=1S/C8H10O6/c9-4-2-1-3-8(14,7(12)13)5-6(10)11/h9,14H,1,3,5H2,(H,10,11)(H,12,13)	null	C(CC(CC(=O)O)(C(=O)O)O)C#CO	-0.495812356	""	KEGG Mine	8589934592
8	1	N/A	-88.63501250086215	C8H10O6	[M - H]-	IAUCFRBHZVBIAD	InChI=1S/C8H10O6/c9-5-1-3(7(11)12)4(8(13)14)2-6(5)10/h1,4-6,9-10H,2H2,(H,11,12)(H,13,14)	null	C1C(C(C=C(C1C(=O)O)C(=O)O)O)O	-1.16309559	""	KEGG Mine	8589934592
9	1	N/A	-90.09836194392057	C8H10O6	[M - H]-	LKOYKBQSXXXKSV	InChI=1S/C8H10O6/c9-6(10)3-1-2-4(7(11)12)5(3)8(13)14/h3-5H,1-2H2,(H,9,10)(H,11,12)(H,13,14)	cyclopentane-1,2,3-tricarboxylic acid	C1CC(C(C1C(=O)O)C(=O)O)C(=O)O	-0.699999988	13027822;13027823;130962156	PubChem:(13027822 13027823 130962156)	2
10	1	N/A	-92.26194657358994	C8H10O6	[M - H]-	XIECTETUPIYSLZ	InChI=1S/C8H10O6/c9-6(10)3-1-4(7(11)12)5(2-3)8(13)14/h3-5H,1-2H2,(H,9,10)(H,11,12)(H,13,14)	1,2,4-Cyclopentanetricarboxylic acid	C1C(CC(C1C(=O)O)C(=O)O)C(=O)O	-0.699999988	14093617	PubChem:(14093617)	2
