rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.14584548414777837	-101.50376278729338	C17H24O6	[M - H]-	SWXUGHLTXZBFEN	InChI=1S/C17H24O6/c18-12(4-6-14-8-10-16(20)22-14)2-1-3-13(19)5-7-15-9-11-17(21)23-15/h14-15H,1-11H2	null	C1CC(=O)OC1CCC(=O)CCCC(=O)CCC2CCC(=O)O2	0.5	23431311	PubChem:(23431311)	2
2	1	N/A	-132.35604603440962	C17H24O6	[M - H]-	MFBSWDVYHAQMKR	InChI=1S/C17H24O6/c1-3-5-7-9-11(18)13-15(20)14(17(22)23-16(13)21)12(19)10-8-6-4-2/h13-14H,3-10H2,1-2H3	null	CCCCCC(=O)C1C(=O)C(C(=O)OC1=O)C(=O)CCCCC	3.5	21320338	PubChem:(21320338)	2
3	1	N/A	-132.55262621708422	C17H24O6	[M - H]-	IWWLPSPAPDNDNL	InChI=1S/C17H24O6/c1-13(19)4-5-15(21)8-9-17(23)11-10-16(22)7-6-14(20)3-2-12-18/h12H,2-11H2,1H3	null	CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC=O	-2.29999995	101053704	PubChem:(101053704)	2
4	1	N/A	-136.08071026558193	C17H24O6	[M - H]-	ZPEGLBYIUPZZNH	InChI=1S/C17H24O6/c1-2-11(18)4-3-5-12(19)10-13(14-6-8-16(20)22-14)15-7-9-17(21)23-15/h13-15H,2-10H2,1H3	null	CCC(=O)CCCC(=O)CC(C1CCC(=O)O1)C2CCC(=O)O2	0.600000024	70004404	PubChem:(70004404)	2
5	1	N/A	-140.6292352016169	C17H24O6	[M - H]-	SJIZJJUMWOMFIX	InChI=1S/C17H24O6/c18-12(6-2-8-14-10-16(20)22-14)4-1-5-13(19)7-3-9-15-11-17(21)23-15/h14-15H,1-11H2	4,8-Undecanedione, 1,11-bis(4-oxo-2-oxetanyl)-	C1C(OC1=O)CCCC(=O)CCCC(=O)CCCC2CC(=O)O2	0.5	20631066	PubChem:(20631066)	2
6	1	N/A	-146.54011746928845	C17H24O6	[M - H]-	HLFCRPCCXNQIEY	InChI=1S/C17H24O6/c1-2-11(18)4-3-5-12(19)10-15(13-6-8-22-16(13)20)14-7-9-23-17(14)21/h13-15H,2-10H2,1H3	null	CCC(=O)CCCC(=O)CC(C1CCOC1=O)C2CCOC2=O	0.5	69963703	PubChem:(69963703)	2
7	1	N/A	-150.02382598073152	C17H24O6	[M - H]-	IBJVFBFPSMNMBJ	InChI=1S/C17H24O6/c18-14(6-4-12-8-10-22-16(12)20)2-1-3-15(19)7-5-13-9-11-23-17(13)21/h12-13H,1-11H2	null	C1COC(=O)C1CCC(=O)CCCC(=O)CCC2CCOC2=O	0.5	23431260	PubChem:(23431260)	2
8	1	N/A	-151.08971279967153	C17H24O6	[M - H]-	COMKTRQQTQHVEX	InChI=1S/C17H24O6/c18-14(6-4-12-8-16(20)22-10-12)2-1-3-15(19)7-5-13-9-17(21)23-11-13/h12-13H,1-11H2	null	C1C(COC1=O)CCC(=O)CCCC(=O)CCC2CC(=O)OC2	0.200000003	23431265	PubChem:(23431265)	2
9	1	N/A	-153.87330860930254	C17H24O6	[M - H]-	CYNWFBLGYAPLQG	InChI=1S/C17H24O6/c18-14(6-1-4-12-10-22-16(12)20)8-3-9-15(19)7-2-5-13-11-23-17(13)21/h12-13H,1-11H2	null	C1C(C(=O)O1)CCCC(=O)CCCC(=O)CCCC2COC2=O	0.5	23431337	PubChem:(23431337)	2
10	1	N/A	-158.04658408109282	C17H24O6	[M - H]-	SXMCYHNDBRKUAU	InChI=1S/C17H24O6/c1-3-10(12-8-14(18)22-16(12)20)6-5-7-11(4-2)13-9-15(19)23-17(13)21/h10-13H,3-9H2,1-2H3	null	CCC(CCCC(CC)C1CC(=O)OC1=O)C2CC(=O)OC2=O	3.20000005	89758836	PubChem:(89758836)	2
11	1	N/A	-162.23939087366958	C17H24O6	[M - H]-	KABUMWZHHAWCOJ	InChI=1S/C17H24O6/c1-2-22-17(21)13-6-11(7-15(19)9-13)10-23-16(20)12-4-3-5-14(18)8-12/h11-13H,2-10H2,1H3	null	CCOC(=O)C1CC(CC(=O)C1)COC(=O)C2CCCC(=O)C2	0.5	126714023	PubChem:(126714023)	2
12	1	N/A	-170.34031959085993	C17H24O6	[M - H]-	YHXSMBLTIOJLBX	InChI=1S/C17H24O6/c18-16(10-2-4-12-14(8-10)22-12)20-6-1-7-21-17(19)11-3-5-13-15(9-11)23-13/h10-15H,1-9H2	3-(7-oxabicyclo[4.1.0]heptane-4-carbonyloxy)propyl 7-oxabicyclo[4.1.0]heptane-4-carboxylate	C1CC2C(O2)CC1C(=O)OCCCOC(=O)C3CCC4C(C3)O4	1.5	60147445	PubChem:(60147445)	2
13	1	N/A	-174.8527052353227	C17H24O6	[M - H]-	VBHJESXIHWRPOK	InChI=1S/C17H24O6/c1-6-15(18)21-12(4)9-10-14(23-17(20)8-3)11-13(5)22-16(19)7-2/h6-8,12-14H,1-3,9-11H2,4-5H3	null	CC(CCC(CC(C)OC(=O)C=C)OC(=O)C=C)OC(=O)C=C	3.70000005	89302787	PubChem:(89302787)	2
14	1	N/A	-177.9141345702972	C17H24O6	[M - H]-	ZXDHYIOANFVTLU	InChI=1S/C17H24O6/c1-9(17(15(20)21)5-3-11-13(8-17)23-11)6-16(14(18)19)4-2-10-12(7-16)22-10/h9-13H,2-8H2,1H3,(H,18,19)(H,20,21)	null	CC(CC1(CCC2C(C1)O2)C(=O)O)C3(CCC4C(C3)O4)C(=O)O	1.29999995	23120456;23120457	PubChem:(23120456 23120457)	2
15	1	N/A	-180.2130731689309	C17H24O6	[M - H]-	NMOQLJNCQRRJKM	InChI=1S/C17H24O6/c1-7-5-11-13(8(2)16(21)23-11)15(22-9(3)18)17(4)12(20)6-10(19)14(7)17/h7-8,10-11,13-15,19H,5-6H2,1-4H3	null	CC1CC2C(C(C(=O)O2)C)C(C3(C1C(CC3=O)O)C)OC(=O)C	1.10000002	100916564	PubChem:(100916564);KEGG Mine	8589934594
16	1	N/A	-182.2690493838239	C17H24O6	[M - H]-	RSSMOPMUTJMJSY	InChI=1S/C17H24O6/c1-2-20-16(18)10-6-14-15(23-14)7-11(10)17(19)21-8-9-3-4-12-13(5-9)22-12/h9-15H,2-8H2,1H3	3-O-ethyl 4-O-(7-oxabicyclo[4.1.0]heptan-4-ylmethyl) 7-oxabicyclo[4.1.0]heptane-3,4-dicarboxylate	CCOC(=O)C1CC2C(O2)CC1C(=O)OCC3CCC4C(C3)O4	1.39999998	60147415	PubChem:(60147415)	2
17	1	N/A	-185.09487245607698	C17H24O6	[M - H]-	SVNVQMMUEPXIOM	InChI=1S/C17H24O6/c1-8-6-12(22-9(2)19)14-10(7-18)16(21)23-15(14)17(3)11(8)4-5-13(17)20/h8,10-12,14-15,18H,4-7H2,1-3H3	null	CC1CC(C2C(C(=O)OC2C3(C1CCC3=O)C)CO)OC(=O)C	1.23823357	""	KEGG Mine	8589934592
18	1	N/A	-185.4757364305666	C17H24O6	[M - H]-	CEUBMSDIGXBWES	InChI=1S/C17H24O6/c1-3-4-5-10-22-16(18)12-21-13-17(19)23-11-14-6-8-15(20-2)9-7-14/h6-9H,3-5,10-13H2,1-2H3	null	CCCCCOC(=O)COCC(=O)OCC1=CC=C(C=C1)OC	3.20000005	91711059	PubChem:(91711059)	2
19	1	N/A	-187.01010967356635	C17H24O6	[M - H]-	BFTAYPGPTZZZPB	InChI=1S/C17H24O6/c1-11(18)5-13(20)7-15(22)9-17(3,4)10-16(23)8-14(21)6-12(2)19/h5-10H2,1-4H3	8,8-dimethylpentadecane-2,4,6,10,12,14-hexone	CC(=O)CC(=O)CC(=O)CC(C)(C)CC(=O)CC(=O)CC(=O)C	0.100000001	21340310	PubChem:(21340310)	2
20	1	N/A	-189.24601295420806	C17H24O6	[M - H]-	OFNZKYJZRABAGX	InChI=1S/C17H24O6/c1-2-4-11(18)5-3-6-12(19)7-8-13(14-9-22-16(14)20)15-10-23-17(15)21/h13-15H,2-10H2,1H3	null	CCCC(=O)CCCC(=O)CCC(C1COC1=O)C2COC2=O	0.5	88074147	PubChem:(88074147)	2
21	1	N/A	-190.50768387277958	C17H24O6	[M - H]-	DOTIUAQKNCBUOH	InChI=1S/C17H24O6/c1-3-4-5-6-11-22-16(18)12-21-13-17(19)23-15-9-7-14(20-2)8-10-15/h7-10H,3-6,11-13H2,1-2H3	null	CCCCCCOC(=O)COCC(=O)OC1=CC=C(C=C1)OC	3.79999995	91712216	PubChem:(91712216)	2
22	1	N/A	-190.6320847485304	C17H24O6	[M - H]-	YWVZBJSTNVEMAO	InChI=1S/C17H24O6/c1-2-20-10-11-21-12-13-22-16(18)8-9-17(19)23-14-15-6-4-3-5-7-15/h3-7H,2,8-14H2,1H3	Butanedioic acid, 2-(2-ethoxyethoxy)ethyl phenylmethyl ester	CCOCCOCCOC(=O)CCC(=O)OCC1=CC=CC=C1	1.39999998	71416840	PubChem:(71416840)	2
23	1	N/A	-191.00980241139717	C17H24O6	[M - H]-	UXDWSYQLHZRDCP	InChI=1S/C17H24O6/c1-14(18)21-12-5-13-23-17(19)15-6-8-16(9-7-15)22-11-4-3-10-20-2/h6-9H,3-5,10-13H2,1-2H3	null	CC(=O)OCCCOC(=O)C1=CC=C(C=C1)OCCCCOC	2.5999999	89549326	PubChem:(89549326)	2
