rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.12049415562644718	-62.398706460981614	C9H14O5	[M - H2O - H]-	HFDZTOXOYQEXAZ	InChI=1S/C9H14O5/c10-7(5-6-9(13)14)3-1-2-4-8(11)12/h1-6H2,(H,11,12)(H,13,14)	Nonanedioic acid, 4-oxo-	C(CCC(=O)O)CC(=O)CCC(=O)O	-0.5	12527757	PubChem:(12527757)	2
2	1	N/A	-73.66794739246421	C9H14O5	[M - H2O - H]-	GTCHZEFRDKAINX	InChI=1S/C9H14O5/c10-7(3-1-5-8(11)12)4-2-6-9(13)14/h1-6H2,(H,11,12)(H,13,14)	null	C(CC(=O)CCCC(=O)O)CC(=O)O	0.456316411	269945;22173947	PubChem:(269945 22173947);PubChem class - safety and toxic	67108866
3	1	N/A	-77.4557537481355	C9H14O5	[M - H2O - H]-	IUDRJCMDRZEFGO	InChI=1S/C9H14O5/c1-13-8(11)5-3-7(10)4-6-9(12)14-2/h3-6H2,1-2H3	Dimethyl 4-oxoheptanedioate	COC(=O)CCC(=O)CCC(=O)OC	0.377347976	277100	PubChem:(277100)	2
4	1	N/A	-84.09115024592023	C9H14O5	[M - H2O - H]-	SYMQDJOZNHHPEQ	InChI=1S/C9H14O5/c10-7(9(13)14)5-3-1-2-4-6-8(11)12/h1-6H2,(H,11,12)(H,13,14)	Nonanedioic acid, 2-oxo-	C(CCCC(=O)O)CCC(=O)C(=O)O	0.899999976	13401222	PubChem:(13401222)	2
5	1	N/A	-86.02488731004188	C9H14O5	[M - H2O - H]-	RJKUNUUWSAYKBF	InChI=1S/C9H14O5/c10-7(6-9(13)14)4-2-1-3-5-8(11)12/h1-6H2,(H,11,12)(H,13,14)	Nonanedioic acid, 3-oxo-	C(CCC(=O)CC(=O)O)CCC(=O)O	0.300000012	13854723	PubChem:(13854723)	2
6	1	N/A	-87.64439569366927	C9H14O5	[M - H2O - H]-	JTJQKYXYIBYAEB	InChI=1S/C9H14O5/c1-4-2-5(8(11)12)6(9(13)14)3-7(4)10/h4-7,10H,2-3H2,1H3,(H,11,12)(H,13,14)	null	CC1CC(C(CC1O)C(=O)O)C(=O)O	0.0	71027320	PubChem:(71027320)	2
7	1	N/A	-88.92650507878653	C9H14O5	[M - H2O - H]-	LSQPCWMFQLTMQM	InChI=1S/C9H14O5/c1-8(6(10)11)4-2-3-5-9(8,14)7(12)13/h14H,2-5H2,1H3,(H,10,11)(H,12,13)	null	CC1(CCCCC1(C(=O)O)O)C(=O)O	0.800000012	129989691	PubChem:(129989691)	2
8	1	N/A	-89.24614116357789	C9H14O5	[M - H2O - H]-	JALQDLPREAQMBN	InChI=1S/C9H14O5/c1-8(6(10)11)2-4-9(14,5-3-8)7(12)13/h14H,2-5H2,1H3,(H,10,11)(H,12,13)	null	CC1(CCC(CC1)(C(=O)O)O)C(=O)O	0.100000001	129989458	PubChem:(129989458)	2
9	1	N/A	-89.4503076433485	C9H14O5	[M - H2O - H]-	XUKBQSQFZWTVOV	InChI=1S/C9H14O5/c1-6(10)7(2-4-8(11)12)3-5-9(13)14/h7H,2-5H2,1H3,(H,11,12)(H,13,14)	Heptanedioic acid, 4-acetyl-	CC(=O)C(CCC(=O)O)CCC(=O)O	-0.400000006	13507510	PubChem:(13507510)	2
10	1	N/A	-90.73192860404998	C9H14O5	[M - H2O - H]-	ONKLNLWEWSBASN	InChI=1S/C9H14O5/c10-7(11)5-9(14)3-1-6(2-4-9)8(12)13/h6,14H,1-5H2,(H,10,11)(H,12,13)	null	C1CC(CCC1C(=O)O)(CC(=O)O)O	0.200000003	96240615	PubChem:(96240615);KEGG Mine	8589934594
11	1	N/A	-91.70416556232135	C9H14O5	[M - H2O - H]-	OLULRSZTFXJJGL	InChI=1S/C9H14O5/c1-7(10)13-5-3-9(12)4-6-14-8(2)11/h3-6H2,1-2H3	(5-acetyloxy-3-oxopentyl) acetate	CC(=O)OCCC(=O)CCOC(=O)C	-0.400000006	18435130	PubChem:(18435130)	2
12	1	N/A	-91.71972882649555	C9H14O5	[M - H2O - H]-	HLBDWXXBNBMTFI	InChI=1S/C9H14O5/c1-7(10)14-6-5-8(11)3-4-9(12)13-2/h3-6H2,1-2H3	methyl 6-acetyloxy-4-oxohexanoate	CC(=O)OCCC(=O)CCC(=O)OC	-0.5	21739190	PubChem:(21739190)	2
13	1	N/A	-97.19273321400647	C9H14O5	[M - H2O - H]-	CDZOCZBUJPNTLZ	InChI=1S/C9H14O5/c1-3-8(2,13)9(7(11)12)4-6(10)14-5-9/h13H,3-5H2,1-2H3,(H,11,12)	null	CCC(C)(C1(CC(=O)OC1)C(=O)O)O	-0.400000006	102571607	PubChem:(102571607);Training Set	16386
