rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.053133160956109635	-104.07394657879294	C8H14O	[M - H]-	STMMZXSFWVMHSA	InChI=1S/C8H14O/c9-7-6-8-4-2-1-3-5-8/h6,9H,1-5,7H2	2-Cyclohexylideneethanol	C1CCC(=CCO)CC1	1.60000002	70271	NORMAN:(NS00039543);PubChem class - safety and toxic;PubChem:(70271)	67371010
2	1	N/A	-104.20297534006039	C8H14O	[M - H]-	YHYGSIBXYYKYFB	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2,6-7,9H,1,3-5,8H2	2,7-Octadienol	C=CCCCC=CCO	2.0	32012;5365650;11804764;101805875	PubChem:(32012 5365650 11804764 101805875);PubChem class - safety and toxic	67108866
3	1	N/A	-104.80215808608695	C8H14O	[M - H]-	RALPSXDBLSIJOH	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2-4,9H,1,5-8H2	ACMC-20leoy	C=CC=CCCCCO	2.0	11297971;10419192;54256530	PubChem:(11297971 10419192 54256530)	2
4	1	N/A	-105.69102884830008	C8H14O	[M - H]-	UREWHCDVHYRYSO	InChI=1S/C8H14O/c9-7-3-1-2-4-8-5-6-8/h4,9H,1-3,5-7H2	5-Cyclopropylidene-1-pentanol	C1CC1=CCCCCO	1.10000002	551450	PubChem:(551450)	2
5	1	N/A	-106.36248638285787	C8H14O	[M - H]-	FCNUJZQPNSCIBN	InChI=1S/C8H14O/c1-3-5-8(4-2)6-7-9/h3,6,9H,1,4-5,7H2,2H3	null	CCC(=CCO)CC=C	2.20000005	91210960	PubChem:(91210960)	2
6	1	N/A	-106.98185557144215	C8H14O	[M - H]-	ONYJRUXYOCZIAW	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2-3,6-7,9H,4-5,8H2,1H3	2,6-Octadien-1-ol	CC=CCCC=CCO	1.70000005	3024796;6366591;20836341;88078226;121332933	NORMAN:(NS00065883);COCONUT:(CNP0076887);PubChem:(3024796 6366591 20836341 88078226 121332933)	2359298
7	1	N/A	-107.93829746602415	C8H14O	[M - H]-	XJQLONVMGMJKLI	InChI=1S/C8H14O/c1-3-5-8(2)6-4-7-9/h3,6,9H,1,4-5,7H2,2H3	null	CC(=CCCO)CC=C	2.20000005	14691517;85616860	PubChem:(14691517 85616860)	2
8	1	N/A	-109.0307933744877	C8H14O	[M - H]-	PPYPEVXKLAKZDM	InChI=1S/C8H14O/c1-3-5-8(4-2)6-7-9/h3-4,9H,1,5-7H2,2H3	null	CC=C(CCO)CC=C	2.20000005	130122552;133614279	PubChem:(130122552 133614279)	2
9	1	N/A	-110.89654814075465	C8H14O	[M - H]-	AEHUKHLOHKICDC	InChI=1S/C8H14O/c9-4-3-7-5-8(7)6-1-2-6/h6-9H,1-5H2	null	C1CC1C2CC2CCO	1.79999995	10654233;101070593;130758860;130929238	PubChem:(10654233 101070593 130758860 130929238)	2
10	1	N/A	-111.30265609074645	C8H14O	[M - H]-	UOAZYMOJIMTMHR	InChI=1S/C8H14O/c9-7-6-8-4-2-1-3-5-8/h4,9H,1-3,5-7H2	1-Cyclohexene-1-ethanol	C1CCC(=CC1)CCO	1.60000002	227351	PubChem:(227351);PubMed	66
11	1	N/A	-111.35545512451169	C8H14O	[M - H]-	MSQFYBKYYIVVAG	InChI=1S/C8H14O/c1-3-4-5-8(2)6-7-9/h3,6,9H,1,4-5,7H2,2H3	(2E)-3-methylhepta-2,6-dien-1-ol	CC(=CCO)CCC=C	2.0	11446327;21719281;54089169	PubChem:(11446327 21719281 54089169)	2
12	1	N/A	-111.7447756253942	C8H14O	[M - H]-	ULDSHVAMTLXGCH	InChI=1S/C8H14O/c1-7(9)8-5-3-2-4-6-8/h9H,2-6H2,1H3	Ethanol, 1-cyclohexylidene-	CC(=C1CCCCC1)O	2.29999995	21720937	PubChem:(21720937)	2
13	1	N/A	-113.08708772058253	C8H14O	[M - H]-	VDMZWKKVXGYAMU	InChI=1S/C8H14O/c9-5-6-3-8(4-6)7-1-2-7/h6-9H,1-5H2	null	C1CC1C2CC(C2)CO	1.70000005	84081264	PubChem:(84081264);PubChem class - safety and toxic	67108866
14	1	N/A	-113.55616962678934	C8H14O	[M - H]-	KDPNQUKYJYHMHN	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2,5-6,9H,1,3-4,7-8H2	3,7-Octadien-1-ol	C=CCCC=CCCO	1.89999998	14691513;53989128	PubChem:(14691513 53989128)	2
15	1	N/A	-113.92980385593818	C8H14O	[M - H]-	KVNBGNGISDIZRP	InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h2-3,8H,4-7H2,1H3	6-Octenal	CC=CCCCCC=O	1.89999998	62220;5283328;21158617	NORMAN:(NS00056232);COCONUT:(CNP0181844);HMDB:(39769);PubChem class - food;PubChem:(62220 5283328 21158617);PubChem class - bio and metabolites;PubMed	153354314
16	1	N/A	-115.03837427366135	C8H14O	[M - H]-	AAQNBBUSRZYARG	InChI=1S/C8H14O/c9-5-8(6-1-2-6)7-3-4-7/h6-9H,1-5H2	null	C1CC1C(CO)C2CC2	2.0	10701842	PubChem:(10701842)	2
