rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.17535436392850953	-88.54838167626816	C11H20O8	[M - H2O - H]-	FKEGFZURDYLHSO	InChI=1S/C11H20O8/c12-5-7(14)10(18)11(19)9(17)6(13)3-1-2-4-8(15)16/h6-7,10-14,18-19H,1-5H2,(H,15,16)	null	C(CCC(=O)O)CC(C(=O)C(C(C(CO)O)O)O)O	-2.5999999	53803695	PubChem:(53803695)	2
2	1	N/A	-97.38646549407765	C11H20O8	[M - H2O - H]-	BOVXPRKXLAHRBU	InChI=1S/C11H20O8/c12-4-7-10(17)11(18)9(16)6(19-7)3-5(13)1-2-8(14)15/h5-7,9-13,16-18H,1-4H2,(H,14,15)	null	C(CC(=O)O)C(CC1C(C(C(C(O1)CO)O)O)O)O	-2.4000001	68583753;68584128	PubChem:(68583753 68584128)	2
3	1	N/A	-123.21804642654777	C11H20O8	[M - H2O - H]-	SEZNVOVODLMBEZ	InChI=1S/C11H20O8/c1-4(5(2)11(18)19)7(14)9(16)10(17)8(15)6(13)3-12/h6-10,12-17H,3H2,1-2H3,(H,18,19)	null	CC(=C(C)C(=O)O)C(C(C(C(C(CO)O)O)O)O)O	-2.79999995	88327620	PubChem:(88327620)	2
4	1	N/A	-124.56451589402309	C11H20O8	[M - H2O - H]-	HHBFVMKRUOJHJG	InChI=1S/C11H20O8/c1-2-3-18-11(10(16)17)4-6(13)8(15)9(19-11)7(14)5-12/h6-9,12-15H,2-5H2,1H3,(H,16,17)	null	CCCOC1(CC(C(C(O1)C(CO)O)O)O)C(=O)O	-1.39999998	25113110;25113111;90352847	PubChem:(25113110 25113111 90352847);PubChem class - bio and metabolites	16777218
5	1	N/A	-126.63628840532756	C11H20O8	[M - H2O - H]-	RVYRJROEEQHBRK	InChI=1S/C11H20O8/c1-3-9(15)19-8(5-18-6(2)13)11(17)10(16)7(14)4-12/h7-8,10-12,14,16-17H,3-5H2,1-2H3	null	CCC(=O)OC(COC(=O)C)C(C(C(CO)O)O)O	-2.0	90788090	PubChem:(90788090)	2
6	1	N/A	-129.15818204953717	C11H20O8	[M - H2O - H]-	ZIPVJEXLUUAASJ	InChI=1S/C11H20O8/c12-6(2-1-3-8(14)15)4-11(18)10(17)9(16)7(13)5-19-11/h6-7,9-10,12-13,16-18H,1-5H2,(H,14,15)	null	C1C(C(C(C(O1)(CC(CCCC(=O)O)O)O)O)O)O	-2.20000005	67536156	PubChem:(67536156)	2
7	1	N/A	-129.79404253624665	C11H20O8	[M - H2O - H]-	OLRLSWATFBMDPK	InChI=1S/C11H20O8/c12-1-2-3-4(7(15)9(17)5(2)13)8(16)11(19)10(18)6(3)14/h2-19H,1H2	null	C(C1C2C(C(C(C1O)O)O)C(C(C(C2O)O)O)O)O	-3.9000001	10707844;102309363;100995414	PubChem:(10707844 102309363 100995414)	2
8	1	N/A	-130.19825788948373	C11H20O8	[M - H2O - H]-	RWPTUSUPAYPSLH	InChI=1S/C11H20O8/c1-5-6(13)3-11(18-2,10(16)17)19-9(5)8(15)7(14)4-12/h5-9,12-15H,3-4H2,1-2H3,(H,16,17)	null	CC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OC)O	-2.0999999	58445871;58445872;68226256;71167991;70932880;89771275;89816464;123526312	PubChem:(58445871 58445872 68226256 71167991 70932880 89771275 89816464 123526312)	2
9	1	N/A	-132.1004609276716	C11H20O8	[M - H2O - H]-	BUTZLFTTZINBLB	InChI=1S/C11H20O8/c1-5(3-7(13)17-2)18-11-10(16)9(15)8(14)6(4-12)19-11/h5-6,8-12,14-16H,3-4H2,1-2H3	null	CC(CC(=O)OC)OC1C(C(C(C(O1)CO)O)O)O	-1.79999995	44475660;44475663;102577850	COCONUT:(CNP0411758);Natural Products:(UNPD173856);PubChem:(44475660 44475663 102577850);SuperNatural:(SN00272616)	3178498
10	1	N/A	-132.7048135278625	C11H20O8	[M - H2O - H]-	CRJIDOJFVOFGFW	InChI=1S/C11H20O8/c1-5(12)18-4-7(14)8(15)9(16)10-6(13)3-11(2,17)19-10/h6-10,13-17H,3-4H2,1-2H3	null	CC(=O)OCC(C(C(C1C(CC(O1)(C)O)O)O)O)O	-2.0999999	101572779	PubChem:(101572779)	2
