rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	N/A	-95.20561257859548	C9H16O6	[M - H]-	ZQGGISAJNVRMBL	InChI=1S/C9H16O6/c1-2-3-5(11)7(13)9(15)8(14)6(12)4-10/h1,5-15H,3-4H2	null	C#CCC(C(C(C(C(CO)O)O)O)O)O	-3.0	122226535;122226536	PubChem:(122226535 122226536)	2
2	1	N/A	-107.04944182878997	C9H16O6	[M - H]-	MHATXBSMGQDNJD	InChI=1S/C9H16O6/c1-9(2)13-3-4-7(15-9)5(10)6(11)8(12)14-4/h4-8,10-12H,3H2,1-2H3	(4aR,7R,8R,8aS)-2,2-dimethyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxine-6,7,8-triol	CC1(OCC2C(O1)C(C(C(O2)O)O)O)C	-1.60000002	11806200;15690233;15690234;11287450;18534147;54071898;54071899;56618662;102241108;123267212	PubChem:(11806200 15690233 15690234 11287450 18534147 54071898 54071899 56618662 102241108 123267212)	2
3	1	N/A	-112.75897876078973	C9H16O6	[M - H]-	XSSJHJNJZGDNBN	InChI=1S/C9H16O6/c1-2-5-13-3-4-8(15-5)6(10)7(11)9(12)14-4/h4-12H,2-3H2,1H3	null	CCC1OCC2C(O1)C(C(C(O2)O)O)O	-1.20000005	54486545	PubChem:(54486545)	2
4	1	N/A	-117.27129116239351	C9H16O6	[M - H]-	MSNVFRBYLJVOKT	InChI=1S/C9H16O6/c1-4-13-3-5-7(14-4)6(10)8(12-2)9(11)15-5/h4-11H,3H2,1-2H3	null	CC1OCC2C(O1)C(C(C(O2)O)OC)O	-1.20000005	56623926	PubChem:(56623926)	2
5	1	N/A	-117.84128190348844	C9H16O6	[M - H]-	CFQRDHZMUUQVIC	InChI=1S/C9H16O6/c1-9(2)13-3-4(15-9)7-5(10)6(11)8(12)14-7/h4-8,10-12H,3H2,1-2H3	(2S,3R,4R,5S)-5-[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]oxolane-2,3,4-triol	CC1(OCC(O1)C2C(C(C(O2)O)O)O)C	-1.60000002	15089047;15089049;101158770;100940739;122496927;131857937;134986594	PubChem:(15089047 15089049 101158770 100940739 122496927 131857937 134986594)	2
6	1	N/A	-118.38240349890619	C9H16O6	[M - H]-	FLMPALSXXIVRNR	InChI=1S/C9H16O6/c1-5(10)14-4-6-3-7(11)8(12)9(13-2)15-6/h6-9,11-12H,3-4H2,1-2H3	null	CC(=O)OCC1CC(C(C(O1)OC)O)O	-1.10000002	69941528;101415984	PubChem:(69941528 101415984)	2
7	1	N/A	-121.1627402054114	C9H16O6	[M - H]-	RUICEADCEITZAL	InChI=1S/C9H16O6/c1-9(2)14-7-5(12)3(10)4(11)6(13)8(7)15-9/h3-8,10-13H,1-2H3	1,2-Isopropylidene-D,L-myo-inositol	CC1(OC2C(C(C(C(C2O1)O)O)O)O)C	-2.0999999	10976970;11009485;11085315;13962589;10398539;26470667;26470668;26470670;24802244;131704954	PubChem:(10976970 11009485 11085315 13962589 10398539 26470667 26470668 26470670 24802244 131704954);PubMed;ZINC bio:(ZINC14555925)	8258
8	1	N/A	-121.49101438763455	C9H16O6	[M - H]-	UUCFBAIQXDXDRN	InChI=1S/C9H16O6/c1-13-7(11)4-5-3-6(10)8(12)9(14-2)15-5/h5-6,8-10,12H,3-4H2,1-2H3	null	COC1C(C(CC(O1)CC(=O)OC)O)O	-1.10000002	68184444;67990824;71248473	PubChem:(68184444 67990824 71248473)	2
9	1	N/A	-123.5124038300399	C9H16O6	[M - H]-	APXLOLBLSSAQQT	InChI=1S/C9H16O6/c1-2-7(12)14-4-6(11)9-8(13)5(10)3-15-9/h5-6,8-11,13H,2-4H2,1H3	3,4-Furandiol, tetrahydro-2-[1-hydroxy-2-(1-oxopropoxy)ethyl]-	CCC(=O)OCC(C1C(C(CO1)O)O)O	-1.0	59445975;68266277;134317859	PubChem:(59445975 68266277 134317859)	2
10	1	N/A	-123.5193974549327	C9H16O6	[M - H]-	BSBOLIVKPWXZAN	InChI=1S/C9H16O6/c1-4-13-3-5-8(14-4)6(10)7(11)9(12-2)15-5/h4-11H,3H2,1-2H3	(2S,4aR,6R,7R,8S,8aS)-6-methoxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxine-7,8-diol	CC1OCC2C(O1)C(C(C(O2)OC)O)O	-1.20000005	11535892;11557604;11622665;11672998;18534082;21600159;22214152;92024018;89988948;102240589;102240590;102240591;102240592;102240593;102240594;118450149;125474441;129364832;134885085	PubChem:(11535892 11557604 11622665 11672998 18534082 21600159 22214152 92024018 89988948 102240589 102240590 102240591 102240592 102240593 102240594 118450149 125474441 129364832 134885085)	2
