rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.06304533369187187	-108.89658149761242	C9H14O2	[M - H2O - H]-	NLRIJHGYFNZMGB	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h1H,3-8H2,(H,10,11)	non-8-ynoic acid	C#CCCCCCCC(=O)O	2.51594019	35698;38988817	COCONUT:(CNP0210082);Natural Products:(UNPD23114);PubChem:(35698 38988817);CHEBI:(137768);KEGG Mine	8592064546
2	1	N/A	-110.52308251816609	C9H14O2	[M - H2O - H]-	QVECEHBUNYXIRF	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h2-3,6-7H,4-5,8H2,1H3,(H,10,11)	null	CC=CCCC=CCC(=O)O	2.0	54248703;87530750;129171667	PubChem:(54248703 87530750 129171667)	2
3	1	N/A	-110.68359464365503	C9H14O2	[M - H2O - H]-	PZTKZNUAVDEDMK	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h4-7H,2-3,8H2,1H3,(H,10,11)	(3E,5E)-nona-3,5-dienoic acid	CCCC=CC=CCC(=O)O	2.4000001	20274779;54216817	PubChem:(20274779 54216817)	2
4	1	N/A	-111.23423825585677	C9H14O2	[M - H2O - H]-	XHWZIVIBBICWQB	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h4-8H2,1H3,(H,10,11)	7-Nonynoic acid	CC#CCCCCCC(=O)O	2.29999995	549239	PubChem:(549239)	2
5	1	N/A	-112.02813385815394	C9H14O2	[M - H2O - H]-	JYHVTTAHMRXBQX	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h2,5-8H2,1H3,(H,10,11)	6-Nonynoic acid	CCC#CCCCCC(=O)O	2.0999999	534311	PubChem:(534311)	2
6	1	N/A	-114.62272045904993	C9H14O2	[M - H2O - H]-	ZGMVHFLYJANFQJ	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h2-5,8H2,1H3,(H,10,11)	3-Nonynoic acid	CCCCCC#CCC(=O)O	2.5999999	534236	PubChem:(534236)	2
7	1	N/A	-116.50789779143822	C9H14O2	[M - H2O - H]-	VZWNYVYPLLHODU	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h2-4H,1,5-8H2,(H,10,11)	null	C=CC=CCCCCC(=O)O	2.4000001	12534155;85440881	PubChem:(12534155 85440881)	2
8	1	N/A	-119.33651521059343	C9H14O2	[M - H2O - H]-	GIMQQWKASGCRDK	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h2-3,6-8H2,1H3,(H,10,11)	5-Nonynoic acid	CCCC#CCCCC(=O)O	2.0999999	556171	PubChem:(556171)	2
9	1	N/A	-119.44462623883564	C9H14O2	[M - H2O - H]-	RQDCTRWWAYDAMH	InChI=1S/C9H14O2/c1-3-5-8(6-4-2)7-9(10)11/h3-4,8H,1-2,5-7H2,(H,10,11)	3-prop-2-enylhex-5-enoic acid	C=CCC(CC=C)CC(=O)O	2.20000005	59237698	PubChem:(59237698)	2
10	1	N/A	-119.48245631648929	C9H14O2	[M - H2O - H]-	YXLOTZIKSWAPPM	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h2,5-6H,1,3-4,7-8H2,(H,10,11)	null	C=CCCC=CCCC(=O)O	2.0999999	12813422	PubChem:(12813422)	2
11	1	N/A	-120.02680228090196	C9H14O2	[M - H2O - H]-	ABXPESSPUVNKCA	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h3-6H,2,7-8H2,1H3,(H,10,11)	null	CCC=CC=CCCC(=O)O	2.0999999	129881988	PubChem:(129881988)	2
12	1	N/A	-120.02900919335978	C9H14O2	[M - H2O - H]-	QEAUORCZKIOKQZ	InChI=1S/C9H14O2/c10-9(11)7-6-8-4-2-1-3-5-8/h4H,1-3,5-7H2,(H,10,11)	null	C1CCC(=CC1)CCC(=O)O	1.79999995	11019077	PubChem:(11019077)	2
